,이름,타율,타수대비홈런,타수대비삼진,타수대비사구,타수대비득점,타수대비타점,출루율,도루성공률,선수OPS,선수WAR
38,정훈,0.295,0.026829268292682926,0.2073170731707317,0.00975609756097561,0.17560975609756097,0.14146341463414633,0.3004807692307692,0.9166666666666666,0.809,2.69
39,박해민,0.292,0.02263374485596708,0.15637860082304528,0.006172839506172839,0.1728395061728395,0.11316872427983539,0.2923387096774194,0.7391304347826086,0.764,2.56
40,한동희,0.278,0.0368763557483731,0.210412147505423,0.010845986984815618,0.13449023861171366,0.14533622559652928,0.2823779193205945,0.0,0.797,2.47
41,최원준,0.326,0.005571030640668524,0.09749303621169916,0.016713091922005572,0.20055710306406685,0.09749303621169916,0.32887700534759357,0.8235294117647058,0.8079999999999999,2.47
42,박경수,0.281,0.040123456790123455,0.2962962962962963,0.027777777777777776,0.10185185185185185,0.18209876543209877,0.2976190476190476,0.0,0.835,2.41
43,박동원,0.251,0.03761755485893417,0.21003134796238246,0.018808777429467086,0.13793103448275862,0.15673981191222572,0.26299694189602446,0.0,0.764,2.26
44,김선빈,0.33,0.0033003300330033004,0.1419141914191419,0.006600660066006601,0.13861386138613863,0.12211221122112212,0.3333333333333333,0.5,0.8079999999999999,2.25
45,이용규,0.287,0.0024096385542168677,0.08674698795180723,0.014457831325301205,0.13975903614457832,0.07710843373493977,0.29550827423167847,0.68,0.7190000000000001,2.2
46,장성우,0.278,0.03282828282828283,0.1590909090909091,0.0,0.09595959595959595,0.19444444444444445,0.270935960591133,0.0,0.7490000000000001,2.18
47,서건창,0.27699999999999997,0.01050420168067227,0.12184873949579832,0.008403361344537815,0.16176470588235295,0.10714285714285714,0.2804123711340206,0.696969696969697,0.778,2.17
