,이름,타율,타수대비홈런,타수대비삼진,타수대비사구,타수대비득점,타수대비타점,출루율,도루성공률
175,박근홍,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
176,이형범,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
177,고효준,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
178,김재윤,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
179,김진우,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
180,신정락,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
181,이명우,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
182,한현희,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
183,이재학,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
184,정우람,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
185,강장산,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
186,장필준,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
187,김동호,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
188,이상화,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
189,서진용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
190,김진성,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
191,박시영,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
192,심창민,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
193,윤근영,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
194,김지용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
195,엄상백,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
196,박근홍,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
197,이형범,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
198,고효준,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
199,김재윤,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
200,김진우,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
201,장현식,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
202,주권,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
203,윤지웅,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
204,박상원,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
205,윤길현,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
206,최충연,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
207,고우석,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
208,조무근,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
209,임창용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
210,정우람,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
211,강장산,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
212,장필준,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
213,김동호,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
214,이상화,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
215,서진용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
216,김진성,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
217,박시영,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
218,심창민,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
219,윤근영,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
220,김지용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
221,엄상백,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
222,박근홍,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
223,이형범,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
224,고효준,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
225,김재윤,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
226,김진우,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
227,장현식,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
228,주권,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
229,윤지웅,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
230,박상원,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
231,윤길현,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
232,최충연,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
233,고우석,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
234,조무근,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
235,임창용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
236,박지훈,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
237,김광수,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
238,홍성용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
239,안영명,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
240,손영민,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
241,김대현,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
242,홍성용,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
243,김상수,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
244,최동환,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
245,이용찬,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
246,송신영,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
247,심동섭,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
248,김규민,0.238,0,0.285714286,0.047619048,0.238095238,0.095238095,0.272727273,0
249,이정훈,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
250,오준혁,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
251,서상우,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
252,최민창,0.276,0,0.24137931,0,0.034482759,0.068965517,0.275862069,0
253,조수행,0.277,0,0.255319149,0.021276596,0.361702128,0.042553191,0.291666667,0.6
254,최병연,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
255,채상현,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
256,임익준,0.25,0,0.222222222,0,0.194444444,0.055555556,0.225,1
257,김재유,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
258,이창열,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
259,정주후,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
260,남태혁,0.25,0.033333333,0.333333333,0.016666667,0.133333333,0.183333333,0.262295082,0
261,이성곤,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
262,신본기,0.237,0.015384615,0.233846154,0.04,0.150769231,0.144615385,0.256410256,0.714285714
263,이우성,0.147308889,0.012331481,0.250093429,0.01109515,0.095825775,0.071561131,0.152818875,0.228777155
