순,이름,팀,war,g,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,ops,woba,wrc+,war,wpa
170,홍재호,17K2B,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
171,황경태,17두3B,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
172,엄상백,17kP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,심창민,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤근영,17kP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김지용,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박근홍,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이형범,17NP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고효준,17KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김재윤,17kP,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진우,17KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
181,신정락,17LP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이명우,17롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,한현희,17넥P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이재학,17NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정우람,17한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,강장산,17NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장필준,17삼P,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김동호,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이상화,17kP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,서진용,17SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진성,17NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박시영,17롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,심창민,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤근영,17kP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김지용,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,엄상백,17kP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박근홍,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이형범,17NP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고효준,17KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김재윤,17kP,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진우,17KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장현식,17NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,주권,17kP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤지웅,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박상원,17한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤길현,17롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,최충연,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고우석,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,조무근,17kP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임창용,17KP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
211,정우람,17한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,강장산,17NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장필준,17삼P,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김동호,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이상화,17kP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,서진용,17SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진성,17NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박시영,17롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,심창민,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤근영,17kP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김지용,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,엄상백,17kP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박근홍,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이형범,17NP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고효준,17KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김재윤,17kP,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진우,17KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장현식,17NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,주권,17kP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤지웅,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박상원,17한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤길현,17롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,최충연,17삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고우석,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,조무근,17kP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임창용,17KP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박지훈,17KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김광수,17KP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍성용,17kP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,안영명,17한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
241,손영민,17KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김대현,17LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍성용,17kP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김상수,17넥P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,최동환,17LP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이용찬,17두P,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,송신영,17한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,심동섭,17KP,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
249,김규민,17넥CF,-0.00,14,23,21,5,5,0,1,0,7,2,0,0,1,1,0,6,0,0,0,.238,.304,.333,.638,.293,59.3,-0.00,0.02
250,이정훈,17KC,-0.01,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,.000,.333,.000,.333,.252,36.2,-0.01,-0.00
251,오준혁,17K,-0.02,14,13,12,1,3,0,0,0,3,1,0,0,1,0,0,3,0,0,0,.250,.308,.250,.558,.270,47.5,-0.02,-0.24
252,서상우,17L,-0.02,10,17,13,4,1,0,0,1,4,2,1,0,3,1,1,8,0,0,0,.077,.294,.308,.602,.257,48.5,-0.02,-0.01
253,최민창,17LRF,-0.02,13,33,29,1,8,0,0,0,8,2,0,1,3,0,0,7,0,0,1,.276,.333,.276,.609,.291,61.7,-0.02,0.04
254,조수행,17두RF,-0.02,80,52,47,17,13,2,0,0,15,2,3,2,4,1,0,12,0,0,0,.277,.346,.319,.665,.315,79.0,-0.02,-0.27
255,최병연,17KSS,-0.02,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.02,0.00
256,채상현,17넥RF,-0.03,5,12,10,0,3,0,0,0,3,0,1,0,1,0,1,3,1,1,0,.300,.364,.300,.664,.253,36.8,-0.03,-0.23
257,임익준,17한2B,-0.03,30,47,36,7,9,1,0,0,10,2,1,0,7,0,0,8,2,4,0,.250,.372,.278,.650,.293,63.1,-0.03,-0.14
258,김재유,17롯CF,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.03,-0.08
259,이창열,17한DH,-0.03,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.03,-0.06
260,정주후,17k2B,-0.03,7,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.03,0.02
261,남태혁,17kDH,-0.04,31,68,60,8,15,1,0,2,22,11,0,0,6,1,0,20,0,0,1,.250,.324,.367,.690,.313,75.5,-0.04,-0.08
262,이성곤,17두LF,-0.05,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.185,-8.7,-0.05,-0.00
263,신본기,17롯SS,-0.05,128,381,325,49,77,11,0,5,103,47,5,2,25,13,1,76,8,13,5,.237,.313,.317,.629,.282,55.5,-0.05,0.28
264,이우성,17두,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,-0.29
265,이종환,17한,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,-0.33
266,강지광,17넥RF,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.05,-0.07
267,김혜성,17넥SS,-0.06,16,17,16,1,3,2,0,0,5,2,0,0,1,0,0,6,0,0,0,.188,.235,.313,.548,.246,28.4,-0.06,0.01
268,김만수,17kC,-0.06,10,6,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.167,.167,.167,.333,.155,-30.7,-0.06,-0.08
269,최원제,17삼1B,-0.07,11,18,18,3,4,3,0,0,7,3,0,0,0,0,0,6,1,0,0,.222,.222,.389,.611,.261,43.2,-0.07,0.05
270,강상원,17한LF,-0.07,33,14,14,7,3,1,0,0,4,1,0,0,0,0,0,5,0,0,0,.214,.214,.286,.500,.222,16.8,-0.07,0.04
271,김상수,17삼SS,-0.07,42,154,144,17,38,7,0,3,54,13,1,1,5,1,0,26,4,3,1,.264,.291,.375,.666,.291,62.7,-0.07,-0.76
272,홍성갑,17넥,-0.08,7,8,7,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,.143,.250,.143,.393,.207,4.6,-0.08,-0.20
273,강승호,17L2B,-0.08,85,268,248,42,62,14,2,5,95,31,2,2,7,3,0,67,5,3,7,.250,.272,.383,.655,.282,58.8,-0.08,-0.57
274,최정용,17S3B,-0.08,5,8,6,1,2,0,0,0,2,0,0,1,1,0,0,0,0,1,0,.333,.429,.333,.762,.323,83.0,-0.08,-0.17
275,이인행,17K1B,-0.08,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.08,0.00
276,최승준,17S1B,-0.08,31,98,90,11,21,4,0,6,43,16,0,0,7,1,0,34,3,0,0,.233,.296,.478,.774,.332,86.6,-0.08,-0.02
277,한승택,17KC,-0.09,96,91,83,7,19,2,1,0,23,7,0,0,6,1,0,25,1,1,0,.229,.289,.277,.566,.264,43.5,-0.09,0.26
278,김성윤,17삼LF,-0.10,22,14,12,3,1,0,0,1,4,2,0,0,2,0,0,7,0,0,0,.083,.214,.333,.548,.240,24.8,-0.10,0.10
279,이재근,17k,-0.10,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.10,-0.01
280,이호신,17KRF,-0.10,12,8,7,3,1,0,0,0,1,0,0,1,1,0,0,3,1,0,0,.143,.250,.143,.393,.207,5.5,-0.10,-0.16
281,나원탁,17삼C,-0.10,12,23,23,2,5,1,0,0,6,0,0,0,0,0,0,12,0,0,0,.217,.217,.261,.478,.216,14.5,-0.10,-0.09
282,이영욱,17삼CF,-0.10,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.10,-0.06
283,김동한,17롯3B,-0.10,81,205,178,26,42,19,0,3,70,14,4,3,14,0,0,25,2,13,0,.236,.292,.393,.685,.285,56.4,-0.10,-0.33
284,이현동,17삼LF,-0.10,16,16,16,1,3,1,0,0,4,0,1,0,0,0,0,7,1,0,0,.188,.188,.250,.438,.195,-0.7,-0.10,-0.22
285,문선엽,17삼,-0.10,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,.000,.000,.000,.000,.000,-132.7,-0.10,-0.03
286,박성한,17S2B,-0.10,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.10,-0.11
287,김주현,17롯LF,-0.10,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-132.7,-0.10,-0.05
288,워스,17SDH,-0.11,3,11,9,0,1,0,0,0,1,0,0,0,2,0,0,2,1,0,0,.111,.273,.111,.384,.217,12.4,-0.11,-0.08
289,유재신,17넥KCF,-0.11,25,20,18,4,4,0,0,0,4,1,3,1,1,0,0,6,0,1,0,.222,.263,.222,.485,.222,14.9,-0.11,-0.29
290,백용환,17KC,-0.11,15,20,17,2,3,0,0,0,3,1,0,0,3,0,0,3,2,0,0,.176,.300,.176,.477,.248,34.0,-0.11,-0.15
291,정병곤,17삼SS,-0.11,74,82,74,16,16,0,0,2,22,7,1,0,4,2,0,21,3,2,0,.216,.275,.297,.572,.259,40.7,-0.11,0.08
292,이원재,17N,-0.11,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.11,-0.05
293,신종길,17K,-0.12,64,90,83,13,20,5,1,1,30,10,2,1,3,2,0,13,1,0,2,.241,.278,.361,.639,.283,56.9,-0.12,-0.73
294,김민준,17넥CF,-0.12,12,5,4,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,.000,.200,.000,.200,.000,-128.1,-0.12,-0.17
295,장준원,17LSS,-0.12,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.12,0.00
296,박광열,17NC,-0.12,59,66,63,5,12,7,1,1,24,1,0,0,2,0,0,18,3,1,0,.190,.215,.381,.596,.250,37.4,-0.12,-0.63
297,안주형,17삼2B,-0.12,10,10,10,0,3,1,0,0,4,2,1,1,0,0,0,1,0,0,0,.300,.300,.400,.700,.311,77.1,-0.12,-0.01
298,이대형,17kLF,-0.13,100,366,337,51,90,8,3,0,104,24,23,4,24,0,1,54,8,4,1,.267,.315,.309,.624,.287,57.3,-0.13,-0.75
299,홍현빈,17kCF,-0.13,8,6,6,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.13,-0.09
300,나경민,17롯CF,-0.13,97,129,117,37,30,5,2,1,42,11,20,3,7,2,0,37,1,2,1,.256,.307,.359,.666,.297,65.4,-0.13,-0.06
301,성의준,17삼3B,-0.14,11,8,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,.000,.143,.000,.143,.091,-71.8,-0.14,-0.06
302,황윤호,17N2B,-0.15,36,17,15,8,2,0,1,0,4,0,0,0,1,1,0,4,0,0,0,.133,.235,.267,.502,.233,33.7,-0.15,-0.14
303,나종덕,17롯C,-0.15,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.15,-0.01
304,국해성,17두RF,-0.15,57,96,86,15,18,3,0,3,30,17,0,0,5,4,0,23,2,0,1,.209,.281,.349,.630,.284,62.8,-0.15,-0.21
305,김웅빈,17넥1B,-0.15,67,142,135,18,34,8,0,3,51,19,0,0,6,1,0,33,3,0,0,.252,.289,.378,.667,.297,66.1,-0.15,0.05
306,김재현,17SLF,-0.16,14,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.16,-0.01
307,강경학,17한2B,-0.16,59,93,84,17,18,2,1,0,22,4,1,1,8,1,0,19,1,0,0,.214,.290,.262,.552,.264,44.1,-0.16,-0.81
308,김민수,17롯3B,-0.16,10,19,17,0,3,0,0,0,3,0,0,0,1,0,0,9,0,1,0,.176,.222,.176,.399,.185,-9.1,-0.16,-0.27
309,김준완,17NCF,-0.17,104,144,124,19,31,2,1,0,35,8,2,2,15,1,0,27,3,2,2,.250,.331,.282,.613,.290,63.4,-0.17,-0.09
310,신진호,17NC,-0.17,9,12,12,1,1,1,0,0,2,0,0,0,0,0,0,5,0,0,0,.083,.083,.167,.250,.105,-61.9,-0.17,-0.08
311,황목치승,17LSS,-0.17,45,34,29,14,6,0,0,0,6,3,2,0,1,1,0,6,0,2,1,.207,.250,.207,.457,.207,5.7,-0.17,-0.22
312,김민수,17삼C,-0.17,13,22,21,2,3,1,0,0,4,3,0,0,1,0,0,8,0,0,0,.143,.182,.190,.372,.175,-14.7,-0.17,-0.15
313,김종민,17NC,-0.18,22,24,22,2,3,0,0,0,3,1,0,0,2,0,0,2,1,0,0,.136,.208,.136,.345,.177,-14.3,-0.18,-0.00
314,임훈,17LRF,-0.18,42,85,82,8,24,1,0,0,25,7,1,2,2,1,0,16,3,0,0,.293,.318,.305,.623,.292,62.2,-0.18,-0.58
315,김민혁,17두,-0.18,18,21,21,1,4,2,0,0,6,2,0,0,0,0,0,6,1,0,0,.190,.191,.286,.476,.208,8.3,-0.18,-0.25
316,나성용,17삼DH,-0.19,6,11,11,0,2,0,0,0,2,1,0,1,0,0,0,7,1,0,0,.182,.182,.182,.364,.169,-16.7,-0.19,-0.03
317,이성규,17삼2B,-0.19,15,20,17,4,2,0,0,0,2,0,0,0,1,1,0,9,0,1,0,.118,.211,.118,.328,.167,-19.5,-0.19,-0.34
318,이재율,17NLF,-0.19,52,27,24,16,4,0,0,0,4,1,9,1,0,2,0,9,0,1,0,.167,.231,.167,.397,.193,-1.6,-0.19,-0.26
319,도태훈,17N3B,-0.22,32,51,47,3,9,1,0,1,13,4,0,0,4,0,0,7,2,0,0,.191,.255,.277,.532,.246,32.1,-0.22,-0.27
320,조윤준,17LC,-0.23,25,43,38,3,9,0,0,0,9,8,0,0,2,0,0,6,2,2,1,.237,.268,.237,.505,.228,19.6,-0.23,-0.14
321,이병규,17LLF,-0.23,19,48,44,5,9,0,1,0,11,5,0,0,4,0,0,14,0,0,0,.205,.271,.250,.521,.248,31.7,-0.23,-0.16
322,정경운,17한SS,-0.23,46,121,106,8,25,2,1,1,32,7,2,0,9,0,0,24,2,4,2,.236,.291,.302,.593,.264,44.1,-0.23,-1.42
323,박정음,17넥CF,-0.23,81,162,140,26,34,4,1,2,46,15,3,4,9,8,0,39,0,4,1,.243,.323,.329,.651,.296,64.8,-0.23,-0.03
324,김대우,17롯DH,-0.24,12,22,20,1,4,2,0,0,6,4,0,0,1,0,0,10,0,1,0,.200,.238,.300,.538,.232,21.7,-0.24,-0.05
325,정주현,17LCF,-0.25,15,9,8,2,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,.000,.000,.000,.000,.000,-132.7,-0.25,0.00
326,안치영,17k3B,-0.26,21,22,18,4,3,1,0,0,4,0,1,2,1,1,0,6,0,2,0,.167,.250,.222,.472,.209,6.0,-0.26,-0.26
327,이지영,17삼C,-0.26,105,336,302,31,72,10,2,0,86,26,4,3,20,5,1,40,16,6,3,.238,.294,.285,.579,.266,46.3,-0.26,-2.16
328,최윤석,17한3B,-0.27,21,33,32,3,7,0,0,0,7,2,0,0,0,0,0,6,0,1,0,.219,.219,.219,.438,.197,-0.4,-0.27,0.12
329,김동명,17k1B,-0.28,83,223,209,28,60,9,0,4,81,24,1,0,6,3,0,44,7,0,5,.287,.309,.388,.697,.310,72.7,-0.28,-1.47
330,김연훈,17k2B,-0.28,19,26,24,1,4,2,0,0,6,3,0,0,0,0,0,3,0,1,1,.167,.160,.250,.410,.168,-21.9,-0.28,-0.41
331,고영우,17K3B,-0.28,66,40,38,13,9,3,0,0,12,3,0,1,0,0,0,9,1,1,1,.237,.231,.316,.547,.234,23.1,-0.28,-0.09
332,윤병호,17NCF,-0.28,49,58,55,11,11,3,0,0,14,2,2,0,2,0,0,10,2,1,0,.200,.228,.255,.483,.218,14.1,-0.28,-0.32
333,조영훈,17N1B,-0.29,16,46,40,1,6,2,0,1,11,3,0,0,5,0,0,11,2,1,0,.150,.244,.275,.519,.236,24.6,-0.29,-0.50
334,박준혁,17한RF,-0.29,8,10,10,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.100,.100,.100,.200,.093,-70.3,-0.29,-0.14
335,우동균,17삼LF,-0.29,8,13,12,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,.000,.077,.000,.077,.056,-95.2,-0.29,-0.26
336,김사연,17kCF,-0.30,34,52,51,5,11,2,0,0,13,3,2,0,0,0,0,11,0,1,0,.216,.216,.255,.471,.209,5.2,-0.30,0.33
337,박승욱,17SSS,-0.30,73,184,158,25,32,3,2,3,48,11,0,4,16,4,0,57,1,5,1,.203,.291,.304,.594,.269,47.7,-0.30,-1.25
338,김인태,17두RF,-0.31,31,44,43,5,8,1,0,2,15,4,0,0,1,0,0,11,0,0,0,.186,.205,.349,.553,.237,33.2,-0.31,-0.45
339,정현석,17한RF,-0.32,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.32,-0.41
340,김태연,17한3B,-0.33,12,22,21,1,1,0,0,1,4,2,0,0,1,0,0,11,0,0,0,.048,.091,.190,.281,.120,-55.1,-0.33,-0.31
341,이양기,17한LF,-0.34,17,48,44,0,10,1,0,0,11,3,0,0,2,0,0,10,1,2,0,.227,.261,.250,.511,.230,21.9,-0.34,-0.46
342,조인성,17한C,-0.37,16,29,29,1,4,0,0,0,4,0,0,0,0,0,0,9,1,0,0,.138,.138,.138,.276,.128,-46.6,-0.37,-0.32
343,하준호,17kLF,-0.38,101,226,196,31,44,11,1,3,66,18,9,5,21,4,0,57,3,4,1,.224,.311,.337,.648,.293,62.0,-0.38,-0.58
344,김사훈,17롯C,-0.41,57,89,76,1,14,3,0,0,17,8,1,0,6,1,0,21,2,5,1,.184,.250,.224,.474,.215,10.6,-0.41,-0.97
345,김지수,17넥2B,-0.45,64,40,35,7,6,0,0,1,9,5,0,1,2,0,0,8,0,1,2,.171,.205,.257,.462,.200,2.4,-0.45,-0.06
346,김재현,17넥C,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,.167,.205,.262,.467,.211,9.0,-0.46,-1.08
347,김상호,17롯1B,-0.46,80,114,101,7,23,3,1,0,28,7,0,3,11,2,1,22,4,0,0,.228,.316,.277,.593,.281,55.0,-0.46,-0.02
348,대니돈,17넥1B,-0.48,20,57,50,5,7,2,0,1,12,2,0,0,7,0,0,16,3,0,0,.140,.246,.240,.486,.232,22.3,-0.48,-0.58
349,김대륙,17롯SS,-0.50,50,58,53,4,8,2,0,0,10,2,0,0,2,2,0,17,0,1,0,.151,.211,.189,.399,.190,-5.3,-0.50,-0.48
350,박기혁,17kSS,-0.54,97,263,235,22,56,11,1,2,75,18,2,1,16,2,0,51,9,7,3,.238,.289,.319,.608,.271,47.0,-0.54,-1.17
351,김민식,17SKC,-0.54,137,392,352,39,78,9,2,4,103,40,3,3,26,5,0,55,8,7,2,.222,.283,.293,.576,.263,43.5,-0.54,-0.73
352,장민석,17한RF,-0.55,88,327,299,38,83,9,0,1,95,21,8,4,15,0,0,58,4,12,1,.278,.311,.318,.629,.281,55.7,-0.55,-0.93
