Date,Team_1_Name,Team_2_Name,Team_1_pitcher_name,Team_2_pitcher_name,Team_1_Lineup,Team_2_Lineup,Team_1_Score,Team_2_Score,Win_team
2018-03-28,삼성,KIA,양창섭,이민우,박해민 김상수 구자욱 러프 강민호 이원석 박한이 김헌곤 강한울 ,이명기 버나디나 안치홍 최형우 나지완 김선빈 이범호 최원준 김민식 ,6,0,0
2018-03-28,한화,NC,배영수,구창모,이용규 정근우 송광민 김태균 하주석 최진행 호잉 백창수 최재훈 ,박민우 노진혁 나성범 스크럭스 박석민 모창민 이종욱 권희동 정범모 ,6,2,0
2018-03-29,롯데,두산,송승준,이용찬,전준우 손아섭 민병헌 이대호 채태인 한동희 번즈 문규현 나종덕 ,허경민 최주환 박건우 김재환 양의지 오재일 파레디스 정진호 김재호 ,1,4,1
2018-03-29,LG,넥센,임지섭,한현희,안익훈 김현수 박용택 가르시아 채은성 김용의 오지환 유강남 강승호 ,이정후 초이스 서건창 박병호 김하성 김태완 김민성 임병욱 박동원 ,4,9,1
2018-03-29,kt,SK,류희운,문승원,오태곤 강백호 로하스 황재균 유한준 윤석민 박경수 장성우 정현 ,노수광 정진기 최정 한유섬 로맥 정의윤 나주환 최항 이재원 ,7,1,0
2018-03-29,삼성,KIA,백정현,정용운,박해민 김상수 구자욱 러프 강민호 이원석 박한이 김헌곤 강한울 ,이명기 정성훈 버나디나 최형우 나지완 안치홍 이범호 백용환 김선빈 ,0,7,1
2018-03-29,한화,NC,김민우,이재학,이용규 정근우 하주석 김태균 최진행 양성우 호잉 오선진 지성준 ,박민우 노진혁 나성범 스크럭스 박석민 권희동 이종욱 손시헌 정범모 ,1,4,1
2018-03-30,KIA,LG,헥터,윌슨,이명기 버나디나 김주찬 최형우 나지완 안치홍 정성훈 김민식 김선빈 ,안익훈 김현수 박용택 가르시아 채은성 양석환 오지환 유강남 강승호 ,4,3,0
2018-03-30,SK,한화,김태훈,샘슨,정진기 한유섬 최정 로맥 김동엽 최승준 나주환 이재원 김성현 ,이용규 정근우 송광민 김태균 하주석 최진행 호잉 백창수 최재훈 ,8,4,0
2018-03-30,넥센,삼성,로저스,윤성환,이정후 서건창 초이스 박병호 김하성 고종욱 김민성 임병욱 박동원 ,박해민 김상수 구자욱 러프 강민호 이원석 박한이 김헌곤 강한울 ,10,8,0
2018-03-30,NC,롯데,왕웨이중,듀브론트,이상호 모창민 나성범 스크럭스 박석민 권희동 이종욱 지석훈 신진호 ,김문호 손아섭 민병헌 이대호 전준우 번즈 한동희 신본기 나종덕 ,7,5,0
2018-03-30,두산,kt,린드블럼,피어밴드,허경민 최주환 박건우 김재환 양의지 오재일 파레디스 오재원 김재호 ,정현 강백호 로하스 황재균 유한준 윤석민 박경수 장성우 오태곤 ,6,2,0
2018-03-31,KIA,LG,양현종,차우찬,이명기 김주찬 버나디나 최형우 나지완 안치홍 이범호 김민식 김선빈 ,안익훈 김현수 박용택 가르시아 채은성 양석환 오지환 유강남 강승호 ,4,6,1
2018-03-31,두산,kt,장원준,주권,허경민 최주환 박건우 김재환 양의지 오재일 파레디스 오재원 김재호 ,오태곤 강백호 로하스 윤석민 황재균 유한준 박경수 장성우 박기혁 ,8,20,1
2018-03-31,SK,한화,김광현,휠러,정진기 나주환 최정 로맥 김동엽 한유섬 정의윤 이재원 김성현 ,이용규 정근우 송광민 김태균 하주석 최진행 양성우 백창수 최재훈 ,12,1,0
2018-03-31,넥센,삼성,최원태,아델만,이정후 서건창 초이스 박병호 김하성 장영석 김민성 임병욱 주효상 ,박해민 배영섭 구자욱 러프 강민호 이원석 박한이 강한울 김상수 ,4,2,0
2018-03-31,NC,롯데,베렛,윤성빈,이상호 노진혁 나성범 스크럭스 모창민 최준석 권희동 이종욱 신진호 ,민병헌 손아섭 이병규 이대호 채태인 번즈 한동희 신본기 나종덕 ,10,5,0
2018-04-01,KIA,LG,팻딘,김대현,이명기 버나디나 김주찬 최형우 나지완 안치홍 이범호 김민식 김선빈 ,안익훈 김현수 박용택 가르시아 채은성 양석환 오지환 유강남 강승호 ,5,6,1
2018-04-01,두산,kt,후랭코프,고영표,허경민 파레디스 박건우 김재환 양의지 오재일 오재원 장승현 류지혁 ,정현 강백호 로하스 윤석민 황재균 유한준 박경수 이해창 박기혁 ,4,9,1
2018-04-01,SK,한화,산체스,김재영,노수광 정진기 최정 로맥 김동엽 최항 최승준 박승욱 이재원 ,이용규 양성우 호잉 송광민 정근우 하주석 백창수 강상원 최재훈 ,13,1,0
2018-04-01,넥센,삼성,브리검,김대우,이정후 초이스 고종욱 박병호 김하성 장영석 김민성 임병욱 주효상 ,박해민 강한울 구자욱 러프 이원석 배영섭 김헌곤 이지영 김상수 ,5,6,1
2018-04-01,NC,롯데,최금강,레일리,박민우 김성욱 나성범 스크럭스 모창민 최준석 권희동 지석훈 정범모 ,민병헌 손아섭 전준우 이대호 채태인 번즈 한동희 신본기 김사훈 ,2,3,1
2018-04-03,LG,두산,소사,유희관,안익훈 김현수 박용택 가르시아 채은성 양석환 오지환 정상호 강승호 ,허경민 최주환 박건우 김재환 양의지 오재일 파레디스 오재원 김재호 ,4,5,1
2018-04-03,kt,넥센,금민철,신재영,오태곤 강백호 로하스 황재균 이진영 윤석민 박경수 이해창 정현 ,임병욱 고종욱 초이스 박병호 김하성 김민성 장영석 김지수 김재현 ,7,1,0
2018-04-03,KIA,SK,이민우,박종훈,이명기 버나디나 김주찬 최형우 안치홍 서동욱 이범호 최원준 김민식 ,정진기 최항 최정 로맥 김동엽 정의윤 최승준 박승욱 이재원 ,3,13,1
2018-04-03,롯데,한화,김원중,배영수,손아섭 김문호 민병헌 이대호 채태인 번즈 한동희 신본기 김사훈 ,이용규 양성우 송광민 호잉 정근우 하주석 백창수 오선진 최재훈 ,11,17,1
2018-04-03,삼성,NC,보니야,구창모,박해민 김헌곤 구자욱 러프 이원석 강민호 배영섭 조동찬 김상수 ,박민우 노진혁 나성범 최준석 모창민 박석민 이종욱 김성욱 정범모 ,3,4,1
2018-04-04,LG,두산,임찬규,이용찬,안익훈 김현수 박용택 가르시아 이천웅 김용의 오지환 유강남 강승호 ,허경민 최주환 박건우 양의지 오재일 오재원 파레디스 정진호 김재호 ,3,6,1
2018-04-04,kt,넥센,류희운,한현희,오태곤 강백호 로하스 황재균 이진영 윤석민 박경수 이해창 박기혁 ,이정후 고종욱 김하성 박병호 초이스 임병욱 김민성 김혜성 김재현 ,2,10,1
2018-04-04,KIA,SK,정용운,문승원,이명기 버나디나 김주찬 최형우 나지완 안치홍 이범호 최원준 김민식 ,정진기 최항 최정 로맥 김동엽 정의윤 최승준 박승욱 이재원 ,9,6,0
2018-04-04,롯데,한화,송승준,안영명,손아섭 김문호 민병헌 이대호 채태인 번즈 한동희 신본기 김사훈 ,이용규 양성우 송광민 호잉 정근우 하주석 백창수 오선진 최재훈 ,6,7,1
2018-04-04,삼성,NC,양창섭,이재학,박해민 김헌곤 구자욱 러프 이원석 강민호 배영섭 강한울 김상수 ,박민우 김성욱 나성범 스크럭스 모창민 박석민 권희동 지석훈 정범모 ,1,4,1
2018-04-05,kt,넥센,박세진,로저스,심우준 박경수 로하스 황재균 유한준 윤석민 이해창 오태곤 박기혁 ,이정후 고종욱 김하성 박병호 초이스 장영석 김민성 김혜성 김재현 ,3,4,1
2018-04-05,삼성,NC,백정현,왕웨이중,배영섭 김헌곤 이원석 러프 강민호 조동찬 구자욱 강한울 김상수 ,박민우 김성욱 나성범 스크럭스 모창민 박석민 강진성 지석훈 신진호 ,4,1,0
2018-04-06,넥센,KIA,최원태,헥터,이정후 임병욱 고종욱 박병호 초이스 김민성 김혜성 김지수 주효상 ,이명기 버나디나 김주찬 최형우 나지완 안치홍 이범호 김민식 김선빈 ,5,11,1
2018-04-06,LG,롯데,윌슨,듀브론트,안익훈 김현수 박용택 가르시아 채은성 양석환 오지환 유강남 강승호 ,김문호 손아섭 민병헌 이대호 채태인 번즈 한동희 신본기 나종덕 ,14,6,0
2018-04-07,NC,두산,베렛,린드블럼,박민우 노진혁 나성범 스크럭스 박석민 최준석 이종욱 김성욱 신진호 ,정진호 허경민 박건우 김재환 오재일 김재호 오재원 파레디스 장승현 ,3,6,1
2018-04-07,삼성,SK,윤성환,산체스,배영섭 박해민 이원석 러프 강민호 김헌곤 박찬도 강한울 김상수 ,노수광 정진기 최정 로맥 김동엽 한유섬 나주환 최항 이재원 ,3,4,1
2018-04-07,한화,kt,샘슨,피어밴드,이용규 양성우 송광민 호잉 정근우 하주석 오선진 최진행 지성준 ,홍현빈 강백호 로하스 황재균 이진영 윤석민 박경수 장성우 박기혁 ,2,10,1
2018-04-07,넥센,KIA,브리검,양현종,이정후 임병욱 김하성 박병호 초이스 김민성 허정협 김혜성 주효상 ,이명기 최원준 김주찬 최형우 나지완 안치홍 오준혁 황윤호 백용환 ,1,5,1
2018-04-07,LG,롯데,차우찬,윤성빈,안익훈 김현수 박용택 가르시아 채은성 유강남 오지환 양석환 강승호 ,전준우 김동한 손아섭 이대호 민병헌 김문호 번즈 신본기 나종덕 ,2,7,1
2018-04-08,NC,두산,최금강,장원준,박민우 이상호 나성범 스크럭스 박석민 모창민 노진혁 김성욱 정범모 ,정진호 허경민 박건우 김재환 오재일 김재호 오재원 파레디스 장승현 ,10,11,1
2018-04-08,삼성,SK,아델만,김광현,김헌곤 강한울 이원석 러프 강민호 배영섭 박찬도 최영진 김상수 ,노수광 정진기 최정 로맥 한유섬 정의윤 최항 이재원 박승욱 ,12,4,0
2018-04-08,한화,kt,휠러,고영표,이용규 정근우 송광민 호잉 이성열 하주석 최재훈 오선진 장진혁 ,정현 박경수 로하스 황재균 유한준 윤석민 이해창 오태곤 심우준 ,12,8,0
2018-04-08,넥센,KIA,신재영,팻딘,이정후 고종욱 김하성 박병호 초이스 김민성 임병욱 김혜성 김재현 ,이명기 버나디나 김주찬 최형우 안치홍 서동욱 최원준 김민식 김선빈 ,3,4,1
2018-04-08,LG,롯데,소사,레일리,안익훈 김현수 박용택 가르시아 채은성 유강남 오지환 양석환 강승호 ,전준우 김동한 손아섭 이대호 민병헌 김문호 번즈 신본기 김사훈 ,4,2,0
2018-04-10,SK,LG,박종훈,임찬규,노수광 나주환 로맥 김동엽 한유섬 최승준 최항 이재원 김성현 ,안익훈 김현수 박용택 가르시아 채은성 유강남 오지환 양석환 강승호 ,4,1,0
2018-04-10,KIA,한화,한승혁,김재영,이명기 버나디나 김주찬 최형우 안치홍 서동욱 정성훈 김민식 김선빈 ,이용규 양성우 정근우 호잉 이성열 하주석 최진행 오선진 최재훈 ,3,4,1
2018-04-10,두산,삼성,후랭코프,보니야,정진호 최주환 박건우 김재환 양의지 오재일 김재호 오재원 허경민 ,김헌곤 박해민 이원석 러프 강민호 배영섭 이성곤 강한울 김상수 ,8,1,0
2018-04-10,넥센,롯데,한현희,김원중,이정후 임병욱 김하성 박병호 초이스 고종욱 장영석 김혜성 박동원 ,김문호 손아섭 채태인 이대호 이병규 번즈 신본기 한동희 나종덕 ,3,4,1
2018-04-10,kt,NC,금민철,이재학,정현 강백호 로하스 황재균 유한준 윤석민 박경수 장성우 오태곤 ,이상호 김성욱 나성범 스크럭스 박석민 모창민 이종욱 손시헌 정범모 ,5,4,0
2018-04-11,SK,LG,문승원,김대현,정진기 최항 최정 로맥 김동엽 한유섬 최승준 나주환 이재원 ,안익훈 김현수 박용택 가르시아 이천웅 유강남 오지환 양석환 강승호 ,0,3,1
2018-04-11,KIA,한화,정용운,윤규진,이명기 버나디나 김주찬 최형우 나지완 안치홍 최원준 김민식 김선빈 ,이용규 양성우 송광민 호잉 이성열 정근우 하주석 오선진 최재훈 ,4,6,1
2018-04-11,두산,삼성,유희관,양창섭,정진호 최주환 박건우 김재환 양의지 오재일 김재호 김민혁 허경민 ,박해민 김상수 이원석 러프 강민호 배영섭 김헌곤 최영진 강한울 ,7,6,0
2018-04-11,넥센,롯데,로저스,송승준,이정후 임병욱 김하성 박병호 초이스 고종욱 장영석 김혜성 박동원 ,김문호 손아섭 채태인 이병규 전준우 번즈 신본기 한동희 김사훈 ,0,12,1
2018-04-11,kt,NC,니퍼트,왕웨이중,심우준 강백호 로하스 윤석민 유한준 황재균 박경수 이해창 박기혁 ,박민우 김성욱 모창민 최준석 박석민 나성범 강진성 노진혁 신진호 ,12,4,0
2018-04-12,SK,LG,김태훈,윌슨,정진기 최항 최정 로맥 김동엽 한유섬 최승준 박승욱 이재원 ,안익훈 김현수 박용택 가르시아 채은성 유강남 오지환 양석환 강승호 ,4,5,1
2018-04-12,KIA,한화,헥터,샘슨,이명기 버나디나 김주찬 최형우 나지완 안치홍 최원준 김민식 김선빈 ,이용규 양성우 송광민 호잉 이성열 정근우 하주석 오선진 지성준 ,4,15,1
2018-04-12,두산,삼성,이용찬,백정현,정진호 허경민 박건우 김재환 양의지 오재일 김재호 김민혁 양종민 ,박해민 김상수 이원석 러프 강민호 배영섭 김헌곤 이지영 강한울 ,9,3,0
2018-04-12,넥센,롯데,최원태,듀브론트,김하성 이정후 초이스 박병호 김태완 장영석 박동원 김지수 임병욱 ,전준우 손아섭 채태인 이대호 이병규 번즈 신본기 문규현 김사훈 ,5,3,0
2018-04-12,kt,NC,박세진,정수민,심우준 강백호 로하스 윤석민 유한준 황재균 박경수 이해창 오태곤 ,박민우 김성욱 노진혁 나성범 스크럭스 모창민 강진성 손시헌 정범모 ,7,2,0
2018-04-13,kt,LG,피어밴드,차우찬,심우준 강백호 로하스 윤석민 유한준 황재균 박경수 장성우 오태곤 ,안익훈 김현수 박용택 가르시아 채은성 유강남 오지환 양석환 강승호 ,1,3,1
2018-04-13,두산,넥센,린드블럼,브리검,정진호 최주환 박건우 김재환 양의지 오재일 김재호 김민혁 허경민 ,이정후 고종욱 김하성 박병호 초이스 김태완 장영석 김혜성 김재현 ,12,0,0
2018-04-13,NC,SK,베렛,산체스,박민우 이종욱 노진혁 나성범 박석민 스크럭스 모창민 김성욱 정범모 ,정진기 최항 최정 로맥 김동엽 최승준 정의윤 나주환 이재원 ,2,4,1
2018-04-13,삼성,한화,김대우,휠러,김헌곤 김상수 이원석 러프 강민호 배영섭 조동찬 박찬도 강한울 ,이용규 양성우 송광민 호잉 이성열 정근우 하주석 오선진 최재훈 ,4,2,0
2018-04-13,롯데,KIA,윤성빈,양현종,전준우 김동한 손아섭 이대호 민병헌 이병규 번즈 신본기 나종덕 ,이명기 버나디나 김주찬 최형우 나지완 김선빈 최원준 김민식 황윤호 ,8,4,0
2018-04-14,kt,LG,고영표,소사,이진영 강백호 유한준 윤석민 로하스 황재균 박경수 이해창 심우준 ,안익훈 김현수 박용택 가르시아 채은성 양석환 오지환 정상호 강승호 ,0,8,1
2018-04-14,두산,넥센,장원준,신재영,정진호 최주환 박건우 김재환 양의지 오재일 오재원 국해성 류지혁 ,이정후 이택근 초이스 김하성 김태완 김민성 장영석 박동원 김지수 ,6,7,1
2018-04-14,NC,SK,구창모,켈리,박민우 김성욱 나성범 스크럭스 박석민 최준석 노진혁 강진성 정범모 ,노수광 나주환 최정 로맥 최승준 김동엽 이재원 최항 정의윤 ,0,7,1
2018-04-14,삼성,한화,윤성환,배영수,김헌곤 김상수 이원석 러프 배영섭 강민호 박한이 박찬도 강한울 ,이용규 양성우 송광민 호잉 이성열 정근우 하주석 오선진 최재훈 ,2,14,1
2018-04-15,kt,LG,금민철,임찬규,이진영 강백호 로하스 윤석민 유한준 황재균 박경수 이해창 박기혁 ,안익훈 김현수 박용택 가르시아 채은성 유강남 오지환 양석환 강승호 ,8,11,1
2018-04-15,두산,넥센,후랭코프,한현희,정진호 최주환 박건우 김재환 오재일 오재원 박세혁 김재호 류지혁 ,이정후 이택근 초이스 김하성 장영석 김민성 임병욱 박동원 김지수 ,3,2,0
2018-04-15,NC,SK,이재학,김광현,박민우 김성욱 나성범 스크럭스 박석민 모창민 노진혁 강진성 정범모 ,노수광 한유섬 최정 로맥 최승준 이재원 정의윤 박승욱 김성현 ,2,3,1
2018-04-15,삼성,한화,아델만,김재영,김상수 강한울 이원석 러프 배영섭 김헌곤 박해민 박찬도 이지영 ,이용규 양성우 송광민 호잉 이성열 정근우 김회성 오선진 최재훈 ,4,7,1
2018-04-17,한화,두산,윤규진,유희관,이용규 양성우 송광민 호잉 이성열 정근우 하주석 김회성 최재훈 ,정진호 최주환 박건우 김재환 양의지 오재일 오재원 김재호 류지혁 ,5,2,0
2018-04-17,NC,넥센,왕웨이중,로저스,박민우 이종욱 나성범 스크럭스 박석민 모창민 노진혁 김성욱 정범모 ,이정후 허정협 초이스 김하성 김민성 장영석 임병욱 박동원 김지수 ,3,2,0
2018-04-17,SK,kt,박종훈,니퍼트,노수광 최항 최정 로맥 한유섬 김동엽 정진기 이재원 박승욱 ,이진영 강백호 로하스 윤석민 유한준 황재균 박경수 이해창 심우준 ,9,5,0
2018-04-17,LG,KIA,김대현,팻딘,안익훈 김현수 박용택 가르시아 채은성 유강남 오지환 양석환 강승호 ,이명기 버나디나 안치홍 최형우 김주찬 최원준 나지완 김민식 김선빈 ,4,5,1
2018-04-17,삼성,롯데,보니야,레일리,배영섭 박해민 이원석 러프 김헌곤 강민호 조동찬 강한울 김상수 ,민병헌 손아섭 채태인 이대호 이병규 번즈 신본기 문규현 김사훈 ,11,6,0
2018-04-18,한화,두산,샘슨,유재유,정근우 양성우 송광민 호잉 이성열 하주석 김회성 지성준 장진혁 ,정진호 최주환 박건우 김재환 오재일 김재호 오재원 김민혁 박세혁 ,4,5,1
2018-04-18,NC,넥센,정수민,최원태,박민우 이종욱 나성범 스크럭스 최준석 모창민 노진혁 김성욱 정범모 ,이정후 박정음 김하성 초이스 임병욱 김민성 김태완 김혜성 박동원 ,1,0,0
2018-04-18,SK,kt,문승원,박세진,노수광 한유섬 최정 로맥 김동엽 이재원 정의윤 나주환 김성현 ,심우준 강백호 로하스 윤석민 유한준 황재균 박경수 장성우 오태곤 ,8,3,0
2018-04-18,LG,KIA,윌슨,헥터,안익훈 임훈 박용택 김현수 채은성 유강남 오지환 양석환 강승호 ,이명기 버나디나 안치홍 최형우 김주찬 최원준 나지완 김민식 김선빈 ,3,4,1
2018-04-18,삼성,롯데,장원삼,김원중,박해민 김상수 배영섭 러프 김헌곤 강민호 박한이 강한울 김성훈 ,전준우 김동한 손아섭 이대호 민병헌 김문호 한동희 신본기 나종덕 ,7,9,1
2018-04-19,한화,두산,휠러,린드블럼,정근우 양성우 송광민 호잉 이성열 김태균 오선진 지성준 이동훈 ,허경민 최주환 박건우 김재환 양의지 김재호 김민혁 파레디스 오재원 ,2,5,1
2018-04-19,NC,넥센,베렛,브리검,박민우 이종욱 나성범 스크럭스 최준석 모창민 노진혁 김성욱 정범모 ,이정후 고종욱 김하성 초이스 이택근 김민성 김태완 김혜성 김재현 ,3,6,1
2018-04-19,SK,kt,산체스,피어밴드,노수광 한유섬 최정 로맥 김동엽 이재원 정의윤 나주환 김성현 ,홍현빈 강백호 로하스 윤석민 유한준 박경수 황재균 장성우 박기혁 ,6,5,0
2018-04-19,LG,KIA,차우찬,양현종,안익훈 양석환 박용택 김현수 채은성 유강남 오지환 윤형준 강승호 ,김주찬 김선빈 버나디나 최형우 나지완 정성훈 최원준 백용환 홍재호 ,4,8,1
2018-04-19,삼성,롯데,김대우,듀브론트,박해민 김상수 이원석 러프 김헌곤 배영섭 박한이 이지영 김성훈 ,민병헌 손아섭 채태인 이대호 이병규 문규현 황진수 신본기 김사훈 ,6,0,0
2018-04-20,KIA,두산,한승혁,장원준,김주찬 김선빈 버나디나 최형우 나지완 정성훈 최원준 백용환 홍재호 ,류지혁 최주환 박건우 김재환 양의지 오재일 김재호 파레디스 오재원 ,4,6,1
2018-04-20,넥센,한화,신재영,배영수,이정후 고종욱 김하성 초이스 김태완 김민성 이택근 김혜성 박동원 ,이용규 양성우 송광민 호잉 이성열 김태균 하주석 지성준 정경운 ,6,1,0
2018-04-20,kt,삼성,고영표,윤성환,심우준 강백호 로하스 윤석민 유한준 박경수 황재균 오태곤 장성우 ,박해민 김상수 이원석 러프 배영섭 김헌곤 박한이 강민호 김성훈 ,5,4,0
2018-04-20,SK,롯데,켈리,윤성빈,노수광 한유섬 최정 로맥 정진기 김동엽 최항 박성한 이성우 ,손아섭 문규현 채태인 이대호 이병규 민병헌 한동희 신본기 나종덕 ,5,10,1
2018-04-20,LG,NC,소사,구창모,이형종 오지환 박용택 김현수 채은성 유강남 양석환 윤형준 강승호 ,박민우 이종욱 나성범 스크럭스 박석민 모창민 노진혁 김성욱 정범모 ,9,4,0
2018-04-21,KIA,두산,임기영,후랭코프,버나디나 김선빈 김주찬 최형우 나지완 최원준 이명기 김민식 최정민 ,류지혁 국해성 최주환 김재환 오재일 오재원 박세혁 조수행 정진호 ,5,10,1
2018-04-21,넥센,한화,한현희,김재영,이정후 고종욱 김하성 초이스 김태완 김민성 이택근 김혜성 박동원 ,이용규 하주석 송광민 호잉 이성열 김태균 정근우 양성우 지성준 ,4,3,0
2018-04-21,kt,삼성,금민철,아델만,황재균 강백호 로하스 윤석민 박경수 이진영 장성우 박기혁 심우준 ,김상수 박해민 이원석 러프 김헌곤 배영섭 강민호 조동찬 강한울 ,1,4,1
2018-04-21,SK,롯데,김광현,노경은,노수광 한유섬 최정 로맥 최승준 김동엽 최항 이재원 박성한 ,손아섭 문규현 전준우 이대호 민병헌 이병규 한동희 신본기 나종덕 ,3,4,1
2018-04-21,LG,NC,임찬규,이재학,이형종 오지환 박용택 김현수 이천웅 유강남 김용의 양석환 강승호 ,이재율 박민우 나성범 스크럭스 박석민 모창민 노진혁 김성욱 정범모 ,6,3,0
2018-04-22,KIA,두산,팻딘,유희관,김선빈 버나디나 김주찬 최형우 나지완 정성훈 최원준 김민식 홍재호 ,최주환 허경민 박건우 김재환 양의지 김재호 김민혁 박세혁 백동훈 ,14,4,0
2018-04-22,넥센,한화,로저스,윤규진,이정후 고종욱 김하성 초이스 김태완 김민성 임병욱 김혜성 박동원 ,이용규 하주석 송광민 호잉 이성열 김태균 양성우 지성준 정근우 ,10,1,0
2018-04-22,kt,삼성,니퍼트,보니야,심우준 강백호 로하스 윤석민 박경수 황재균 김사연 오태곤 장성우 ,김상수 박해민 이원석 러프 김헌곤 배영섭 박찬도 이지영 강한울 ,6,4,0
2018-04-22,SK,롯데,박종훈,레일리,노수광 나주환 최정 김동엽 최승준 이재원 정의윤 박성한 김성현 ,손아섭 문규현 채태인 이대호 이병규 민병헌 한동희 신본기 김사훈 ,10,4,0
2018-04-22,LG,NC,김대현,왕웨이중,이형종 오지환 유강남 김현수 채은성 양석환 김용의 윤형준 강승호 ,박민우 이종욱 나성범 스크럭스 박석민 최준석 강진성 지석훈 정범모 ,5,4,0
2018-04-24,넥센,LG,최원태,손주영,이정후 고종욱 김하성 초이스 김태완 김민성 이택근 김혜성 박동원 ,이형종 오지환 박용택 김현수 채은성 양석환 김용의 정상호 강승호 ,2,8,1
2018-04-24,두산,SK,이영하,문승원,정진호 최주환 박건우 김재환 양의지 오재일 김재호 김민혁 오재원 ,노수광 한유섬 최정 로맥 김동엽 정의윤 이재원 나주환 김성현 ,10,9,0
2018-04-24,롯데,kt,김원중,박세진,전준우 문규현 손아섭 이대호 민병헌 이병규 한동희 신본기 나종덕 ,홍현빈 강백호 로하스 윤석민 박경수 황재균 이진영 장성우 박기혁 ,14,8,0
2018-04-24,NC,삼성,정수민,백정현,이상호 이종욱 나성범 스크럭스 박석민 모창민 김성욱 지석훈 정범모 ,박해민 김상수 이원석 러프 김헌곤 강민호 박찬도 이성곤 손주인 ,2,7,1
