Date,Team_1_Name,Team_2_Name,Team_1_pitcher_name,Team_2_pitcher_name,Team_1_Lineup,Team_2_Lineup,Team_1_Score,Team_2_Score,Win_team
2017-04-08,삼성,kt,윤성환,정대현,박해민 김헌곤 구자욱 러프 이승엽 이지영 이원석 강한울 조동찬 ,이대형 전민수 유한준 모넬 박경수 이진영 박기혁 이해창 김연훈 ,0,1,1
2017-04-08,한화,KIA,송은범,팻딘,하주석 장민석 송광민 김태균 로사리오 이양기 최진행 정근우 차일목 ,버나디나 김선빈 김주찬 최형우 나지완 서동욱 안치홍 김주형 김민식 ,4,3,0
2017-04-08,LG,롯데,윤지웅,박진형,이형종 오지환 박용택 히메네스 채은성 정성훈 임훈 유강남 최재원 ,전준우 손아섭 번즈 이대호 최준석 문규현 이우민 김사훈 신본기 ,6,8,1
2017-04-09,넥센,두산,최원태,고원준,고종욱 이정후 서건창 윤석민 채태인 김민성 허정협 김하성 김재현 ,민병헌 오재원 에반스 김재환 국해성 김인태 허경민 최재훈 김재호 ,13,2,0
2017-04-09,NC,SK,이재학,문승원,김준완 박민우 나성범 스크럭스 권희동 박석민 조평호 이상호 김태군 ,노수광 김성현 최정 김동엽 한유섬 정의윤 박정권 이홍구 박승욱 ,5,8,1
2017-04-09,삼성,kt,최충연,피어밴드,박해민 김헌곤 구자욱 러프 이승엽 이원석 조동찬 강한울 권정웅 ,이대형 박경수 유한준 이진영 장성우 모넬 박기혁 하준호 심우준 ,0,3,1
2017-04-09,한화,KIA,이태양,양현종,하주석 장민석 정근우 김태균 이양기 송광민 최진행 신성현 차일목 ,버나디나 이명기 김주찬 최형우 나지완 안치홍 김선빈 김주형 김민식 ,2,3,1
2017-04-09,LG,롯데,임찬규,애디튼,최재원 오지환 정성훈 히메네스 채은성 이형종 양석환 유강남 문선재 ,전준우 손아섭 번즈 이대호 최준석 오태곤 이우민 김사훈 신본기 ,1,7,1
2017-04-11,KIA,두산,홍건희,장원준,버나디나 김선빈 김주찬 최형우 나지완 안치홍 김주형 김지성 한승택 ,민병헌 오재원 에반스 김재환 양의지 오재일 박건우 허경민 김재호 ,4,16,1
2017-04-11,kt,넥센,주권,신재영,이대형 하준호 모넬 이진영 유한준 박경수 박기혁 심우준 이해창 ,고종욱 이정후 서건창 윤석민 채태인 김민성 허정협 김하성 박동원 ,2,12,1
2017-04-11,롯데,SK,박세웅,박종훈,손아섭 김문호 번즈 이대호 최준석 강민호 이우민 오태곤 신본기 ,노수광 정진기 최정 김동엽 한유섬 정의윤 이재원 김성현 박승욱 ,6,4,0
2017-04-11,한화,삼성,배영수,장원삼,하주석 장민석 정근우 김태균 송광민 최진행 이양기 김회성 차일목 ,박해민 강한울 구자욱 러프 이승엽 이원석 조동찬 이지영 김헌곤 ,11,8,0
2017-04-11,LG,NC,차우찬,장현식,김용의 오지환 박용택 히메네스 채은성 이형종 정성훈 유강남 손주인 ,박민우 김성욱 나성범 스크럭스 권희동 모창민 조평호 지석훈 김태군 ,3,4,1
2017-04-12,KIA,두산,임기영,함덕주,버나디나 김선빈 김주찬 최형우 나지완 안치홍 이명기 김주형 김민식 ,민병헌 오재원 에반스 김재환 오재일 박건우 양의지 허경민 김재호 ,8,4,0
2017-04-12,kt,넥센,고영표,오주원,이대형 오정복 박경수 모넬 유한준 이진영 박기혁 정현 이해창 ,고종욱 이정후 서건창 윤석민 채태인 김웅빈 허정협 김하성 박동원 ,3,5,1
2017-04-12,롯데,SK,레일리,켈리,손아섭 김문호 번즈 이대호 최준석 강민호 이우민 문규현 신본기 ,노수광 나주환 최정 김동엽 정의윤 한유섬 이재원 김성현 이대수 ,1,2,1
2017-04-12,한화,삼성,오간도,페트릭,하주석 장민석 정근우 김태균 송광민 이성열 최진행 김회성 조인성 ,박해민 김헌곤 구자욱 이승엽 이지영 백상원 러프 강한울 조동찬 ,5,3,0
2017-04-12,LG,NC,소사,해커,김용의 오지환 박용택 히메네스 채은성 이형종 정성훈 정상호 최재원 ,김준완 박민우 나성범 스크럭스 권희동 박석민 김성욱 지석훈 김태군 ,0,5,1
2017-04-13,KIA,두산,헥터,니퍼트,버나디나 김선빈 안치홍 최형우 나지완 서동욱 이명기 김주형 김민식 ,민병헌 오재원 에반스 김재환 오재일 양의지 허경민 김인태 김재호 ,4,3,0
2017-04-13,kt,넥센,로치,밴헤켄,이대형 전민수 박경수 모넬 유한준 윤요섭 정현 심우준 이해창 ,이정후 대니돈 서건창 윤석민 채태인 김민성 허정협 김지수 박동원 ,7,6,0
2017-04-13,롯데,SK,김원중,김주한,손아섭 이우민 번즈 이대호 김대우 강민호 김문호 오태곤 신본기 ,김강민 박정권 최정 김동엽 한유섬 정의윤 이홍구 나주환 박승욱 ,10,11,1
2017-04-13,한화,삼성,비야누에바,우규민,하주석 장민석 정근우 김태균 신성현 이성열 송광민 양성우 차일목 ,박해민 강한울 구자욱 러프 이승엽 조동찬 이원석 이지영 김헌곤 ,1,5,1
2017-04-13,LG,NC,윤지웅,맨쉽,김용의 오지환 박용택 서상우 채은성 정성훈 양석환 정상호 최재원 ,박민우 모창민 나성범 스크럭스 권희동 박석민 김성욱 지석훈 김태군 ,1,3,1
2017-04-14,kt,LG,정대현,류제국,이대형 전민수 모넬 이진영 유한준 장성우 박기혁 김연훈 심우준 ,이형종 오지환 박용택 히메네스 채은성 이병규 정성훈 유강남 손주인 ,2,5,1
2017-04-14,SK,한화,윤희상,송은범,김강민 노수광 최정 김동엽 한유섬 정의윤 이재원 나주환 박승욱 ,하주석 장민석 정근우 최진행 송광민 이양기 이성열 신성현 차일목 ,6,2,0
2017-04-14,넥센,KIA,한현희,팻딘,이정후 김하성 서건창 윤석민 채태인 김민성 이택근 허정협 박동원 ,버나디나 김선빈 김주찬 최형우 나지완 안치홍 이명기 김주형 김민식 ,2,3,1
2017-04-14,삼성,롯데,윤성환,박진형,박해민 강한울 구자욱 러프 이승엽 이원석 배영섭 이지영 정병곤 ,김문호 문규현 손아섭 이대호 최준석 이우민 오태곤 김사훈 신본기 ,6,9,1
2017-04-14,두산,NC,유희관,배재환,민병헌 오재원 에반스 김재환 오재일 양의지 허경민 김인태 김재호 ,박민우 모창민 나성범 스크럭스 권희동 박석민 김성욱 김태군 이상호 ,10,6,0
2017-04-15,kt,LG,피어밴드,임찬규,이대형 전민수 모넬 이진영 유한준 장성우 박기혁 김연훈 심우준 ,이형종 손주인 박용택 히메네스 채은성 이병규 정성훈 정상호 최재원 ,1,0,0
2017-04-15,SK,한화,문승원,이태양,김강민 노수광 최정 김동엽 정진기 이재원 박정권 나주환 이대수 ,정근우 장민석 하주석 김태균 송광민 최진행 이성열 신성현 차일목 ,12,4,0
2017-04-15,넥센,KIA,최원태,양현종,이정후 허정협 서건창 윤석민 김태완 김민성 이택근 김하성 김재현 ,버나디나 이명기 김주찬 최형우 나지완 안치홍 김민식 김주형 김지성 ,2,5,1
2017-04-15,삼성,롯데,최충연,애디튼,박해민 배영섭 구자욱 이승엽 이원석 조동찬 러프 이지영 강한울 ,김문호 번즈 손아섭 이대호 최준석 강민호 이우민 오태곤 문규현 ,4,6,1
2017-04-15,두산,NC,김명신,구창모,민병헌 최주환 에반스 김재환 박건우 허경민 국해성 박세혁 김재호 ,김성욱 모창민 나성범 스크럭스 권희동 조평호 지석훈 김태군 이상호 ,11,2,0
2017-04-16,kt,LG,주권,차우찬,오정복 정현 모넬 유한준 장성우 윤요섭 박기혁 하준호 심우준 ,이형종 오지환 박용택 히메네스 채은성 이병규 정성훈 유강남 손주인 ,5,12,1
2017-04-16,SK,한화,박종훈,장민재,김강민 나주환 최정 김동엽 한유섬 정의윤 박정권 이재원 이대수 ,하주석 장민석 정근우 김태균 이성열 송광민 양성우 차일목 신성현 ,10,1,0
2017-04-16,넥센,KIA,신재영,홍건희,이정후 고종욱 서건창 윤석민 허정협 김민성 김하성 김웅빈 박동원 ,버나디나 이명기 신종길 최형우 안치홍 서동욱 김민식 김주형 김지성 ,6,7,1
2017-04-16,삼성,롯데,장원삼,박세웅,박해민 배영섭 구자욱 이승엽 백상원 이원석 러프 이지영 강한울 ,김문호 번즈 손아섭 이대호 최준석 강민호 이우민 오태곤 문규현 ,3,0,0
2017-04-16,두산,NC,장원준,장현식,민병헌 오재원 에반스 김재환 양의지 오재일 허경민 정진호 류지혁 ,김준완 모창민 나성범 스크럭스 권희동 김성욱 지석훈 김태군 이상호 ,0,4,1
2017-04-18,넥센,SK,오주원,켈리,고종욱 이정후 서건창 윤석민 채태인 김민성 허정협 김하성 박동원 ,김강민 박정권 최정 김동엽 정의윤 한유섬 이재원 김성현 이대수 ,4,7,1
2017-04-18,KIA,kt,임기영,고영표,버나디나 이명기 김주찬 최형우 나지완 안치홍 서동욱 김민식 김선빈 ,이대형 전민수 모넬 유한준 박경수 장성우 이진영 박기혁 심우준 ,5,0,0
2017-04-18,LG,한화,소사,오간도,이형종 오지환 박용택 히메네스 채은성 이병규 양석환 정상호 최재원 ,하주석 장민석 정근우 김태균 최진행 송광민 이성열 양성우 최재훈 ,2,3,1
2017-04-18,NC,롯데,해커,레일리,이종욱 이상호 나성범 스크럭스 권희동 모창민 지석훈 조평호 김태군 ,김문호 손아섭 번즈 이대호 최준석 강민호 이우민 문규현 신본기 ,8,3,0
2017-04-19,삼성,두산,우규민,니퍼트,박해민 김헌곤 구자욱 이승엽 박한이 이원석 백상원 이지영 정병곤 ,민병헌 오재원 에반스 김재환 오재일 양의지 박건우 신성현 김재호 ,1,2,1
2017-04-19,넥센,SK,밴헤켄,다이아몬드,고종욱 이정후 서건창 윤석민 채태인 김민성 이택근 김하성 김재현 ,김강민 한유섬 최정 김동엽 정의윤 나주환 이재원 김성현 이대수 ,3,5,1
2017-04-19,KIA,kt,고효준,로치,버나디나 김선빈 김주찬 최형우 나지완 안치홍 서동욱 김주형 김민식 ,이대형 오정복 박경수 유한준 장성우 오태곤 이해창 박기혁 심우준 ,1,3,1
2017-04-19,LG,한화,김대현,비야누에바,이형종 오지환 박용택 히메네스 채은성 이병규 양석환 정상호 최재원 ,정근우 하주석 송광민 김태균 이성열 최진행 장민석 양성우 최재훈 ,0,3,1
2017-04-19,NC,롯데,맨쉽,김원중,이종욱 이상호 나성범 스크럭스 권희동 모창민 조영훈 지석훈 김태군 ,김문호 번즈 손아섭 이대호 최준석 이우민 강민호 김민수 문규현 ,8,2,0
2017-04-20,삼성,두산,윤성환,유희관,박해민 김헌곤 구자욱 러프 이승엽 조동찬 이원석 권정웅 정병곤 ,민병헌 최주환 에반스 김재환 양의지 박건우 오재일 허경민 김재호 ,2,4,1
2017-04-20,넥센,SK,한현희,윤희상,이정후 김하성 서건창 윤석민 채태인 김민성 허정협 박정음 주효상 ,노수광 정진기 한유섬 김동엽 박정권 나주환 이홍구 김성현 박승욱 ,5,3,0
2017-04-20,KIA,kt,헥터,정대현,버나디나 김선빈 김주찬 최형우 나지완 안치홍 서동욱 김주형 김민식 ,이대형 심우준 박경수 유한준 모넬 오태곤 박기혁 이해창 김사연 ,9,2,0
2017-04-20,LG,한화,류제국,안영명,김용의 임훈 박용택 히메네스 이병규 오지환 양석환 유강남 손주인 ,정근우 이용규 송광민 김태균 하주석 장민석 이성열 최진행 최재훈 ,4,3,0
2017-04-20,NC,롯데,최금강,박진형,이종욱 조영훈 나성범 스크럭스 권희동 모창민 지석훈 이상호 김태군 ,김문호 나경민 손아섭 이대호 최준석 번즈 강민호 신본기 문규현 ,5,4,0
2017-04-21,KIA,LG,팻딘,임찬규,버나디나 이명기 안치홍 최형우 나지완 서동욱 김선빈 김민식 김주형 ,이형종 손주인 박용택 히메네스 채은성 이병규 양석환 유강남 오지환 ,2,6,1
2017-04-21,롯데,넥센,애디튼,최원태,김문호 번즈 손아섭 이대호 최준석 이우민 정훈 김사훈 문규현 ,이정후 김하성 서건창 윤석민 허정협 김태완 김민성 박정음 주효상 ,1,4,1
2017-04-21,두산,SK,보우덴,문승원,오재원 박건우 민병헌 김재환 에반스 오재일 허경민 박세혁 류지혁 ,김강민 박정권 최정 김동엽 한유섬 정의윤 이재원 김성현 박승욱 ,4,9,1
2017-04-21,한화,kt,배영수,피어밴드,정근우 이용규 송광민 김태균 로사리오 최진행 장민석 하주석 최재훈 ,이대형 전민수 모넬 박경수 이진영 장성우 오태곤 박기혁 심우준 ,7,2,0
2017-04-22,KIA,LG,양현종,차우찬,버나디나 이명기 김주찬 최형우 나지완 안치홍 김선빈 김민식 김주형 ,이형종 손주인 박용택 히메네스 채은성 이병규 양석환 유강남 오지환 ,5,4,0
2017-04-22,롯데,넥센,박세웅,신재영,나경민 번즈 손아섭 이대호 김대우 강민호 이우민 정훈 문규현 ,이정후 김하성 서건창 윤석민 허정협 채태인 김웅빈 박정음 주효상 ,3,2,0
2017-04-22,두산,SK,장원준,박종훈,민병헌 정진호 에반스 김재환 오재일 양의지 최주환 허경민 류지혁 ,정진기 김성현 최정 김동엽 한유섬 정의윤 이홍구 이재원 박승욱 ,4,8,1
2017-04-22,한화,kt,송은범,정성곤,이용규 장민석 송광민 김태균 로사리오 최진행 하주석 강경학 최재훈 ,이대형 이진영 박경수 유한준 장성우 윤요섭 김사연 오태곤 박기혁 ,9,11,1
2017-04-22,NC,삼성,장현식,장원삼,이종욱 이상호 나성범 스크럭스 권희동 모창민 지석훈 도태훈 김태군 ,박해민 김헌곤 구자욱 이승엽 조동찬 박한이 이원석 권정웅 정병곤 ,14,6,0
2017-04-23,KIA,LG,정동현,소사,버나디나 이명기 안치홍 최형우 나지완 이범호 서동욱 김민식 김선빈 ,이형종 손주인 박용택 히메네스 오지환 양석환 임훈 정상호 김용의 ,1,7,1
2017-04-23,롯데,넥센,레일리,조상우,나경민 번즈 손아섭 이대호 최준석 강민호 김문호 정훈 문규현 ,이택근 김하성 서건창 윤석민 허정협 김태완 김민성 김민준 주효상 ,5,6,1
2017-04-23,두산,SK,함덕주,켈리,민병헌 최주환 에반스 김재환 오재일 양의지 허경민 정진호 류지혁 ,김강민 정진기 최정 김동엽 한유섬 정의윤 이홍구 김성현 이대수 ,8,4,0
2017-04-23,한화,kt,오간도,고영표,하주석 이용규 송광민 김태균 이성열 로사리오 장기영 최재훈 강경학 ,이대형 이진영 박경수 유한준 장성우 윤요섭 김사연 오태곤 심우준 ,14,1,0
2017-04-23,NC,삼성,해커,페트릭,김준완 이상호 나성범 스크럭스 권희동 모창민 지석훈 도태훈 김태군 ,박해민 김헌곤 구자욱 이승엽 이원석 박한이 백상원 강한울 권정웅 ,6,3,0
2017-04-25,SK,LG,다이아몬드,김대현,김강민 한유섬 최정 김동엽 박정권 정의윤 이재원 나주환 박승욱 ,이형종 손주인 박용택 히메네스 오지환 양석환 임훈 유강남 김용의 ,8,3,0
2017-04-25,두산,넥센,김명신,밴헤켄,허경민 신성현 민병헌 김재환 양의지 최주환 오재일 정진호 김재호 ,이정후 김하성 서건창 윤석민 허정협 채태인 김민성 박정음 주효상 ,9,13,1
2017-04-25,삼성,KIA,최지광,임기영,박해민 강한울 구자욱 이승엽 박한이 이원석 조동찬 김헌곤 권정웅 ,버나디나 이명기 나지완 최형우 이범호 안치홍 서동욱 김민식 김선빈 ,3,11,1
2017-04-25,한화,롯데,비야누에바,송승준,하주석 이용규 송광민 최진행 로사리오 장민석 이성열 최재훈 강경학 ,나경민 손아섭 최준석 이대호 강민호 김문호 정훈 번즈 신본기 ,2,4,1
2017-04-25,kt,NC,로치,맨쉽,이대형 김진곤 박경수 유한준 이진영 유민상 이해창 박기혁 심우준 ,이종욱 지석훈 나성범 스크럭스 권희동 모창민 박석민 김태군 이상호 ,1,2,1
2017-04-26,SK,LG,윤희상,류제국,노수광 정진기 최정 김동엽 한유섬 이재원 박정권 김성현 박승욱 ,이형종 김용의 박용택 히메네스 오지환 양석환 임훈 정상호 손주인 ,0,9,1
2017-04-26,두산,넥센,유희관,한현희,허경민 최주환 민병헌 김재환 에반스 양의지 김재호 신성현 정진호 ,이정후 김하성 서건창 윤석민 허정협 채태인 김민성 박정음 주효상 ,4,3,0
2017-04-26,삼성,KIA,윤성환,헥터,박해민 강한울 구자욱 이승엽 이원석 조동찬 김헌곤 이지영 김정혁 ,버나디나 이명기 나지완 최형우 이범호 안치홍 서동욱 김민식 김선빈 ,0,7,1
2017-04-26,한화,롯데,안영명,박진형,정근우 이용규 송광민 최진행 하주석 장민석 로사리오 이양기 최재훈 ,나경민 손아섭 최준석 이대호 강민호 김문호 정훈 번즈 신본기 ,2,8,1
2017-04-26,kt,NC,정대현,최금강,심우준 정현 박경수 유한준 장성우 윤요섭 김사연 오태곤 김진곤 ,김성욱 모창민 나성범 스크럭스 권희동 박석민 지석훈 김태군 이상호 ,4,11,1
2017-04-27,SK,LG,문승원,임찬규,조용호 나주환 최정 김동엽 한유섬 정의윤 박정권 이재원 박승욱 ,이형종 김용의 박용택 히메네스 오지환 양석환 임훈 정상호 손주인 ,2,4,1
2017-04-27,두산,넥센,보우덴,최원태,민병헌 정진호 에반스 김재환 양의지 최주환 신성현 오재일 김재호 ,송성문 김하성 윤석민 허정협 채태인 김민성 이택근 박정음 주효상 ,3,7,1
2017-04-27,삼성,KIA,최충연,팻딘,배영섭 김헌곤 구자욱 이승엽 이원석 조동찬 이지영 강한울 김정혁 ,버나디나 이명기 김주찬 최형우 나지완 이범호 안치홍 김민식 김선빈 ,9,16,1
2017-04-27,한화,롯데,배영수,애디튼,정근우 하주석 송광민 로사리오 최진행 최재훈 이양기 장민석 이용규 ,나경민 손아섭 최준석 이대호 강민호 김문호 정훈 번즈 김민수 ,6,1,0
2017-04-27,kt,NC,피어밴드,구창모,이대형 오정복 박경수 유한준 장성우 이진영 윤요섭 박기혁 오태곤 ,이종욱 모창민 나성범 스크럭스 권희동 박석민 지석훈 김태군 이상호 ,0,3,1
2017-04-28,롯데,두산,박세웅,니퍼트,나경민 손아섭 최준석 이대호 강민호 김문호 정훈 번즈 신본기 ,민병헌 정진호 에반스 김재환 양의지 최주환 오재원 허경민 김재호 ,0,2,1
2017-04-28,LG,kt,차우찬,정성곤,이형종 김용의 정성훈 히메네스 오지환 양석환 채은성 유강남 최재원 ,이대형 유민상 박경수 오태곤 이진영 유한준 이해창 정현 심우준 ,2,1,0
2017-04-28,넥센,한화,신재영,송은범,박정음 이택근 서건창 윤석민 김태완 김민성 허정협 김하성 김재현 ,정근우 이용규 하주석 로사리오 김주현 장민석 최진행 최재훈 강경학 ,13,2,0
2017-04-28,SK,삼성,박종훈,장원삼,조용호 나주환 최정 김동엽 정의윤 이홍구 김성현 이대수 정진기 ,박해민 강한울 구자욱 이승엽 이원석 김헌곤 이지영 김정혁 김상수 ,7,5,0
2017-04-28,NC,KIA,장현식,양현종,김성욱 모창민 나성범 스크럭스 권희동 박석민 지석훈 김태군 이상호 ,버나디나 이명기 김주찬 최형우 나지완 이범호 안치홍 김민식 김선빈 ,3,9,1
2017-04-29,롯데,두산,레일리,장원준,김문호 손아섭 정훈 이대호 최준석 문규현 김동한 김사훈 나경민 ,허경민 정진호 에반스 김재환 신성현 최주환 김재호 박세혁 조수행 ,3,5,1
2017-04-29,LG,kt,소사,고영표,이형종 김용의 박용택 히메네스 오지환 임훈 양석환 정상호 손주인 ,이대형 유민상 박경수 유한준 장성우 이진영 오태곤 이해창 박기혁 ,0,6,1
2017-04-29,넥센,한화,조상우,오간도,박정음 이정후 서건창 윤석민 김태완 김민성 허정협 주효상 김하성 ,정근우 이용규 하주석 로사리오 최진행 이양기 장민석 강경학 최재훈 ,7,3,0
2017-04-29,SK,삼성,켈리,페트릭,조용호 한유섬 최정 정의윤 정진기 이재원 박정권 나주환 박승욱 ,박해민 김헌곤 구자욱 이승엽 이원석 조동찬 강한울 권정웅 김상수 ,5,12,1
2017-04-29,NC,KIA,해커,김진우,김성욱 모창민 나성범 스크럭스 권희동 박석민 지석훈 김태군 이상호 ,버나디나 이명기 김주찬 최형우 나지완 이범호 안치홍 김민식 김선빈 ,8,6,0
2017-04-30,롯데,두산,김원중,함덕주,손아섭 김동한 정훈 이대호 최준석 김문호 문규현 이우민 김사훈 ,민병헌 최주환 에반스 김재환 양의지 정진호 오재일 허경민 김재호 ,6,0,0
2017-04-30,LG,kt,김대현,로치,이형종 김용의 박용택 히메네스 오지환 임훈 양석환 유강남 손주인 ,이대형 유민상 박경수 유한준 장성우 이진영 오태곤 이해창 박기혁 ,7,5,0
2017-04-30,넥센,한화,양훈,이태양,송성문 이정후 서건창 윤석민 채태인 김민성 이택근 허정협 김재현 ,이용규 하주석 정근우 로사리오 이양기 최진행 최재훈 장민석 강경학 ,5,4,0
