순,이름,팀,war,g,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,ops,woba,wrc+,war,wpa
56,노진혁,18N3B,1.70,125,458,420,52,119,21,4,11,181,42,4,3,33,2,0,92,8,1,2,.283,.337,.431,.768,.337,95.1,1.70,0.72
57,정근우,18한2B,1.64,102,425,375,63,114,24,1,11,173,57,6,5,39,7,1,43,12,1,3,.304,.377,.461,.839,.369,111.8,1.64,2.90
58,송광민,18한3B,1.58,113,460,434,63,129,24,0,18,207,79,4,4,18,4,0,93,13,0,4,.297,.328,.477,.805,.346,96.4,1.58,1.16
59,이지영,18삼C,1.58,90,203,178,31,61,10,0,2,77,19,0,0,15,4,1,27,3,6,0,.343,.406,.433,.839,.368,113.5,1.58,0.40
60,송성문,18넥2B,1.55,78,238,211,35,66,19,0,7,106,45,2,4,24,0,0,49,2,2,1,.313,.381,.502,.884,.382,122.2,1.55,1.34
61,가르시아,18L3B,1.53,50,206,183,27,62,9,0,8,95,34,5,0,9,8,0,25,3,0,6,.339,.384,.519,.903,.388,131.4,1.53,0.32
62,스크럭스,18N1B,1.41,142,571,501,75,129,35,0,26,242,97,3,2,55,12,2,144,14,0,3,.257,.343,.483,.826,.355,103.4,1.41,2.57
63,박용택,18LDH,1.38,134,583,524,89,159,38,1,15,244,76,3,3,47,5,0,107,21,0,7,.303,.362,.466,.828,.362,112.7,1.38,2.63
64,강경학,18한2B,1.38,77,289,245,42,68,11,1,5,96,27,6,3,38,4,0,59,7,1,1,.278,.382,.392,.774,.353,101.4,1.38,0.77
65,최항,18S2B,1.37,98,257,222,38,65,12,1,7,100,35,2,2,25,8,0,57,1,2,0,.293,.384,.450,.835,.370,113.0,1.37,0.05
66,양석환,18L3B,1.37,140,519,483,53,127,27,0,22,220,82,2,2,24,6,0,81,9,1,5,.263,.303,.455,.759,.324,89.6,1.37,0.37
67,이명기,18KRF,1.35,120,502,447,88,135,28,6,4,187,42,12,5,40,3,3,64,5,11,1,.302,.363,.418,.781,.340,95.0,1.35,0.16
68,이택근,18넥DH,1.30,104,356,308,40,95,25,1,4,134,52,1,0,32,9,0,44,14,3,4,.308,.385,.435,.820,.365,109.9,1.30,1.04
69,박세혁,18두C,1.26,89,194,170,37,48,12,0,3,69,22,5,0,16,4,0,55,0,3,1,.282,.356,.406,.762,.337,95.0,1.26,-0.66
70,초이스,18넥RF,1.19,96,397,349,55,90,19,0,17,160,61,2,1,33,10,2,79,4,0,5,.258,.335,.458,.794,.341,97.2,1.19,0.78
71,정수빈,18두CF,1.06,26,112,98,20,36,2,1,2,46,23,5,2,11,1,0,13,1,0,2,.367,.429,.469,.898,.402,136.7,1.06,0.89
72,샌즈,18넥RF,1.05,25,93,86,17,27,1,1,12,66,37,0,1,6,0,0,27,2,0,1,.314,.355,.767,1.122,.445,171.5,1.05,2.12
73,김성욱,18NCF,1.04,111,358,323,49,84,13,2,13,140,45,11,2,29,1,0,64,10,2,3,.260,.320,.433,.754,.326,86.0,1.04,0.42
74,전병우,18롯3B,1.02,27,77,66,18,24,7,0,3,40,13,3,0,9,1,0,24,1,0,1,.364,.442,.606,1.048,.447,163.5,1.02,0.75
75,김혜성,18넥2B,1.00,136,473,430,79,116,15,6,5,158,45,31,6,33,5,1,119,6,3,2,.270,.328,.367,.695,.311,75.0,1.00,0.25
76,나주환,18SSS,0.98,119,420,362,54,95,24,0,12,155,56,5,6,38,5,0,66,2,13,2,.262,.339,.428,.767,.328,85.9,0.98,0.65
77,모창민,18N3B,0.95,81,314,287,38,80,10,1,17,143,62,2,3,21,2,0,51,10,0,4,.279,.328,.498,.826,.351,101.4,0.95,1.70
78,권희동,18NLF,0.92,104,391,343,43,97,19,1,8,142,57,1,3,35,4,2,58,5,5,4,.283,.352,.414,.766,.335,92.3,0.92,1.78
79,정훈,18롯1B,0.91,91,194,174,33,53,10,1,7,86,26,4,2,16,1,1,39,4,0,3,.305,.361,.494,.855,.367,110.7,0.91,-0.31
80,박석민,18NDH,0.91,103,375,318,40,81,14,1,16,145,55,1,0,39,15,4,80,11,0,3,.255,.360,.456,.816,.354,103.4,0.91,1.51
81,채태인,18롯1B,0.90,130,420,376,44,110,18,0,15,173,75,0,0,34,5,3,107,10,1,4,.293,.356,.460,.816,.353,101.8,0.90,1.62
82,정주현,18L2B,0.85,115,339,303,48,79,14,2,6,115,31,18,3,27,2,0,68,9,6,1,.261,.324,.380,.704,.310,76.9,0.85,1.63
83,김민식,18KC,0.84,125,365,310,53,76,9,3,6,109,37,5,2,39,3,0,63,8,11,2,.245,.333,.352,.685,.304,71.1,0.84,-0.92
84,장성우,18KC,0.79,127,393,356,41,92,13,0,13,144,48,1,1,32,2,0,82,8,1,2,.258,.321,.404,.726,.320,79.1,0.79,-1.09
85,김규민,18넥LF,0.79,104,336,298,47,88,9,2,3,110,40,8,4,27,6,0,89,3,1,4,.295,.361,.369,.730,.333,90.1,0.79,1.73
86,최재훈,18한C,0.77,128,341,298,36,78,17,0,1,98,27,8,0,20,15,0,61,8,6,2,.262,.337,.329,.666,.305,71.1,0.77,-0.34
87,김성현,18S2B,0.77,135,462,415,51,115,19,1,4,148,55,6,2,29,9,0,42,19,6,3,.277,.336,.357,.692,.312,75.6,0.77,-0.24
88,윤석민,18K1B,0.74,132,509,460,58,127,22,0,19,206,60,4,1,40,4,2,69,17,2,3,.276,.337,.448,.785,.340,92.2,0.74,0.31
89,정성훈,18K1B,0.70,88,205,183,22,54,11,0,4,77,28,0,1,16,5,1,49,5,0,1,.295,.366,.421,.787,.351,102.7,0.70,-0.32
90,류지혁,18두SS,0.67,128,280,228,52,61,7,0,1,71,29,7,2,29,10,0,43,3,11,2,.268,.372,.311,.683,.314,77.7,0.67,1.15
91,서건창,18넥DH,0.66,37,160,141,28,48,12,0,0,60,15,2,0,12,3,0,19,1,2,2,.340,.399,.426,.824,.369,112.0,0.66,1.21
92,지성준,18한C,0.61,99,224,207,22,57,7,0,7,85,29,1,0,12,2,0,55,6,2,1,.275,.320,.411,.730,.319,78.7,0.61,2.43
93,박한이,18삼DH,0.59,114,392,342,47,97,16,0,10,143,43,5,3,43,0,2,91,9,6,1,.284,.363,.418,.781,.342,95.6,0.59,0.35
94,유재신,18KLF,0.57,46,40,33,19,14,3,1,1,22,8,4,0,7,0,0,10,0,0,0,.424,.525,.667,1.192,.512,208.2,0.57,0.38
95,박승욱,18SSS,0.53,51,79,65,11,20,3,0,0,23,9,4,1,10,2,0,16,1,2,0,.308,.416,.354,.769,.356,105.0,0.53,0.05
96,안중열,18롯C,0.49,60,176,154,19,38,11,0,4,61,18,0,0,12,3,0,56,4,7,0,.247,.314,.396,.710,.302,68.4,0.49,-0.41
97,문규현,18롯SS,0.48,122,349,316,42,87,19,1,6,126,41,3,1,18,0,0,45,9,9,6,.275,.309,.399,.708,.302,68.4,0.48,-1.41
98,이진영,18KDH,0.48,110,312,283,40,90,17,1,3,118,39,2,1,25,0,1,35,3,1,3,.318,.370,.417,.787,.351,98.4,0.48,1.46
99,정진호,18두RF,0.47,111,299,269,53,81,12,1,2,101,37,8,1,19,1,0,44,8,9,1,.301,.348,.375,.724,.319,81.3,0.47,-0.84
100,김태균,18한DH,0.47,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,56,7,0,0,.315,.358,.476,.834,.364,108.2,0.47,1.53
101,이원재,18NLF,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0,2,.304,.347,.486,.832,.359,107.4,0.47,-0.17
102,김상수,18삼SS,0.44,122,499,453,63,119,13,1,10,164,50,12,9,27,8,0,91,11,8,3,.263,.314,.362,.676,.299,67.1,0.44,-1.49
103,박동원,18넥C,0.39,39,128,117,19,29,3,0,6,50,17,0,0,9,0,1,25,3,2,0,.248,.302,.427,.729,.308,75.6,0.39,-0.29
104,류승현,18K3B,0.34,35,85,75,9,23,3,1,1,31,13,0,0,7,1,0,12,2,1,1,.307,.369,.413,.782,.347,99.6,0.34,0.36
105,김회성,18한3B,0.34,58,102,85,15,22,5,0,4,39,17,1,0,11,3,0,26,3,3,0,.259,.364,.459,.823,.351,98.8,0.34,0.25
106,한승택,18KC,0.33,61,101,89,10,22,6,0,3,37,15,0,0,7,2,0,24,4,3,0,.247,.316,.416,.732,.313,77.5,0.33,-0.70
107,김재현,18SLF,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,.277,.390,.369,.759,.353,102.6,0.33,0.68
108,서상우,18L,0.32,51,84,69,10,20,0,0,2,26,14,0,1,12,1,0,18,1,0,2,.290,.393,.377,.770,.354,106.5,0.32,-0.01
109,정은원,18한2B,0.32,98,227,201,33,50,5,3,4,73,20,5,1,22,1,0,50,0,2,1,.249,.324,.363,.688,.308,71.5,0.32,-0.46
110,나경민,18롯CF,0.30,87,71,57,23,15,2,0,0,17,1,12,4,10,3,0,21,0,1,0,.263,.400,.298,.698,.337,92.2,0.30,-0.22
111,최원준,18KSS,0.28,101,331,302,46,82,14,1,4,110,32,10,4,20,4,0,58,4,4,1,.272,.324,.364,.688,.308,73.7,0.28,1.02
112,유민상,18KDH,0.26,31,58,48,9,13,2,1,3,26,14,0,0,8,0,0,14,3,0,2,.271,.362,.542,.904,.376,119.5,0.26,-0.11
113,하주석,18한SS,0.26,141,517,484,67,123,20,3,9,176,52,14,12,28,4,0,130,7,1,0,.254,.300,.364,.664,.296,64.3,0.26,-1.46
114,정의윤,18SDH,0.26,73,239,217,27,59,9,0,11,101,38,1,1,19,2,1,29,8,0,1,.272,.335,.465,.800,.345,94.9,0.26,0.14
115,박준태,18KRF,0.21,85,150,123,32,28,5,1,5,50,24,0,2,13,9,0,37,1,5,0,.228,.345,.407,.751,.326,86.1,0.21,0.15
116,최영진,18삼1B,0.19,61,140,126,13,37,7,0,4,56,18,2,4,10,0,0,30,6,2,2,.294,.341,.444,.785,.338,92.3,0.19,-0.61
117,김태진,18N3B,0.18,20,35,31,5,11,0,0,1,14,3,1,2,3,0,0,5,0,1,0,.355,.412,.452,.863,.378,121.2,0.18,-0.02
118,백상원,18삼2B,0.17,4,8,6,1,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,.500,.625,.500,1.125,.526,219.5,0.17,0.18
119,장영석,18넥1B,0.16,93,221,196,24,44,15,0,7,80,25,1,0,23,2,0,61,2,0,0,.224,.312,.408,.720,.317,79.8,0.16,-0.60
120,국해성,18두RF,0.15,14,28,24,4,8,3,0,0,11,1,1,0,3,1,0,5,1,0,0,.333,.429,.458,.887,.402,136.6,0.15,-0.01
121,백용환,18KC,0.14,34,57,47,7,13,1,0,0,14,4,0,1,9,0,0,15,3,1,0,.277,.393,.298,.691,.330,88.3,0.14,0.19
122,조수행,18두CF,0.12,119,198,183,35,51,6,4,1,68,17,9,0,9,0,0,33,4,5,1,.279,.311,.372,.683,.297,65.4,0.12,-0.02
123,김인태,18두RF,0.11,46,109,95,16,25,7,0,1,35,10,0,0,12,0,0,26,0,1,1,.263,.343,.368,.711,.320,83.0,0.11,0.65
124,허도환,18SC,0.11,23,24,22,4,6,0,0,1,9,1,0,0,1,1,0,8,1,0,0,.273,.333,.409,.742,.331,83.6,0.11,0.08
125,홍재호,18K2B,0.10,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,.263,.333,.382,.715,.311,76.5,0.10,-0.57
126,박헌욱,18NCF,0.10,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,.273,.304,.500,.804,.340,94.2,0.10,-0.10
127,최준석,18NDH,0.09,93,179,153,7,39,3,0,4,54,24,0,0,24,0,0,41,6,0,2,.255,.352,.353,.705,.324,84.5,0.09,-0.11
128,양원혁,18L2B,0.09,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,.400,.500,.400,.900,.428,151.8,0.09,-0.02
129,장승현,18두C,0.08,20,16,13,2,5,0,0,0,5,1,0,0,1,0,0,2,2,2,0,.385,.429,.385,.813,.333,88.9,0.08,-0.13
130,백동훈,18두RF,0.06,23,34,27,7,6,2,0,1,11,4,0,0,5,1,0,11,1,0,1,.222,.353,.407,.760,.338,97.2,0.06,-0.07
131,허일,18롯RF,0.06,9,15,14,1,5,0,0,0,5,0,0,0,1,0,0,2,0,0,0,.357,.400,.357,.757,.355,103.6,0.06,-0.20
132,양종민,18두2B,0.04,21,15,14,5,4,0,1,0,6,1,0,0,1,0,0,5,1,0,0,.286,.333,.429,.762,.334,86.9,0.04,-0.05
133,최승준,18SDH,0.03,27,79,72,5,18,3,0,4,33,11,0,0,6,1,0,25,3,0,0,.250,.317,.458,.775,.334,87.4,0.03,0.60
134,도태훈,18N3B,0.03,26,42,35,5,8,0,0,1,11,5,0,0,5,2,0,5,0,0,0,.229,.357,.314,.671,.320,80.8,0.03,0.05
135,김종덕,18넥C,0.03,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.460,174.6,0.03,-0.00
136,최원제,18삼1B,0.03,8,13,11,1,3,0,0,0,3,0,0,0,1,1,0,5,0,0,0,.273,.385,.273,.657,.326,87.8,0.03,-0.06
137,안상현,18S,0.03,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.460,170.0,0.03,0.00
138,김성훈,18삼2B,0.02,110,212,185,24,45,9,3,0,60,24,12,6,16,6,0,23,2,3,2,.243,.321,.324,.645,.294,64.3,0.02,0.12
139,송준석,18삼,0.02,4,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.307,74.9,0.02,-0.00
140,김찬형,18NSS,0.01,63,160,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,.232,.308,.289,.597,.280,55.5,0.01,-0.52
141,김재현,18삼SS,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.01,0.00
142,헥터,18KP,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.02
,김철호,18N,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,0.00
,이대형,18K,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.00
,김정후,18두P,0.00,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.05
,유승철,18KP,0.00,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,0.00
,이민호,18NP,0.00,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.01
148,이인혁,18N,0.00,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.00
149,김기연,18LC,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
150,최윤석,18한SS,0.00,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1.000,,,.726,,0.00,0.03
151,김지성,18K3B,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
152,조정훈,18롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,진명호,18롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장시환,18롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,유원상,18NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고창성,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박정배,18SP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,노경은,18롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,문경찬,18KP,0.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임창민,18NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,엄상백,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤성빈,18롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,구승민,18롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,손승락,18롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤희상,18SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장필준,18삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이민우,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍성용,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김유신,18KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,조상우,18넥P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박진우,18NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍건희,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,신재웅,18SP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,함덕주,18두P,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장민재,18한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이종혁,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
