순,이름,팀,war,g,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,ops,woba,wrc+,war,wpa
,김성민,18넥P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,송창식,18한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임창용,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,팻딘,18KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
181,정인욱,18삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이현승,18두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,심동섭,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박희수,18SP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,강윤구,18NP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김윤동,18KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이동걸,18한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,신병률,18KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임기준,18KP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김사율,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김세현,18KP,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,배재환,18NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤석민,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,브리검,18넥P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박성모,18두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김재윤,18KP,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정수민,18NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,하준영,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임기영,18KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,안영명,18한P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,유재유,18두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이영하,18두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,한승혁,18KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진성,18NP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,변진수,18두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
206,전민재,18두3B,-0.00,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,2,1,0,0,.375,.375,.500,.875,.385,125.2,-0.00,-0.06
207,이병휘,18두2B,-0.01,28,24,22,5,6,1,0,0,7,2,1,1,1,1,0,6,1,0,0,.273,.333,.318,.652,.305,71.2,-0.01,-0.13
208,윤정우,18SLF,-0.02,22,43,40,6,10,2,0,1,15,2,2,1,2,1,0,7,4,0,0,.250,.302,.375,.677,.302,68.2,-0.02,-0.03
209,홍현빈,18KLF,-0.02,14,15,13,2,3,0,0,0,3,1,1,0,2,0,0,5,0,0,0,.231,.333,.231,.564,.281,52.8,-0.02,-0.02
210,강구성,18N,-0.02,4,5,5,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0,0,.200,.200,.400,.600,.248,36.5,-0.02,-0.12
211,강승호,18LS2B,-0.02,69,212,184,14,47,10,0,3,66,31,1,1,18,3,0,57,2,6,1,.255,.330,.359,.689,.305,71.8,-0.02,-0.23
212,조원빈,18NSS,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.02,0.00
213,이준수,18KC,-0.02,11,10,8,0,2,0,0,0,2,1,0,0,0,1,0,1,1,1,0,.250,.333,.250,.583,.259,40.6,-0.02,0.05
214,김응민,18삼,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.02,0.00
215,강지광,18S,-0.03,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.00
216,이도윤,18한,-0.03,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.08
217,이윤재,18S,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.00
218,박준혁,18한RF,-0.03,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,.200,.200,.400,.600,.248,32.9,-0.03,-0.09
219,김문호,18롯LF,-0.03,46,115,100,12,25,7,0,2,38,16,1,0,13,0,1,27,2,2,0,.250,.336,.380,.716,.314,76.3,-0.03,0.44
220,이인행,18K,-0.03,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.03,0.00
221,강민국,18N,-0.03,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,.230,23.9,-0.03,-0.00
222,이대수,18S2B,-0.04,4,6,5,1,1,1,0,0,2,0,0,0,0,0,0,2,0,1,0,.200,.200,.400,.600,.207,12.3,-0.04,-0.01
223,백승현,18LSS,-0.05,5,8,8,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.230,20.5,-0.05,0.02
224,홍창기,18LLF,-0.05,12,25,18,1,3,2,0,0,5,0,0,1,7,0,0,8,0,0,0,.167,.400,.278,.678,.339,96.1,-0.05,-0.02
225,문성주,18L,-0.05,5,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.307,70.9,-0.05,-0.05
226,고명성,18KSS,-0.05,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.01
227,정상호,18LC,-0.05,70,128,112,11,25,4,0,1,32,9,0,1,8,5,0,35,3,3,0,.223,.304,.286,.590,.272,50.4,-0.05,-1.22
228,김성윤,18삼CF,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.16
229,김창혁,18한C,-0.05,6,10,10,1,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,.200,.200,.300,.500,.216,12.5,-0.05,0.03
230,장시윤,18L3B,-0.05,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.03
231,김석환,18K1B,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.06,0.00
232,김동엽,18SLF,-0.06,124,446,421,58,106,15,0,27,202,76,11,2,17,4,0,108,13,1,3,.252,.285,.480,.765,.321,77.8,-0.06,0.16
233,김민수,18삼C,-0.06,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,.167,.167,.167,.333,.153,-27.9,-0.06,-0.09
234,김민혁,18두DH,-0.06,22,58,53,7,12,2,0,2,20,10,0,0,5,0,0,19,3,0,0,.226,.293,.377,.671,.296,69.8,-0.06,0.20
235,최정민,18K2B,-0.07,57,95,83,17,21,2,0,2,29,6,1,3,7,1,0,20,2,4,0,.253,.319,.349,.668,.291,63.0,-0.07,-0.36
236,허정협,18넥,-0.07,25,24,24,4,6,2,0,0,8,2,0,0,0,0,0,7,1,0,0,.250,.250,.333,.583,.257,37.8,-0.07,-0.25
237,정현,18KSS,-0.07,65,132,117,16,31,7,0,2,44,9,3,0,9,0,0,28,3,6,0,.265,.318,.376,.694,.297,63.2,-0.07,-1.26
238,문선재,18LLF,-0.08,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.167,.167,.167,.333,.153,-30.0,-0.08,-0.13
239,김재율,18L1B,-0.09,25,41,36,5,8,3,0,0,11,3,0,0,3,2,0,9,1,0,0,.222,.317,.306,.623,.293,64.0,-0.09,-0.10
240,황진수,18롯3B,-0.09,18,26,24,6,4,1,0,1,8,1,1,0,2,0,0,5,0,0,0,.167,.231,.333,.564,.246,30.9,-0.09,-0.13
241,김종민,18NC,-0.09,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.09,-0.04
242,심우준,18KSS,-0.09,135,403,367,49,95,23,3,4,136,29,11,11,20,4,1,58,4,11,1,.259,.304,.371,.674,.291,59.5,-0.09,-0.42
243,황인준,18KP,-0.09,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.09,-0.00
244,이성곤,18삼DH,-0.09,9,19,16,1,3,0,0,0,3,0,0,0,3,0,0,7,1,0,0,.188,.316,.188,.503,.260,43.4,-0.09,-0.27
245,오태곤,18KLF,-0.10,128,374,342,55,87,17,2,12,144,39,13,8,24,4,0,92,7,3,1,.254,.310,.421,.731,.317,76.5,-0.10,-0.03
246,김영환,18K,-0.10,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.10,-0.09
247,김태연,18한3B,-0.10,24,30,26,7,5,1,0,0,6,2,0,1,3,0,0,8,0,1,0,.192,.276,.231,.507,.237,25.6,-0.10,0.14
248,배정대,18KRF,-0.10,14,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.184,-11.1,-0.10,-0.11
249,강상원,18한RF,-0.11,6,7,6,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,.000,.143,.000,.143,.104,-63.9,-0.11,-0.04
250,백승민,18삼1B,-0.11,14,32,31,3,8,2,0,0,10,5,0,0,1,0,0,9,1,0,0,.258,.281,.323,.604,.273,51.1,-0.11,0.20
251,신진호,18NC,-0.11,20,25,22,1,4,0,0,0,4,1,0,0,3,0,0,10,1,0,0,.182,.280,.182,.462,.234,26.3,-0.11,-0.23
252,백창수,18한LF,-0.11,70,169,152,21,37,15,1,3,63,18,0,0,12,4,0,36,5,0,1,.243,.314,.414,.728,.320,79.1,-0.11,-0.47
253,김사연,18KRF,-0.12,38,48,45,11,9,4,0,1,16,5,1,1,3,0,0,13,2,0,0,.200,.250,.356,.606,.264,41.8,-0.12,0.28
254,양성우,18한LF,-0.12,73,236,209,32,53,9,0,2,68,13,1,1,22,4,2,32,8,0,1,.254,.335,.325,.660,.304,69.8,-0.12,-0.19
255,김주형,18K3B,-0.12,6,8,8,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.125,.125,.125,.250,.115,-54.6,-0.12,-0.04
256,윤여운,18NC,-0.13,44,79,73,8,14,6,0,1,23,8,0,0,5,0,0,21,1,1,0,.192,.244,.315,.559,.245,32.0,-0.13,-0.25
257,황경태,18두3B,-0.13,27,13,13,9,3,2,0,0,5,0,0,1,0,0,0,3,0,0,0,.231,.231,.385,.615,.262,44.5,-0.13,-0.23
258,박찬도,18삼RF,-0.14,54,82,73,13,17,4,1,0,23,5,3,3,8,0,0,28,0,1,0,.233,.309,.315,.624,.285,59.2,-0.14,0.09
259,남태혁,18K,-0.14,7,11,11,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.182,.182,.182,.364,.167,-21.8,-0.14,-0.15
260,김호재,18삼SS,-0.14,10,7,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,.167,.167,.167,.333,.131,-42.7,-0.14,-0.09
261,이해창,18KC,-0.15,83,174,162,19,35,4,0,8,63,24,0,3,8,3,0,49,3,1,0,.216,.266,.389,.655,.282,54.5,-0.15,-0.69
262,안주형,18삼2B,-0.15,15,8,8,2,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.230,23.7,-0.15,-0.16
263,오윤석,18롯3B,-0.15,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,.167,.231,.167,.397,.197,-0.8,-0.15,-0.25
264,예진원,18넥CF,-0.16,5,7,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.143,.143,.143,.286,.131,-43.5,-0.16,-0.15
265,김인환,18한,-0.16,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.16,-0.02
266,손시헌,18NSS,-0.16,67,150,128,12,24,4,0,2,34,14,2,0,15,5,0,20,3,1,1,.188,.295,.266,.561,.266,45.2,-0.16,-0.22
267,김동명,18KRF,-0.16,11,12,11,2,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,.091,.167,.091,.258,.137,-41.0,-0.16,-0.16
268,이흥련,18두C,-0.16,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.16,-0.07
269,이동훈,18한LF,-0.17,28,50,46,6,11,1,0,1,15,2,0,1,3,1,0,8,1,0,0,.239,.300,.326,.626,.286,57.6,-0.17,-0.33
270,박광열,18NC,-0.17,27,30,25,3,4,0,0,0,4,1,0,0,4,0,0,9,0,1,0,.160,.276,.160,.436,.219,15.4,-0.17,-0.35
271,박정권,18S1B,-0.18,14,31,29,4,5,0,0,2,11,6,0,0,2,0,0,9,0,0,0,.172,.226,.379,.605,.256,33.8,-0.18,-0.11
272,이성우,18SC,-0.18,88,134,120,10,29,5,0,0,34,5,1,0,8,1,0,16,4,4,1,.242,.292,.283,.576,.260,41.7,-0.18,-1.03
273,권정웅,18삼C,-0.19,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.19,-0.09
274,오정복,18K,-0.19,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.19,-0.26
275,장진혁,18한LF,-0.20,50,48,42,9,9,4,1,0,15,2,1,2,4,2,0,11,0,0,0,.214,.313,.357,.670,.304,69.2,-0.20,0.03
276,신범수,18KC,-0.20,19,26,25,0,4,2,1,0,8,4,0,0,0,0,0,7,1,0,1,.160,.154,.320,.474,.190,-5.9,-0.20,-0.18
277,한동희,18롯3B,-0.20,87,226,211,24,49,13,1,4,76,25,0,1,12,2,0,58,7,0,1,.232,.279,.360,.639,.282,55.3,-0.20,-1.63
278,이재율,18NLF,-0.21,33,45,41,8,7,1,1,0,10,1,3,1,2,2,0,10,0,0,0,.171,.244,.244,.488,.230,26.6,-0.21,0.06
279,신성현,18두1B,-0.21,16,27,24,5,4,0,0,1,7,2,0,0,2,0,0,9,1,0,1,.167,.222,.292,.514,.225,22.4,-0.21,-0.28
280,홍성갑,18넥LF,-0.22,6,8,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,.000,.000,.000,.000,.000,-130.7,-0.22,-0.35
281,윤병호,18NCF,-0.22,14,37,33,3,6,1,0,0,7,0,1,0,2,1,0,10,0,1,0,.182,.250,.212,.462,.217,14.5,-0.22,-0.21
282,박정음,18넥RF,-0.22,16,17,16,1,1,0,0,1,4,1,0,0,0,1,0,4,0,0,0,.063,.118,.250,.368,.153,-25.2,-0.22,-0.62
283,서동욱,18K1B,-0.23,32,56,49,3,10,3,0,0,13,2,0,0,5,1,0,15,1,0,1,.204,.286,.265,.551,.260,42.0,-0.23,-0.44
284,오영수,18NDH,-0.24,11,16,15,0,2,0,0,0,2,0,0,1,1,0,0,5,0,0,0,.133,.188,.133,.321,.160,-23.3,-0.24,-0.42
285,전민수,18KLF,-0.26,21,35,29,0,5,3,0,0,8,4,0,0,5,0,0,11,0,1,0,.172,.294,.276,.570,.263,40.6,-0.26,-0.32
286,박헌도,18롯DH,-0.26,15,31,26,1,3,1,0,0,4,0,0,0,5,0,0,10,1,0,0,.115,.258,.154,.412,.217,11.9,-0.26,-0.29
287,김지수,18넥2B,-0.26,47,39,34,4,5,0,0,0,5,0,0,1,5,0,0,15,2,0,0,.147,.256,.147,.404,.211,9.2,-0.26,-0.32
288,윤대영,18L1B,-0.28,11,23,23,0,5,1,0,0,6,3,0,0,0,0,0,9,0,0,0,.217,.217,.261,.478,.214,10.7,-0.28,-0.04
289,강한울,18삼2B,-0.28,83,209,193,20,50,5,2,0,59,8,3,4,12,1,0,34,1,3,0,.259,.306,.306,.612,.279,55.0,-0.28,-1.19
290,배영섭,18삼LF,-0.28,69,168,147,15,36,6,0,0,42,13,1,0,16,3,2,35,2,2,0,.245,.331,.286,.617,.286,59.7,-0.28,-0.35
291,주효상,18넥C,-0.29,80,126,110,9,24,3,0,1,30,12,1,2,10,2,0,36,2,4,0,.218,.295,.273,.568,.260,41.6,-0.29,0.17
292,조홍석,18롯CF,-0.29,39,71,62,14,14,1,0,0,15,1,0,2,6,2,0,13,2,1,0,.226,.314,.242,.556,.268,46.8,-0.29,0.05
293,김진곤,18KRF,-0.29,19,23,21,4,3,1,0,0,4,0,0,2,2,0,0,3,0,0,0,.143,.217,.190,.408,.197,-2.0,-0.29,-0.19
294,이창진,18KKLF,-0.30,20,30,29,5,5,1,0,0,6,0,0,1,0,1,0,3,2,0,0,.172,.200,.207,.407,.189,-6.6,-0.30,-0.37
295,고종욱,18넥LF,-0.30,102,351,330,47,92,22,0,6,132,54,17,4,15,1,1,96,2,1,4,.279,.309,.400,.709,.309,74.1,-0.30,1.03
296,조동찬,18삼1B,-0.30,28,59,54,5,12,1,0,1,16,2,0,0,4,0,0,14,2,1,0,.222,.276,.296,.572,.258,40.1,-0.30,-0.57
297,윤진호,18L2B,-0.31,102,61,53,13,11,3,0,0,14,4,0,1,2,2,0,14,2,4,0,.208,.263,.264,.527,.230,22.0,-0.31,-0.81
298,김재현,18넥C,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,.228,.293,.307,.600,.265,45.5,-0.32,-0.70
299,오선진,18한3B,-0.32,56,148,133,14,30,4,0,1,37,9,3,0,7,5,0,33,2,3,0,.226,.290,.278,.568,.261,42.0,-0.32,-0.69
300,임훈,18LLF,-0.32,54,88,83,10,19,3,0,2,28,7,0,0,3,0,0,15,3,2,0,.229,.256,.337,.593,.256,41.5,-0.32,-0.44
301,정경운,18한2B,-0.32,22,16,15,1,1,0,0,0,1,2,0,0,0,0,0,7,1,0,1,.067,.063,.067,.129,.057,-92.5,-0.32,-0.42
302,나원탁,18롯C,-0.33,20,24,24,0,3,0,0,0,3,1,0,0,0,0,0,10,0,0,0,.125,.125,.125,.250,.115,-55.1,-0.33,-0.15
303,정병곤,18삼SS,-0.33,6,16,15,1,1,0,0,0,1,2,0,0,0,0,0,5,1,0,1,.067,.063,.067,.129,.057,-92.2,-0.33,-0.28
304,이영욱,18KCF,-0.34,14,16,16,0,2,0,0,0,2,1,1,0,0,0,0,4,0,0,0,.125,.125,.125,.250,.115,-54.7,-0.34,-0.20
305,조용호,18SLF,-0.34,16,14,13,4,1,0,0,0,1,0,0,1,0,0,0,5,0,1,0,.077,.077,.077,.154,.066,-87.9,-0.34,-0.20
306,하준호,18KLF,-0.35,15,26,22,2,3,1,0,1,7,2,0,0,0,0,0,14,0,4,0,.136,.136,.318,.455,.155,-29.8,-0.35,-0.20
307,박지규,18L2B,-0.37,26,53,47,6,8,2,0,1,13,5,2,0,3,0,0,17,2,2,1,.170,.216,.277,.492,.210,11.0,-0.37,-0.38
308,김사훈,18롯C,-0.38,56,79,74,7,17,3,0,0,20,6,0,0,1,1,0,22,0,3,0,.230,.250,.270,.520,.229,20.3,-0.38,-0.69
309,강진성,18NLF,-0.38,45,75,68,5,16,3,0,0,19,1,0,0,4,0,0,17,3,2,1,.235,.274,.279,.553,.248,35.2,-0.38,-1.00
310,최진행,18한LF,-0.39,57,154,136,14,29,3,0,7,53,13,0,1,15,3,0,53,5,0,0,.213,.305,.390,.695,.307,69.2,-0.39,-0.26
311,송민섭,18KLF,-0.41,47,29,27,7,4,0,0,0,4,0,2,1,1,0,0,8,1,1,0,.148,.179,.148,.327,.152,-31.6,-0.41,-0.38
312,박성한,18SSS,-0.42,42,59,52,3,7,1,0,0,8,2,0,0,7,0,0,16,0,0,0,.135,.237,.154,.391,.201,2.6,-0.42,-0.37
313,반슬라이크,18두RF,-0.43,12,44,39,1,5,1,0,1,9,4,0,0,4,0,0,6,2,0,1,.128,.205,.231,.435,.199,4.5,-0.43,-0.20
314,김형준,18NC,-0.45,60,89,81,6,13,1,0,0,14,2,0,0,7,1,0,32,3,0,0,.160,.236,.173,.409,.204,5.5,-0.45,-0.99
315,이우성,18두NLF,-0.48,71,199,177,24,40,9,0,4,61,24,1,2,16,4,0,57,6,1,1,.226,.303,.345,.648,.292,63.7,-0.48,-0.46
316,김민하,18한LF,-0.49,59,108,97,13,21,4,0,3,34,17,5,5,5,3,0,30,6,2,1,.216,.274,.351,.624,.271,46.9,-0.49,-1.25
317,김태완,18넥DH,-0.50,29,74,66,5,13,2,0,1,18,5,0,0,5,2,1,25,4,0,1,.197,.270,.273,.543,.246,32.6,-0.50,-0.95
318,정진기,18SCF,-0.54,96,212,201,33,49,8,1,3,68,17,11,3,6,2,0,45,2,3,0,.244,.273,.338,.611,.269,46.6,-0.54,0.26
319,김동한,18롯3B,-0.57,55,96,83,11,16,1,0,2,23,9,3,1,9,0,0,18,1,2,2,.193,.266,.277,.543,.244,30.1,-0.57,-0.61
320,오준혁,18KKLF,-0.59,30,50,44,6,6,0,0,0,6,2,1,1,3,1,0,11,1,1,1,.136,.204,.136,.340,.169,-19.3,-0.59,-0.63
321,지석훈,18NSS,-0.64,67,105,94,9,17,2,0,1,22,8,1,0,8,0,0,20,2,0,3,.181,.238,.234,.472,.219,15.1,-0.64,-0.10
322,정범모,18NC,-0.65,103,219,190,20,34,9,0,4,55,18,1,0,15,4,0,62,4,7,3,.179,.250,.289,.540,.237,26.1,-0.65,-1.49
323,손주인,18삼2B,-0.70,98,297,265,26,63,10,0,4,85,28,3,0,11,7,0,40,11,10,4,.238,.282,.321,.603,.263,43.4,-0.70,-1.49
324,황윤호,18KSS,-0.70,82,62,57,11,9,1,0,0,10,4,2,2,0,3,0,6,2,2,0,.158,.200,.175,.375,.175,-14.3,-0.70,0.02
325,안익훈,18LCF,-0.70,62,135,123,13,27,4,0,0,31,10,0,1,8,1,0,12,4,2,1,.220,.271,.252,.523,.242,29.6,-0.70,0.09
326,이종욱,18NLF,-0.71,43,128,122,12,28,7,0,1,38,8,1,1,4,0,0,16,2,1,1,.230,.252,.311,.563,.249,35.1,-0.71,-0.21
327,파레디스,18두RF,-0.73,21,71,65,7,9,2,1,1,16,4,1,0,4,1,1,17,0,0,1,.138,.197,.246,.443,.191,-2.4,-0.73,-0.65
328,이상호,18N2B,-0.73,114,204,187,32,47,2,0,0,49,8,13,5,8,2,0,15,8,7,0,.251,.289,.262,.551,.251,37.3,-0.73,-1.23
329,박기혁,18KSS,-0.80,98,196,173,17,37,6,0,1,46,15,1,0,13,2,0,50,8,5,3,.214,.272,.266,.538,.244,28.9,-0.80,-1.86
330,김용의,18L1B,-0.85,114,185,159,28,37,2,0,0,39,13,10,1,16,0,1,32,1,7,3,.233,.298,.245,.543,.248,33.0,-0.85,-0.84
