순,이름,팀,war,g,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,ops,woba,wrc+,war,wpa
166,김병휘,20키DH,0.00,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,0.00
167,박정음,20키CF,0.00,84,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,.186,.255,.233,.488,.238,29.2,0.00,-0.14
168,배재환,20NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김성훈,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김재윤,20KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이찬혁,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정영일,20SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,원종현,20NP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,송명기,20NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,송은범,20LP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,진명호,20롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김민,20KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,함덕주,20두P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이보근,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,오원석,20SP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
181,최성훈,20LP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,류희운,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,안현준,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,조병욱,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김민규,20두P,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이정용,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김대현,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,조성운,20키P,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,전유수,20KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김상수,20키P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이영하,20두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,남호,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임현준,20삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김원중,20롯P,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박종훈,20SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,서진용,20SP,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍건희,20두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍정우,20삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,배재환,20NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김성훈,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김재윤,20KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이찬혁,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정영일,20SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,원종현,20NP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,송명기,20NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,송은범,20LP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,진명호,20롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김민,20KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이보근,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,오원석,20SP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
211,홍성무,20NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,배민서,20NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정우영,20LP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,강동연,20NP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이창재,20KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정우람,20한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김건태,20NP,0.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이대은,20KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박민호,20SP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,류원석,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진성,20NP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김주한,20SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,구승민,20롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,진해수,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,하재훈,20SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,안우진,20키P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장현식,20NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,권휘,20두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장지훈,20삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김재웅,20키P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김정빈,20SP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이우찬,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김동혁,20키P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김태훈,20SP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,서동민,20SP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이형범,20두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,신재영,20키P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,양창섭,20삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김주온,20SP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,최동환,20LP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
241,조성운,20키P,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이영하,20두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,남호,20LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임현준,20삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김원중,20롯P,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박종훈,20SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍건희,20두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,홍정우,20삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,서진용,20SP,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
250,한석현,20LRF,-0.00,9,3,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,.000,.333,.000,.333,.244,37.5,-0.00,-0.00
251,김현준,20K,-0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,0.02
252,박지규,20L2B,-0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,0.00
253,이승민,20두C,-0.01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,-0.01,-0.00
254,박재욱,20LC,-0.01,15,17,15,0,4,0,0,0,4,1,0,0,0,1,0,4,2,1,0,.267,.313,.267,.579,.266,49.1,-0.01,-0.22
255,박지훈,20두,-0.01,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,,-0.01,-0.00
256,백동훈,20두RF,-0.01,25,17,15,5,3,1,0,0,4,0,0,0,0,2,0,3,0,0,0,.200,.294,.267,.561,.276,58.2,-0.01,-0.40
257,윤수강,20NC,-0.01,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.250,.250,.250,.500,.235,28.7,-0.01,0.00
258,조수행,20두RF,-0.02,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,.263,.300,.263,.563,.272,52.5,-0.02,0.14
259,정주후,20K2B,-0.02,10,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,.500,.000,.500,.366,116.1,-0.02,-0.07
260,류효승,20SDH,-0.02,8,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,.125,.222,.500,.722,.300,62.8,-0.02,-0.05
261,문찬종,20키SS,-0.02,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.02,0.00
262,박시원,20N,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.02,-0.00
263,라이블리,20삼,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.02,-0.00
264,김강현,20롯C,-0.03,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.250,.000,.250,.183,-4.8,-0.03,-0.00
265,이거연,20SDH,-0.03,7,9,7,1,1,0,0,0,1,0,0,0,2,0,0,5,0,0,0,.143,.333,.143,.476,.267,49.3,-0.03,0.02
266,도태훈,20N3B,-0.03,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,.182,.308,.182,.490,.258,43.5,-0.03,-0.18
267,지석훈,20N3B,-0.04,87,142,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,.207,.300,.298,.598,.281,57.0,-0.04,-0.86
268,문상인,20KC,-0.04,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.04,-0.03
269,최정민,20K2B,-0.04,24,10,8,12,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,.125,.300,.125,.425,.241,31.2,-0.04,-0.12
270,김재현,20삼SS,-0.05,35,18,14,4,2,0,0,0,2,4,0,0,3,0,0,3,1,1,0,.143,.294,.143,.437,.227,23.0,-0.05,-0.01
271,박준혁,20KRF,-0.05,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.05,-0.00
272,이호연,20롯1B,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.06,-0.00
273,국해성,20두RF,-0.06,44,91,83,10,20,1,0,3,30,17,1,1,6,1,2,20,2,0,1,.241,.297,.361,.658,.292,71.2,-0.06,0.01
274,화이트,20SDH,-0.06,9,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,.136,.367,.318,.685,.337,92.6,-0.06,0.02
275,양성우,20한LF,-0.06,5,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.209,14.4,-0.06,-0.06
276,김재현,20키C,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.07,-0.01
277,김성욱,20NRF,-0.07,102,223,193,31,43,4,1,8,73,26,12,4,17,4,0,40,0,7,2,.223,.296,.378,.675,.297,66.8,-0.07,-0.06
278,조한민,20한SS,-0.07,25,52,50,7,11,4,0,0,15,2,0,0,0,2,0,22,0,0,0,.220,.250,.300,.550,.255,43.6,-0.07,-0.25
279,유영준,20N2B,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.07,-0.07
280,박상언,20한C,-0.07,37,46,45,4,10,3,0,0,13,2,0,0,0,1,0,16,1,0,0,.222,.239,.289,.528,.244,36.2,-0.07,-0.28
281,최진행,20한DH,-0.07,84,240,214,23,50,5,0,8,79,30,0,0,18,5,0,59,11,0,3,.234,.304,.369,.673,.308,78.2,-0.07,-0.59
282,이도윤,20한SS,-0.08,14,25,24,3,5,1,0,0,6,1,0,0,1,0,0,6,0,0,0,.208,.240,.250,.490,.232,27.8,-0.08,-0.20
283,김민수,20삼C,-0.08,16,24,21,3,4,0,0,0,4,1,0,0,2,0,0,5,0,1,0,.190,.261,.190,.451,.218,17.9,-0.08,-0.22
284,김민혁,20KLF,-0.08,106,246,219,35,53,5,2,5,77,25,8,4,22,2,0,41,4,2,1,.242,.316,.352,.667,.308,75.5,-0.08,0.92
285,오명진,20두,-0.08,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.08,-0.26
286,김태훈,20KDH,-0.08,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.08,-0.00
287,고장혁,20K3B,-0.08,7,13,13,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,.231,.231,.231,.462,.217,13.8,-0.08,-0.22
288,김도환,20삼C,-0.08,34,49,41,2,9,2,0,0,11,9,0,0,5,0,0,16,0,1,2,.220,.292,.268,.560,.262,46.4,-0.08,-0.32
289,백승현,20L3B,-0.09,25,39,28,5,7,1,0,0,8,2,0,0,4,1,0,8,0,6,0,.250,.364,.286,.649,.273,54.4,-0.09,-0.17
290,황윤호,20K3B,-0.09,25,73,70,5,17,3,0,0,20,5,2,0,3,0,0,10,3,0,0,.243,.274,.286,.560,.264,46.0,-0.09,-1.18
291,오준혁,20SLF,-0.09,70,161,148,19,40,7,0,3,56,18,0,3,11,1,1,34,1,0,1,.270,.323,.378,.701,.320,83.6,-0.09,0.08
292,김준완,20NRF,-0.10,45,75,65,8,14,1,0,1,18,5,0,0,10,0,0,9,3,0,0,.215,.320,.277,.597,.292,65.0,-0.10,-0.29
293,이정훈,20KC,-0.10,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.10,-0.06
294,김성표,20삼CF,-0.10,15,8,8,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,.125,.125,.125,.250,.118,-48.1,-0.10,0.03
295,김회성,20한1B,-0.10,15,25,18,1,3,1,0,0,4,1,0,0,3,1,0,6,2,2,1,.167,.304,.222,.527,.245,35.9,-0.10,-0.22
296,이원재,20N1B,-0.10,73,146,132,15,34,5,2,4,55,17,1,0,11,0,1,26,3,2,1,.258,.313,.417,.729,.321,81.7,-0.10,-0.45
297,심우준,20KSS,-0.10,142,526,467,57,109,16,3,3,140,47,35,11,37,2,0,97,7,16,4,.233,.290,.300,.590,.270,49.6,-0.10,-2.62
298,정기훈,20한3B,-0.12,29,36,31,9,5,2,0,0,7,2,0,1,3,2,0,15,0,0,0,.161,.278,.226,.504,.253,41.8,-0.12,-0.34
299,김수환,20키1B,-0.12,9,12,11,1,2,1,0,0,3,2,0,0,1,0,0,5,1,0,0,.182,.250,.273,.523,.247,38.2,-0.12,-0.45
300,백승민,20삼1B,-0.13,7,12,9,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,.000,.250,.000,.250,.188,-4.5,-0.13,0.02
301,김용의,20L1B,-0.13,99,72,67,27,17,1,1,1,23,11,7,3,3,0,0,15,2,1,1,.254,.282,.343,.625,.281,60.5,-0.13,-0.01
302,김민준,20SLF,-0.15,12,5,4,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,.000,.000,.000,.000,.000,-126.2,-0.15,0.12
303,최재원,20LCF,-0.15,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,.000,.000,.000,.000,.000,-126.2,-0.15,-0.07
304,박찬도,20삼LF,-0.15,51,116,96,20,21,5,0,1,29,8,5,1,15,1,1,22,2,2,2,.219,.325,.302,.627,.292,64.6,-0.15,-0.62
305,김병희,20K3B,-0.15,27,21,20,4,3,0,0,1,6,2,0,0,0,0,0,7,0,0,1,.150,.143,.300,.443,.183,-5.3,-0.15,-0.19
306,박주홍,20키DH,-0.15,13,25,24,0,6,2,0,0,8,1,0,1,1,0,0,10,0,0,0,.250,.280,.333,.613,.283,62.0,-0.15,-0.15
307,장운호,20한RF,-0.16,23,29,27,5,4,1,0,1,8,4,0,0,2,0,0,9,0,0,0,.148,.207,.296,.503,.228,24.0,-0.16,0.06
308,김지수,20한LF,-0.17,14,26,25,2,4,0,0,1,7,4,0,0,1,0,0,7,0,0,0,.160,.192,.280,.472,.213,14.6,-0.17,-0.15
309,박한결,20한SS,-0.17,13,24,20,5,3,0,0,0,3,1,0,0,2,0,0,8,2,2,0,.150,.227,.150,.377,.179,-7.1,-0.17,-0.44
310,이홍구,20SKC,-0.17,49,96,84,5,16,2,0,3,27,8,0,0,6,3,0,26,3,2,1,.190,.266,.321,.587,.266,47.2,-0.17,-0.55
311,주효상,20키C,-0.17,62,100,84,6,16,4,0,0,20,7,0,0,12,0,0,26,0,3,1,.190,.289,.238,.527,.253,41.0,-0.17,-0.05
312,김응민,20삼C,-0.18,44,83,74,7,17,1,0,0,18,5,0,0,5,1,0,21,1,3,0,.230,.288,.243,.531,.250,39.3,-0.18,0.10
313,박준영,20NSS,-0.19,32,51,46,4,7,4,0,0,11,3,1,0,2,3,0,17,2,0,0,.152,.235,.239,.474,.230,23.3,-0.19,-0.25
314,김재현,20SLF,-0.19,8,14,14,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,.143,.143,.143,.286,.135,-37.9,-0.19,-0.06
315,송우현,20키RF,-0.20,14,15,12,3,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,.000,.200,.000,.200,.149,-28.7,-0.20,-0.16
316,이택근,20키LF,-0.20,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0,.193,.281,.281,.562,.269,52.4,-0.20,-0.11
317,정진기,20SRF,-0.20,48,139,125,13,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,.240,.282,.336,.618,.272,52.2,-0.20,-0.03
318,문선재,20KRF,-0.20,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.167,.167,.167,.333,.157,-24.9,-0.20,-0.06
319,채현우,20SLF,-0.21,16,24,23,2,3,1,0,0,4,0,3,0,1,0,0,8,2,0,0,.130,.167,.174,.341,.163,-18.7,-0.21,-0.13
320,장진혁,20한RF,-0.21,19,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,.156,.270,.219,.489,.244,36.8,-0.21,-0.21
321,서호철,20N3B,-0.21,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.21,-0.05
322,추재현,20롯CF,-0.21,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0,0,.125,.250,.125,.375,.206,9.2,-0.21,-0.30
323,배성근,20롯SS,-0.22,4,7,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.22,-0.18
324,송광민,20한3B,-0.22,93,293,272,30,63,12,0,9,102,43,0,0,14,3,1,67,17,1,3,.232,.274,.375,.649,.290,65.5,-0.22,-1.31
325,이우성,20KLF,-0.22,48,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,.203,.299,.220,.519,.262,44.9,-0.22,-0.31
326,송민섭,20KRF,-0.23,114,51,41,21,8,1,1,1,14,5,4,3,5,1,0,13,0,3,1,.195,.292,.341,.633,.274,54.0,-0.23,-0.06
327,천성호,20K2B,-0.24,64,74,67,7,14,3,0,0,17,1,1,1,6,1,0,15,0,0,0,.209,.284,.254,.538,.262,44.5,-0.24,-0.33
328,김동한,20롯3B,-0.24,82,73,68,23,15,5,0,0,20,5,10,4,5,0,0,8,2,0,0,.221,.274,.294,.568,.267,47.6,-0.24,-0.64
329,오선진,20한SS,-0.25,92,217,193,15,44,4,0,2,54,17,0,1,16,2,0,39,10,6,0,.228,.294,.280,.574,.268,51.8,-0.25,-1.09
330,노태형,20한2B,-0.26,54,113,102,14,22,4,1,0,28,6,0,1,7,3,0,31,0,1,0,.216,.286,.275,.560,.267,51.8,-0.26,-0.28
331,최준우,20S2B,-0.28,64,200,176,22,41,3,0,3,53,13,0,1,18,0,0,27,3,5,1,.233,.303,.301,.604,.280,56.7,-0.28,-0.72
332,정근우,20L2B,-0.29,70,171,149,22,33,4,0,1,40,14,7,1,17,1,1,23,4,3,1,.221,.304,.268,.572,.270,53.6,-0.29,0.04
333,이재원,20LRF,-0.29,15,19,17,1,1,0,0,0,1,0,0,0,2,0,0,9,0,0,0,.059,.158,.059,.217,.127,-42.2,-0.29,-0.17
334,장영석,20K3B,-0.29,11,37,31,1,4,0,0,0,4,2,0,0,4,1,0,7,3,0,1,.129,.243,.129,.372,.202,5.3,-0.29,-0.58
335,양우현,20삼2B,-0.30,7,24,23,0,3,0,0,0,3,0,0,0,1,0,0,5,1,0,0,.130,.167,.130,.297,.148,-28.1,-0.30,-0.33
336,박승규,20삼RF,-0.31,90,192,179,24,47,11,0,1,61,13,4,5,6,3,0,32,4,4,0,.263,.298,.341,.639,.291,64.5,-0.31,-0.51
337,임종찬,20한RF,-0.32,52,119,108,5,25,5,0,1,33,12,0,1,9,1,0,38,2,1,0,.231,.297,.306,.602,.283,61.7,-0.32,-0.49
338,안권수,20두RF,-0.33,68,41,37,10,10,0,0,0,10,3,2,1,2,0,0,5,1,1,1,.270,.300,.270,.570,.265,48.2,-0.33,-0.21
339,홍종표,20K2B,-0.34,40,88,80,7,20,3,0,0,23,7,0,2,4,0,0,13,1,3,1,.250,.282,.288,.570,.259,42.9,-0.34,-1.01
340,최정용,20K2B,-0.35,38,59,56,5,11,1,0,1,15,5,0,0,2,0,0,15,0,1,0,.196,.224,.268,.492,.224,19.4,-0.35,-0.04
341,이현석,20SC,-0.35,57,108,100,7,18,2,0,2,26,7,1,0,4,2,0,30,4,2,0,.180,.226,.260,.486,.224,19.3,-0.35,-0.55
342,남태혁,20SDH,-0.36,35,72,66,3,13,1,0,1,17,11,0,0,6,0,0,22,2,0,0,.197,.264,.258,.522,.250,37.3,-0.36,-0.38
343,홍현빈,20KLF,-0.36,40,24,18,5,0,0,0,0,0,1,0,1,5,0,1,5,0,1,0,.000,.217,.000,.217,.127,-42.7,-0.36,-0.14
344,구본혁,20L3B,-0.37,123,96,84,20,14,0,1,1,19,7,0,0,7,2,0,18,2,3,0,.167,.247,.226,.474,.224,23.0,-0.37,-0.22
345,김헌곤,20삼RF,-0.40,96,278,249,26,61,6,0,3,76,34,7,5,22,3,0,30,7,1,3,.245,.311,.305,.616,.291,64.8,-0.40,-1.14
346,김영환,20KK2B,-0.40,14,18,16,0,0,0,0,0,0,0,1,1,1,0,0,5,0,1,0,.000,.059,.000,.059,.041,-99.4,-0.40,-0.14
347,모터,20키3B,-0.43,10,37,35,4,4,0,0,1,7,3,0,0,1,0,0,10,0,0,1,.114,.135,.200,.335,.149,-24.7,-0.43,-0.64
348,유장혁,20한LF,-0.44,30,46,42,3,7,1,0,0,8,0,0,1,4,0,0,18,0,0,0,.167,.239,.190,.430,.215,16.5,-0.44,-0.37
349,윤석민,20S3B,-0.46,34,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,1,.192,.211,.342,.553,.242,30.7,-0.46,-0.34
