순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
327,김대현,18LP,-0.010,25,21,105.0,17,8,9,0,1.000,1.46,-0.35,0.00,0.00,0.05,0.19,-0.11,-1.31,0.00,-0.11,-0.010,-0.010
328,조정훈,18롯P,-0.011,7,0,4.1,1,1,0,0,1.000,2.08,-0.00,0.00,0.00,-0.13,0.01,-0.12,-34.38,0.00,-0.12,-0.011,-0.011
329,윤지웅,18LP,-0.011,10,0,6.1,3,0,3,0,1.000,4.26,-0.00,0.00,-0.14,0.00,0.01,-0.13,-24.17,0.00,-0.13,-0.011,-0.011
330,이현승,18두P,-0.012,39,0,30.2,6,1,5,0,1.000,1.76,-0.20,0.00,0.00,0.01,0.05,-0.13,-5.21,0.00,-0.13,-0.012,-0.012
331,손주영,18LP,-0.012,4,3,11.2,0,0,0,0,,0.00,-0.16,0.00,0.00,0.01,0.02,-0.14,-14.12,0.00,-0.14,-0.012,-0.012
332,심동섭,18KP,-0.013,7,0,5.2,0,0,0,0,,0.00,-0.16,0.00,0.00,0.00,0.01,-0.15,-31.87,0.00,-0.15,-0.013,-0.013
333,안성무,18삼P,-0.014,2,0,2.1,0,0,0,0,,0.00,-0.16,0.00,0.00,0.00,0.00,-0.16,-81.16,0.00,-0.16,-0.014,-0.014
334,구창모,18NP,-0.014,36,23,133.0,21,2,16,3,.857,1.22,0.14,0.00,0.00,0.06,-0.36,-0.16,-1.43,0.00,-0.16,-0.014,-0.014
335,김강률,18두P,-0.015,65,0,76.0,18,6,11,1,.944,2.01,-0.13,0.00,0.00,0.04,-0.06,-0.16,-2.56,0.00,-0.16,-0.015,-0.015
336,심창민,18삼P,-0.015,59,0,66.1,8,1,7,0,1.000,1.09,-0.32,0.00,0.00,0.03,0.12,-0.17,-2.99,0.00,-0.17,-0.015,-0.015
337,박정수,18KP,-0.015,11,0,13.1,1,0,0,1,.000,0.00,-0.00,0.00,0.00,0.01,-0.18,-0.17,-15.32,0.00,-0.17,-0.015,-0.015
338,최항,18S2B,-0.015,77,58,459.2,251,103,138,10,.960,4.72,0.10,0.00,0.00,0.00,-0.79,-0.70,-1.81,0.52,-0.17,-0.062,-0.015
339,양현,18넥P,-0.017,33,0,32.2,3,1,2,0,1.000,0.83,-0.26,0.00,0.00,0.02,0.06,-0.19,-6.94,0.00,-0.19,-0.017,-0.017
340,하준영,18KP,-0.017,15,0,14.2,4,2,2,0,1.000,2.46,0.06,0.00,-0.28,0.01,0.03,-0.19,-15.67,0.00,-0.19,-0.017,-0.017
341,김민수,18KP,-0.018,2,0,1.0,1,0,0,1,.000,0.00,-0.00,0.00,0.00,0.00,-0.20,-0.20,-236.76,0.00,-0.20,-0.018,-0.018
342,최승준,18S1B,-0.018,10,6,50.2,51,47,2,2,.961,8.70,0.61,0.00,0.00,0.00,-0.32,0.29,6.78,-0.48,-0.20,0.026,-0.018
343,박진우,18NP,-0.018,11,1,19.2,5,1,3,1,.800,1.83,-0.04,0.00,0.00,0.01,-0.16,-0.20,-12.05,0.00,-0.20,-0.018,-0.018
344,최원제,18삼1B,-0.018,5,2,18.0,13,11,2,0,1.000,6.50,-0.06,0.00,0.00,0.00,0.03,-0.03,-2.11,-0.17,-0.20,-0.003,-0.018
345,장시환,18롯P,-0.019,32,0,36.2,7,2,5,0,1.000,1.72,-0.16,0.00,0.00,-0.12,0.07,-0.21,-6.77,0.00,-0.21,-0.019,-0.019
346,여건욱,18LP,-0.019,18,1,22.2,5,3,2,0,1.000,1.99,-0.26,0.00,0.00,0.01,0.04,-0.21,-11.16,0.00,-0.21,-0.019,-0.019
347,예진원,18넥CF,-0.019,3,1,14.1,5,5,0,0,1.000,3.14,0.04,-0.26,0.00,0.00,0.01,-0.21,-17.93,0.00,-0.21,-0.020,-0.019
348,김주형,18K3B,-0.019,5,1,16.2,8,4,3,1,.875,3.78,-0.06,0.00,0.00,0.00,-0.16,-0.22,-15.48,0.00,-0.21,-0.020,-0.019
349,한동희,18롯3B,-0.020,79,57,505.0,139,36,91,12,.914,2.26,-0.20,0.00,0.00,0.00,-0.98,-1.18,-2.79,0.96,-0.22,-0.106,-0.020
350,차우찬,18LP,-0.020,29,29,170.0,18,5,13,0,1.000,0.95,-0.60,0.00,0.00,0.08,0.30,-0.22,-1.55,0.00,-0.22,-0.020,-0.020
351,권혁,18한P,-0.020,16,0,11.0,1,0,1,0,1.000,0.82,-0.10,0.00,-0.14,0.01,0.02,-0.22,-24.08,0.00,-0.22,-0.020,-0.020
352,이재율,18NLF,-0.020,21,7,91.0,28,28,0,0,1.000,2.77,0.91,-0.91,0.00,0.00,0.07,0.07,0.94,-0.29,-0.22,0.006,-0.020
353,이동현,18LP,-0.020,36,0,36.1,6,0,5,1,.833,1.24,0.03,0.00,-0.14,0.02,-0.14,-0.23,-7.42,0.00,-0.23,-0.020,-0.020
354,김민,18KP,-0.021,9,9,37.1,7,3,3,1,.857,1.45,-0.12,0.00,0.00,0.02,-0.13,-0.23,-7.49,0.00,-0.23,-0.021,-0.021
355,김동욱,18KRF,-0.021,8,2,24.1,4,4,0,0,1.000,1.48,0.04,-0.15,0.00,0.00,0.02,-0.09,-4.61,-0.14,-0.23,-0.008,-0.021
356,정용운,18KP,-0.021,3,3,10.0,3,0,3,0,1.000,2.70,-0.26,0.00,0.00,0.00,0.02,-0.24,-28.65,0.00,-0.24,-0.021,-0.021
357,배장호,18롯P,-0.022,25,0,24.1,5,1,4,0,1.000,1.85,-0.31,0.00,0.00,0.01,0.04,-0.25,-12.36,0.00,-0.25,-0.022,-0.022
358,남태혁,18K1B,-0.023,1,0,6.0,6,6,0,0,1.000,9.00,-0.20,0.00,0.00,0.00,0.01,-0.19,-38.35,-0.06,-0.25,-0.017,-0.023
359,한현희,18넥P,-0.023,30,28,169.0,32,6,25,1,.969,1.65,-0.44,0.00,0.00,0.08,0.10,-0.25,-1.80,0.00,-0.25,-0.023,-0.023
360,김지수,18넥2B,-0.023,43,9,138.1,63,20,42,1,.984,4.03,-0.63,-0.08,0.00,0.00,0.17,-0.53,-4.59,0.27,-0.26,-0.048,-0.023
361,홍상삼,18두P,-0.024,17,0,14.2,1,1,0,0,1.000,0.61,-0.16,0.00,0.00,-0.13,0.03,-0.27,-21.63,0.00,-0.27,-0.024,-0.024
362,안우진,18넥P,-0.024,20,5,41.1,7,1,5,1,.857,1.31,-0.16,0.00,0.00,0.02,-0.13,-0.27,-7.71,0.00,-0.27,-0.024,-0.024
363,오정복,18KLF,-0.025,1,0,2.0,1,1,0,0,1.000,4.50,-0.26,-0.00,0.00,0.00,0.00,-0.26,-157.22,-0.01,-0.27,-0.024,-0.025
364,이인행,18K1B,-0.026,3,0,5.0,6,6,0,0,1.000,10.80,-0.25,-0.00,0.00,0.00,0.01,-0.25,-59.15,-0.04,-0.29,-0.022,-0.026
365,서의태,18넥P,-0.026,1,0,0.2,0,0,0,0,,0.00,-0.16,0.00,0.00,-0.13,0.00,-0.30,-531.25,0.00,-0.30,-0.026,-0.026
366,송민섭,18KLF,-0.026,38,6,100.2,21,19,1,1,.952,1.79,0.17,0.21,0.00,0.00,-0.13,0.26,3.04,-0.54,-0.29,0.023,-0.026
367,김성훈,18한P,-0.027,10,5,27.2,2,1,0,1,.500,0.33,-0.16,0.00,0.00,0.01,-0.15,-0.30,-13.08,0.00,-0.30,-0.027,-0.027
368,박헌도,18롯LF,-0.027,1,1,12.0,2,2,0,0,1.000,1.50,-0.25,0.01,0.00,0.00,0.01,-0.23,-22.87,-0.07,-0.30,-0.021,-0.027
369,안주형,18삼2B,-0.028,5,1,13.0,6,3,2,1,.833,3.46,-0.18,0.00,0.00,0.00,-0.16,-0.34,-31.48,0.03,-0.31,-0.031,-0.028
370,김태오,18KP,-0.028,8,4,21.0,4,2,2,0,1.000,1.71,-0.37,0.00,0.00,0.01,0.04,-0.32,-18.17,0.00,-0.32,-0.028,-0.028
371,신재영,18넥P,-0.030,26,21,101.1,13,4,7,2,.846,0.98,-0.48,0.00,0.32,0.05,-0.22,-0.33,-3.90,0.00,-0.33,-0.030,-0.030
372,정성종,18롯P,-0.030,10,0,19.0,2,1,1,0,1.000,0.95,-0.38,0.00,0.00,0.01,0.03,-0.34,-21.18,0.00,-0.34,-0.030,-0.030
373,김태훈,18넥P,-0.031,33,3,47.2,9,5,4,0,1.000,1.70,-0.45,0.00,0.00,0.02,0.09,-0.35,-8.72,0.00,-0.35,-0.031,-0.031
374,허정협,18넥RF,-0.032,10,2,28.2,4,4,0,0,1.000,1.26,0.23,-0.44,0.00,0.00,0.02,-0.20,-8.19,-0.16,-0.36,-0.018,-0.032
375,홍건희,18KP,-0.033,11,1,16.2,1,0,1,0,1.000,0.54,-0.41,0.00,0.00,0.01,0.03,-0.37,-26.73,0.00,-0.37,-0.033,-0.033
376,이동걸,18한P,-0.033,1,0,2.0,1,0,1,0,1.000,4.50,-0.38,0.00,0.00,0.00,0.00,-0.37,-223.60,0.00,-0.37,-0.033,-0.033
377,임창용,18KP,-0.034,37,12,86.1,14,5,8,1,.929,1.36,-0.37,0.00,0.00,0.04,-0.05,-0.38,-5.26,0.00,-0.38,-0.034,-0.034
378,김승현,18삼P,-0.035,28,0,32.1,4,1,2,1,.750,0.84,-0.26,0.00,0.00,0.02,-0.14,-0.39,-14.44,0.00,-0.39,-0.035,-0.035
379,남윤성,18SP,-0.036,6,0,8.2,2,0,2,0,1.000,2.08,-0.43,0.00,0.00,0.00,0.02,-0.41,-56.02,0.00,-0.41,-0.036,-0.036
380,고효준,18롯P,-0.037,43,0,32.1,3,0,3,0,1.000,0.84,-0.22,0.00,0.00,-0.25,0.06,-0.41,-15.22,0.00,-0.41,-0.037,-0.037
381,심수창,18한P,-0.037,3,0,2.1,0,0,0,0,,0.00,-0.43,0.00,0.00,0.00,0.00,-0.42,-215.39,0.00,-0.42,-0.037,-0.037
382,이우찬,18LP,-0.039,3,0,0.2,0,0,0,0,,0.00,-0.16,0.00,-0.14,-0.13,0.00,-0.44,-786.49,0.00,-0.44,-0.039,-0.039
383,오준혁,18KLF,-0.039,5,3,28.1,14,11,3,0,1.000,4.45,-0.44,0.04,0.00,0.00,0.03,-0.36,-15.39,-0.08,-0.44,-0.032,-0.039
384,최준석,18N1B,-0.041,3,0,12.0,7,6,1,0,1.000,5.25,-0.36,0.00,0.00,0.00,0.02,-0.34,-33.65,-0.11,-0.45,-0.030,-0.041
385,박진형,18롯P,-0.041,13,0,13.0,3,0,3,0,1.000,2.08,-0.49,0.00,0.00,0.01,0.02,-0.46,-41.96,0.00,-0.46,-0.041,-0.041
386,정영일,18SP,-0.041,51,0,44.0,10,4,6,0,1.000,2.05,-0.14,0.00,-0.28,-0.11,0.08,-0.46,-12.58,0.00,-0.46,-0.041,-0.041
387,노성호,18NP,-0.043,20,4,32.2,3,0,2,1,.667,0.55,0.12,0.00,0.00,-0.45,-0.14,-0.48,-17.45,0.00,-0.48,-0.043,-0.043
388,강동연,18두P,-0.044,8,0,11.2,3,1,1,1,.667,1.54,-0.32,0.00,0.00,0.01,-0.18,-0.50,-50.85,0.00,-0.50,-0.044,-0.044
389,김인환,18한1B,-0.046,1,0,2.0,1,1,0,0,1.000,4.50,-0.48,0.00,0.00,0.00,0.00,-0.48,-286.34,-0.02,-0.50,-0.044,-0.046
390,김진영,18한P,-0.046,4,2,11.1,2,1,1,0,1.000,1.59,-0.54,0.00,0.00,0.01,0.02,-0.52,-54.54,0.00,-0.52,-0.046,-0.046
391,김상수,18넥P,-0.046,58,0,55.2,7,1,6,0,1.000,1.13,-0.37,0.00,-0.14,-0.11,0.10,-0.52,-11.14,0.00,-0.52,-0.046,-0.046
392,김주한,18SP,-0.049,7,0,6.0,2,0,1,1,.500,1.50,-0.37,0.00,0.00,0.00,-0.19,-0.55,-110.09,0.00,-0.55,-0.049,-0.049
393,문광은,18LP,-0.049,6,0,6.2,1,1,0,0,1.000,1.35,-0.43,0.00,-0.14,0.00,0.01,-0.55,-99.20,0.00,-0.55,-0.049,-0.049
394,송창식,18한P,-0.049,12,0,12.2,2,0,1,1,.500,0.71,-0.38,0.00,0.00,0.01,-0.18,-0.55,-51.98,0.00,-0.55,-0.049,-0.049
395,오준혁,18KKLF,-0.050,17,6,68.0,17,15,1,1,.941,2.12,0.00,-0.02,0.00,0.00,-0.15,-0.16,-2.87,-0.38,-0.55,-0.015,-0.050
396,백동훈,18두RF,-0.050,20,6,69.2,25,25,0,0,1.000,3.23,0.02,-0.34,0.00,0.00,0.05,-0.28,-4.76,-0.29,-0.56,-0.025,-0.050
397,김태연,18한3B,-0.051,19,5,67.0,23,15,6,2,.913,2.82,-0.27,0.00,0.00,0.00,-0.23,-0.50,-8.98,-0.07,-0.57,-0.045,-0.051
398,김정후,18두P,-0.052,13,0,17.1,2,1,0,1,.500,0.52,-0.43,0.00,0.00,0.01,-0.17,-0.59,-40.52,0.00,-0.59,-0.052,-0.052
399,이성곤,18삼RF,-0.054,3,1,13.0,3,3,0,0,1.000,2.08,-0.57,0.04,0.00,0.00,0.01,-0.53,-48.41,-0.07,-0.60,-0.047,-0.054
400,이승진,18SP,-0.054,34,2,41.1,4,3,1,0,1.000,0.87,-0.70,0.00,0.00,0.02,0.07,-0.61,-17.61,0.00,-0.61,-0.054,-0.054
401,임창민,18NP,-0.055,8,0,7.0,1,0,0,1,.000,0.00,-0.43,0.00,0.00,0.00,-0.19,-0.61,-104.24,0.00,-0.61,-0.055,-0.055
402,김원중,18롯P,-0.055,30,30,145.1,14,4,10,0,1.000,0.87,-0.94,0.00,0.00,0.07,0.26,-0.62,-5.07,0.00,-0.62,-0.055,-0.055
403,김진욱,18한P,-0.055,3,1,5.2,1,0,0,1,.000,0.00,-0.44,0.00,0.00,0.00,-0.19,-0.63,-132.12,0.00,-0.63,-0.055,-0.055
404,금민철,18KP,-0.056,29,29,156.1,23,6,16,1,.957,1.27,-0.78,0.00,0.00,0.07,0.08,-0.63,-4.79,0.00,-0.63,-0.056,-0.056
405,박승욱,18SSS,-0.056,41,17,185.1,95,33,59,3,.968,4.47,-1.64,0.00,0.00,0.00,-0.01,-1.65,-10.66,1.02,-0.63,-0.147,-0.056
406,하영민,18넥P,-0.056,9,1,16.1,6,2,3,1,.833,2.76,-0.47,0.00,0.00,0.01,-0.17,-0.63,-46.35,0.00,-0.63,-0.056,-0.056
407,홍성용,18KP,-0.058,56,0,45.0,6,3,3,0,1.000,1.20,-0.75,0.00,0.00,0.02,0.08,-0.65,-17.21,0.00,-0.65,-0.058,-0.058
408,이민우,18KP,-0.058,30,2,37.2,4,1,2,1,.750,0.72,-0.27,0.00,0.00,-0.25,-0.13,-0.65,-20.71,0.00,-0.65,-0.058,-0.058
409,김용하,18삼P,-0.059,4,0,3.0,1,0,0,1,.000,0.00,-0.47,0.00,0.00,0.00,-0.19,-0.66,-264.21,0.00,-0.66,-0.059,-0.059
410,김진곤,18KRF,-0.059,12,2,42.0,6,6,0,0,1.000,1.29,-0.28,-0.21,0.00,0.00,0.03,-0.46,-13.18,-0.19,-0.66,-0.042,-0.059
411,정수민,18NP,-0.060,25,7,58.0,8,3,5,0,1.000,1.24,-0.60,0.00,0.00,-0.17,0.10,-0.67,-13.77,0.00,-0.67,-0.060,-0.060
412,신병률,18KP,-0.061,21,1,25.2,7,0,5,2,.714,1.75,-0.33,0.00,0.00,0.01,-0.35,-0.68,-31.57,0.00,-0.68,-0.061,-0.061
413,황인준,18KP,-0.061,37,2,52.2,9,3,5,1,.889,1.37,-0.60,0.00,0.00,0.02,-0.11,-0.68,-15.37,0.00,-0.68,-0.061,-0.061
414,휠러,18한P,-0.061,19,19,101.2,18,1,17,0,1.000,1.59,-0.92,0.00,0.00,0.05,0.18,-0.69,-8.11,0.00,-0.69,-0.061,-0.061
415,윤성환,18삼P,-0.062,24,24,117.1,18,7,11,0,1.000,1.38,-0.95,0.00,0.00,0.06,0.21,-0.69,-7.04,0.00,-0.69,-0.062,-0.062
416,박민우,18N2B,-0.064,106,102,827.2,507,242,257,8,.984,5.43,-2.92,0.00,0.00,0.00,0.60,-2.31,-3.35,1.60,-0.72,-0.206,-0.064
417,강승호,18S2B,-0.064,15,4,60.0,12,2,8,2,.833,1.50,-0.61,0.00,0.00,0.00,-0.23,-0.84,-16.73,0.12,-0.72,-0.075,-0.064
418,김민우,18한P,-0.065,23,20,99.1,11,4,5,2,.818,0.82,-0.55,0.00,0.00,0.05,-0.22,-0.73,-8.74,0.00,-0.73,-0.065,-0.065
419,이용찬,18두P,-0.065,25,24,144.0,25,6,18,1,.960,1.50,-0.85,0.00,0.00,0.07,0.06,-0.73,-6.04,0.00,-0.73,-0.065,-0.065
420,반슬라이크,18두RF,-0.066,10,10,68.0,36,34,0,2,.944,4.50,0.28,-0.19,0.00,0.00,-0.33,-0.25,-4.37,-0.47,-0.72,-0.023,-0.066
421,장원준,18두P,-0.067,24,16,71.2,13,1,10,2,.846,1.38,-0.52,0.00,0.00,0.03,-0.27,-0.76,-12.62,0.00,-0.76,-0.067,-0.067
422,서상우,18L1B,-0.068,13,9,64.0,68,63,4,1,.985,9.42,-0.05,0.00,0.00,0.00,-0.10,-0.14,-2.70,-0.61,-0.76,-0.013,-0.068
423,최채흥,18삼P,-0.069,8,4,28.0,5,2,3,0,1.000,1.61,-0.84,0.00,0.00,0.01,0.05,-0.77,-33.00,0.00,-0.77,-0.069,-0.069
424,신정락,18LP,-0.069,49,1,50.2,12,3,8,1,.917,1.95,-0.54,0.00,-0.14,0.02,-0.11,-0.77,-18.22,0.00,-0.77,-0.069,-0.069
425,양종민,18두2B,-0.069,20,1,35.1,24,12,11,1,.958,5.86,-0.64,0.00,0.00,0.00,-0.11,-0.75,-25.50,-0.02,-0.78,-0.067,-0.069
426,황경태,18두3B,-0.076,19,1,44.1,21,13,7,1,.952,4.06,-0.76,0.00,0.00,0.00,-0.09,-0.85,-22.92,-0.00,-0.85,-0.076,-0.076
427,이승현,18삼P,-0.077,19,0,17.0,2,0,2,0,1.000,1.06,-0.91,0.00,0.00,0.01,0.03,-0.87,-61.19,0.00,-0.87,-0.077,-0.077
428,심재민,18KP,-0.078,44,0,41.0,7,1,4,2,.714,1.10,-0.43,0.00,0.00,-0.11,-0.33,-0.87,-25.35,0.00,-0.87,-0.078,-0.078
429,김선빈,18KSS,-0.081,125,115,962.0,468,163,293,12,.974,4.27,-7.13,0.00,0.00,0.00,0.69,-6.44,-8.01,5.54,-0.90,-0.575,-0.081
430,신성현,18두1B,-0.082,12,6,56.0,51,44,6,1,.980,8.04,-0.36,0.00,0.00,0.00,-0.10,-0.46,-9.80,-0.44,-0.90,-0.041,-0.082
431,파레디스,18두RF,-0.082,18,18,117.2,46,43,2,1,.978,3.44,-0.33,0.29,0.00,0.00,-0.10,-0.14,-1.41,-0.75,-0.89,-0.013,-0.082
432,박근홍,18삼P,-0.084,22,0,23.0,6,4,1,1,.833,1.96,-0.37,0.00,-0.43,0.01,-0.16,-0.94,-48.96,0.00,-0.94,-0.084,-0.084
433,황재균,18K3B,-0.084,133,132,1132.1,415,169,229,17,.959,3.16,-1.75,0.00,0.00,0.00,-0.32,-2.07,-2.19,1.12,-0.95,-0.184,-0.084
434,허일,18롯RF,-0.085,5,2,17.0,2,2,0,0,1.000,1.06,-0.77,-0.09,0.00,0.00,0.01,-0.85,-60.16,-0.10,-0.95,-0.076,-0.085
435,황진수,18롯3B,-0.086,14,3,53.0,24,9,12,3,.875,3.57,-0.59,0.00,0.00,0.00,-0.45,-1.04,-23.52,0.08,-0.96,-0.094,-0.086
436,김호재,18삼SS,-0.086,10,2,27.0,7,3,2,2,.714,1.67,-0.78,0.00,0.00,0.00,-0.32,-1.09,-48.44,0.13,-0.96,-0.098,-0.086
437,권희동,18NLF,-0.088,96,89,777.2,181,177,4,0,1.000,2.10,3.14,-2.41,0.00,0.00,0.55,1.28,1.97,-2.27,-0.99,0.115,-0.088
438,임훈,18LLF,-0.094,35,12,137.2,25,25,0,0,1.000,1.63,0.09,-0.68,0.00,0.00,0.10,-0.50,-4.31,-0.55,-1.05,-0.045,-0.094
439,김강민,18SCF,-0.098,78,62,561.0,130,126,2,2,.985,2.05,-3.05,0.97,0.00,0.00,-0.10,-2.19,-4.67,1.08,-1.10,-0.194,-0.098
440,헥터,18KP,-0.099,29,29,174.0,23,5,18,0,1.000,1.19,-1.50,0.00,0.00,0.08,0.31,-1.11,-7.62,0.00,-1.11,-0.099,-0.099
441,장필준,18삼P,-0.103,61,0,66.1,8,4,4,0,1.000,1.09,-1.16,0.00,-0.14,0.03,0.12,-1.15,-20.77,0.00,-1.15,-0.103,-0.103
442,김성민,18넥P,-0.108,46,1,48.0,8,2,5,1,.875,1.31,-0.85,0.00,0.00,-0.25,-0.11,-1.21,-30.14,0.00,-1.21,-0.108,-0.108
443,서건창,18넥2B,-0.110,6,6,52.0,29,17,12,0,1.000,5.02,-1.49,0.00,0.00,0.00,0.14,-1.35,-31.00,0.10,-1.25,-0.119,-0.110
444,진해수,18LP,-0.111,66,0,43.2,10,3,7,0,1.000,2.06,-1.34,0.00,0.00,0.02,0.08,-1.24,-34.00,0.00,-1.24,-0.111,-0.111
445,고창성,18KP,-0.116,42,0,37.2,4,2,2,0,1.000,0.96,-0.97,0.00,-0.28,-0.12,0.07,-1.30,-41.36,0.00,-1.30,-0.116,-0.116
446,이보근,18넥P,-0.119,64,0,61.0,11,3,6,2,.818,1.33,-1.07,0.00,0.00,0.03,-0.29,-1.33,-26.09,0.00,-1.33,-0.119,-0.119
447,강윤구,18NP,-0.119,69,0,54.2,6,0,3,3,.500,0.49,-0.76,0.00,0.04,-0.11,-0.50,-1.33,-29.23,0.00,-1.33,-0.119,-0.119
448,보니야,18삼P,-0.120,29,29,168.0,43,12,28,3,.930,2.14,-1.12,0.00,0.00,0.08,-0.30,-1.34,-9.57,0.00,-1.34,-0.120,-0.120
449,산체스,18SP,-0.121,29,26,145.1,24,7,16,1,.958,1.42,-1.49,0.00,0.00,0.07,0.06,-1.36,-11.18,0.00,-1.36,-0.121,-0.121
450,소사,18LP,-0.122,27,27,181.1,23,15,7,1,.957,1.09,-1.58,0.00,0.00,0.09,0.12,-1.37,-9.07,0.00,-1.37,-0.122,-0.122
451,백승민,18삼1B,-0.125,9,7,64.0,55,51,3,1,.982,7.59,-0.68,0.00,0.00,0.00,-0.10,-0.78,-14.60,-0.61,-1.39,-0.070,-0.125
452,지석훈,18NSS,-0.134,65,24,270.1,139,54,80,5,.964,4.46,-2.34,0.00,0.00,0.00,-0.19,-2.53,-11.22,1.05,-1.48,-0.229,-0.134
453,유승철,18KP,-0.136,39,0,47.1,6,1,5,0,1.000,1.14,-0.86,0.00,-0.57,-0.18,0.08,-1.52,-38.47,0.00,-1.52,-0.136,-0.136
454,박한이,18삼RF,-0.140,40,32,284.0,59,58,1,0,1.000,1.87,0.48,-0.59,0.00,0.00,0.19,0.07,0.31,-1.63,-1.56,0.007,-0.140
455,박헌욱,18NCF,-0.142,9,6,56.0,11,10,0,1,.909,1.61,-1.57,0.08,0.00,0.00,-0.17,-1.65,-35.35,0.05,-1.60,-0.146,-0.142
456,문선재,18LLF,-0.144,2,2,15.0,5,5,0,0,1.000,3.00,-1.32,-0.24,0.00,0.00,0.01,-1.55,-123.43,-0.09,-1.63,-0.136,-0.144
457,장영석,18넥1B,-0.146,74,41,417.1,302,257,43,2,.993,6.47,0.05,0.00,0.00,0.00,0.46,0.51,1.47,-2.14,-1.63,0.046,-0.146
458,정성훈,18K1B,-0.148,64,33,308.0,219,179,34,6,.973,6.22,0.79,0.00,0.00,0.00,-0.59,0.20,0.78,-1.86,-1.66,0.018,-0.148
459,오주원,18넥P,-0.154,61,0,52.1,13,3,10,0,1.000,2.24,-1.70,0.00,0.00,-0.11,0.09,-1.72,-39.36,0.00,-1.72,-0.154,-0.154
460,류승현,18K3B,-0.154,31,19,156.2,49,11,34,4,.918,2.59,-1.67,0.00,0.00,0.00,-0.36,-2.03,-15.48,0.30,-1.73,-0.181,-0.154
461,신본기,18롯SS,-0.155,139,121,1059.1,437,140,277,20,.954,3.54,-4.95,0.00,0.00,0.00,-0.82,-5.77,-6.52,4.04,-1.73,-0.516,-0.155
462,니퍼트,18KP,-0.161,29,28,175.2,31,10,20,1,.968,1.54,-2.01,0.00,0.00,0.08,0.11,-1.81,-12.33,0.00,-1.81,-0.161,-0.161
463,김태균,18한1B,-0.163,18,18,145.0,139,127,10,2,.986,8.50,-0.26,0.00,0.00,0.00,-0.17,-0.43,-3.54,-1.39,-1.82,-0.038,-0.163
464,김재현,18SLF,-0.167,49,15,183.0,48,46,1,1,.979,2.31,-0.03,-0.88,0.00,0.00,-0.07,-0.99,-6.47,-0.89,-1.87,-0.088,-0.167
465,정진호,18두RF,-0.168,109,65,635.0,148,145,3,0,1.000,2.10,1.54,-0.55,0.00,0.00,0.43,1.43,2.69,-3.29,-1.87,0.128,-0.168
466,노수광,18SCF,-0.172,128,119,1028.2,240,231,7,2,.992,2.08,-0.80,0.76,0.00,0.00,0.26,0.22,0.26,-2.15,-1.93,0.020,-0.172
467,정의윤,18SRF,-0.177,27,18,168.0,36,34,1,1,.972,1.88,-0.44,-0.49,0.00,0.00,-0.08,-1.01,-7.17,-0.96,-1.97,-0.090,-0.177
468,오선진,18한3B,-0.182,56,40,349.2,111,28,78,5,.955,2.73,-2.75,0.00,0.00,0.00,-0.02,-2.76,-9.46,0.75,-2.02,-0.250,-0.182
469,윤석민,18KP,-0.183,28,3,40.0,8,1,4,3,.625,1.13,-1.53,0.00,0.00,0.02,-0.53,-2.04,-61.10,0.00,-2.04,-0.183,-0.183
470,민병헌,18롯CF,-0.189,113,106,928.2,211,206,4,1,.995,2.04,-2.04,-0.97,0.00,0.00,0.31,-2.70,-3.48,0.57,-2.12,-0.240,-0.189
471,오태곤,18KLF,-0.190,116,83,763.0,361,339,20,2,.995,4.24,2.96,-0.48,0.00,0.00,0.35,2.84,4.45,-4.95,-2.11,0.256,-0.190
472,왕웨이중,18NP,-0.191,25,25,141.2,28,5,21,2,.929,1.65,-2.07,0.00,0.00,0.07,-0.15,-2.15,-18.14,0.00,-2.15,-0.191,-0.191
473,최주환,18두2B,-0.192,39,33,266.1,179,122,54,3,.983,5.95,-1.72,0.00,0.00,0.00,0.03,-1.69,-7.59,-0.50,-2.19,-0.148,-0.192
474,전민수,18KLF,-0.193,11,7,59.1,13,13,0,0,1.000,1.97,-1.55,-0.30,0.00,0.00,0.05,-1.80,-36.35,-0.34,-2.14,-0.162,-0.193
475,김용의,18L1B,-0.193,94,36,444.1,434,399,34,1,.998,8.77,1.69,-0.16,0.00,0.00,0.51,2.03,5.48,-4.17,-2.14,0.184,-0.193
476,김태진,18N3B,-0.199,12,6,53.1,14,3,8,3,.786,1.86,-1.95,0.11,0.00,0.00,-0.46,-2.31,-51.74,0.06,-2.25,-0.204,-0.199
477,홍재호,18K2B,-0.202,52,20,209.2,88,38,46,4,.955,3.61,-2.34,0.00,0.00,0.00,-0.24,-2.58,-14.73,0.32,-2.26,-0.231,-0.202
478,가르시아,18L3B,-0.204,34,33,273.1,76,21,46,9,.882,2.21,-1.82,0.00,0.00,0.00,-1.03,-2.85,-12.49,0.53,-2.32,-0.251,-0.204
479,김인태,18두RF,-0.205,37,27,209.1,50,49,0,1,.980,2.11,0.15,-1.18,0.00,0.00,-0.07,-1.09,-6.23,-1.20,-2.29,-0.098,-0.205
480,이원재,18NLF,-0.215,32,17,159.2,74,67,5,2,.973,4.06,-0.75,-0.38,0.00,0.00,-0.22,-1.35,-10.10,-1.06,-2.41,-0.120,-0.215
