순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
161,박정음,18넥RF,0.027,11,2,36.0,8,8,0,0,1.000,2.00,0.76,-0.31,0.00,0.00,0.02,0.48,15.85,-0.17,0.30,0.043,0.027
162,서동욱,18K1B,0.027,26,8,89.1,80,66,13,1,.988,7.96,0.96,0.00,0.00,0.00,-0.04,0.92,12.33,-0.62,0.30,0.083,0.027
163,권오준,18삼P,0.027,47,0,43.1,3,0,3,0,1.000,0.62,0.21,0.00,0.00,0.02,0.08,0.30,8.37,0.00,0.30,0.027,0.027
164,송준석,18삼LF,0.026,3,0,5.0,1,1,0,0,1.000,1.80,0.27,0.04,0.00,0.00,0.00,0.32,75.82,-0.03,0.29,0.028,0.026
165,안영명,18한P,0.026,53,1,66.0,10,3,7,0,1.000,1.36,0.14,0.00,0.00,0.03,0.12,0.29,5.21,0.00,0.29,0.026,0.026
166,유원상,18NP,0.025,41,0,47.1,13,3,10,0,1.000,2.47,0.17,0.00,0.00,0.02,0.08,0.28,7.02,0.00,0.28,0.025,0.025
167,김선기,18넥P,0.024,21,0,22.2,4,1,3,0,1.000,1.59,0.22,0.00,0.00,0.01,0.04,0.27,14.45,0.00,0.27,0.024,0.024
168,함덕주,18두P,0.024,62,0,67.0,12,4,7,1,.917,1.48,0.46,0.00,-0.14,0.03,-0.08,0.27,4.78,0.00,0.27,0.024,0.024
169,나원탁,18롯C,0.024,19,3,57.0,60,54,4,2,.967,9.16,0.34,0.00,-0.19,-0.07,-0.31,-0.24,-4.98,0.50,0.26,-0.022,0.024
170,정병곤,18삼SS,0.024,6,5,42.0,17,5,12,0,1.000,3.64,-0.11,0.00,0.00,0.00,0.13,0.02,0.67,0.23,0.25,0.002,0.024
171,김영준,18LP,0.024,14,2,20.2,5,1,4,0,1.000,2.18,0.28,0.00,0.00,-0.06,0.04,0.26,15.34,0.00,0.26,0.024,0.024
172,이상호,18N2B,0.023,76,33,360.0,176,88,86,2,.989,4.35,-0.87,0.04,0.00,0.00,0.56,-0.27,-0.91,0.53,0.26,-0.025,0.023
173,김윤동,18KP,0.023,64,0,82.2,20,2,16,2,.900,1.96,0.60,0.00,0.00,-0.10,-0.25,0.26,3.71,0.00,0.26,0.023,0.023
174,정성곤,18KP,0.023,24,0,24.1,1,0,1,0,1.000,0.37,0.20,0.00,0.00,0.01,0.04,0.26,12.58,0.00,0.26,0.023,0.023
175,임현준,18삼P,0.022,40,0,27.2,7,2,5,0,1.000,2.28,0.33,0.00,-0.14,0.01,0.05,0.25,10.65,0.00,0.25,0.022,0.022
176,윤영삼,18넥P,0.021,22,0,29.2,7,2,4,1,.857,1.82,0.37,0.00,0.00,0.01,-0.15,0.24,9.54,0.00,0.24,0.021,0.021
177,오윤석,18롯3B,0.021,5,2,23.0,4,2,2,0,1.000,1.57,0.13,0.00,0.00,0.00,0.06,0.20,10.21,0.03,0.23,0.018,0.021
178,최금강,18NP,0.021,19,4,37.1,5,2,3,0,1.000,1.21,0.15,0.00,0.00,0.02,0.07,0.23,7.38,0.00,0.23,0.021,0.021
179,이태양,18한P,0.021,63,0,79.1,12,5,6,1,.917,1.25,0.39,0.00,0.00,-0.10,-0.06,0.23,3.47,0.00,0.23,0.021,0.021
180,최대성,18두P,0.021,8,0,10.0,2,0,2,0,1.000,1.80,0.21,0.00,0.00,0.00,0.02,0.23,27.47,0.00,0.23,0.021,0.021
181,유재유,18두P,0.020,5,1,6.1,3,0,3,0,1.000,4.26,0.21,0.00,0.00,0.00,0.01,0.22,42.45,0.00,0.22,0.020,0.020
182,이정후,18넥RF,0.020,107,107,925.0,210,198,7,5,.976,2.00,1.11,2.74,0.00,0.00,-0.40,3.45,4.47,-3.23,0.22,0.306,0.020
183,로저스,18넥P,0.019,13,13,83.0,21,6,12,3,.857,1.95,0.62,0.00,0.00,0.04,-0.45,0.21,3.04,0.00,0.21,0.019,0.019
184,이창진,18KLF,0.019,1,1,7.0,5,1,4,0,1.000,6.43,0.17,0.00,0.00,0.00,0.02,0.19,32.81,0.01,0.21,0.017,0.019
185,장원삼,18삼P,0.018,8,8,38.0,7,0,7,0,1.000,1.66,0.12,0.00,0.00,0.02,0.07,0.20,6.43,0.00,0.20,0.018,0.018
186,신진호,18NC,0.018,20,8,73.0,60,56,2,2,.967,7.15,0.14,0.00,-0.08,-0.26,-0.29,-0.49,-8.10,0.69,0.20,-0.045,0.018
187,최동환,18LP,0.018,28,0,37.0,2,0,2,0,1.000,0.49,0.12,0.00,0.00,0.02,0.07,0.20,6.52,0.00,0.20,0.018,0.018
188,윤길현,18롯P,0.018,32,0,33.0,8,3,4,1,.875,1.91,0.33,0.00,0.00,0.02,-0.14,0.20,7.26,0.00,0.20,0.018,0.018
189,손승락,18롯P,0.018,57,0,57.2,9,3,6,0,1.000,1.41,0.07,0.00,0.00,0.03,0.10,0.20,4.11,0.00,0.20,0.018,0.018
190,해커,18넥P,0.017,14,13,79.2,18,4,12,2,.889,1.81,0.41,0.00,0.00,0.04,-0.26,0.19,2.91,0.00,0.19,0.017,0.017
191,서균,18한P,0.016,56,0,37.1,8,1,6,1,.875,1.69,0.43,0.00,0.00,-0.12,-0.13,0.18,5.85,0.00,0.18,0.016,0.016
192,윤근영,18KP,0.016,17,0,16.2,2,0,2,0,1.000,1.08,0.14,0.00,0.00,0.01,0.03,0.18,12.87,0.00,0.18,0.016,0.016
193,김지용,18LP,0.015,48,0,47.0,8,3,5,0,1.000,1.53,0.06,0.00,0.00,0.02,0.08,0.16,4.17,0.00,0.16,0.015,0.015
194,조상우,18넥P,0.014,18,0,19.0,3,0,3,0,1.000,1.42,0.12,0.00,0.00,0.01,0.03,0.16,10.19,0.00,0.16,0.014,0.014
195,박건우,18두CF,0.014,119,115,966.2,222,219,2,1,.996,2.06,2.40,-2.98,0.00,0.00,0.33,-0.25,-0.31,0.40,0.15,-0.022,0.014
196,박정권,18S1B,0.013,6,4,35.0,42,40,2,0,1.000,10.80,0.42,0.00,0.00,0.00,0.06,0.48,16.31,-0.33,0.15,0.043,0.013
197,박정배,18SP,0.013,49,0,44.2,3,2,1,0,1.000,0.60,0.19,0.00,-0.14,0.02,0.08,0.15,3.90,0.00,0.15,0.013,0.013
198,송승준,18롯P,0.013,22,15,79.0,12,3,9,0,1.000,1.37,0.11,0.00,-0.14,0.04,0.14,0.15,2.20,0.00,0.15,0.013,0.013
199,박주홍,18한P,0.013,22,0,18.2,1,0,1,0,1.000,0.48,0.10,0.00,0.00,0.01,0.03,0.14,9.29,0.00,0.14,0.013,0.013
200,전유수,18SP,0.013,16,0,18.0,3,2,1,0,1.000,1.50,0.10,0.00,0.00,0.01,0.03,0.14,9.54,0.00,0.14,0.013,0.013
201,윤형준,18L1B,0.013,7,5,39.2,45,40,5,0,1.000,10.21,0.45,0.00,0.00,0.00,0.06,0.51,15.41,-0.37,0.14,0.047,0.013
202,최성영,18NP,0.013,28,8,64.1,8,3,5,0,1.000,1.12,-0.00,0.00,0.00,0.03,0.11,0.14,2.65,0.00,0.14,0.013,0.013
203,신범수,18KC,0.012,18,3,54.2,51,47,4,0,1.000,8.40,-0.09,0.00,-0.12,-0.22,0.08,-0.34,-7.49,0.48,0.14,-0.031,0.012
204,김종민,18NC,0.012,6,0,13.0,10,10,0,0,1.000,6.92,0.00,0.00,-0.07,0.06,0.02,0.01,0.99,0.12,0.13,0.001,0.012
205,이종혁,18KP,0.012,47,0,48.1,11,4,7,0,1.000,2.05,0.30,0.00,-0.14,-0.11,0.09,0.13,3.32,0.00,0.13,0.012,0.012
206,최충연,18삼P,0.012,70,0,85.0,8,2,6,0,1.000,0.85,-0.06,0.00,0.00,0.04,0.15,0.13,1.88,0.00,0.13,0.012,0.012
207,김창혁,18한C,0.012,2,1,9.1,8,5,2,1,.875,6.75,0.00,0.00,0.32,-0.09,-0.19,0.04,5.51,0.09,0.13,0.004,0.012
208,박민호,18SP,0.011,3,0,2.1,2,0,2,0,1.000,7.71,0.12,0.00,0.00,0.00,0.00,0.13,64.13,0.00,0.13,0.011,0.011
209,최원준,18두P,0.011,6,0,9.1,1,0,1,0,1.000,0.96,0.10,0.00,0.00,0.00,0.02,0.12,15.94,0.00,0.12,0.011,0.011
210,최지광,18삼P,0.011,6,0,8.2,2,1,1,0,1.000,2.08,0.10,0.00,0.00,0.00,0.02,0.12,16.96,0.00,0.12,0.011,0.011
211,이현호,18두P,0.011,15,2,28.0,2,1,1,0,1.000,0.64,0.06,0.00,0.00,0.01,0.05,0.12,5.20,0.00,0.12,0.011,0.011
212,조성운,18넥P,0.011,25,0,26.2,1,0,1,0,1.000,0.34,0.06,0.00,0.00,0.01,0.05,0.12,5.33,0.00,0.12,0.011,0.011
213,베렛,18NP,0.011,29,29,155.0,24,8,15,1,.958,1.34,-0.03,0.00,0.00,0.07,0.08,0.12,0.91,0.00,0.12,0.011,0.011
214,전인환,18LP,0.010,5,0,5.2,1,0,1,0,1.000,1.59,0.10,0.00,0.00,0.00,0.01,0.12,24.55,0.00,0.12,0.010,0.010
215,강지광,18SP,0.010,4,0,3.0,1,0,1,0,1.000,3.00,0.10,0.00,0.00,0.00,0.01,0.11,44.02,0.00,0.11,0.010,0.010
216,김시현,18삼P,0.010,4,0,5.0,1,0,1,0,1.000,1.80,0.10,0.00,0.00,0.00,0.01,0.11,27.47,0.00,0.11,0.010,0.010
217,윤성빈,18롯P,0.010,17,10,50.2,5,2,3,0,1.000,0.89,0.13,0.00,0.00,-0.11,0.09,0.11,2.66,0.00,0.11,0.010,0.010
218,김경태,18한P,0.010,3,0,2.2,1,0,1,0,1.000,3.38,0.10,0.00,0.00,0.00,0.00,0.11,49.20,0.00,0.11,0.010,0.010
219,이유찬,18두2B,0.009,19,2,47.2,25,14,11,0,1.000,4.72,-0.16,0.00,0.00,0.00,0.13,-0.03,-0.67,0.13,0.11,-0.002,0.009
220,박경태,18KP,0.009,4,0,6.1,1,0,1,0,1.000,1.42,0.09,0.00,0.00,0.00,0.01,0.10,19.80,0.00,0.10,0.009,0.009
221,이민호,18NP,0.009,50,0,50.0,8,1,7,0,1.000,1.44,-0.01,0.00,0.00,0.02,0.09,0.10,2.48,0.00,0.10,0.009,0.009
222,권정웅,18삼C,0.009,6,2,23.0,18,18,0,0,1.000,7.04,0.00,0.00,-0.19,0.04,0.04,-0.11,-5.97,0.21,0.10,-0.011,0.009
223,정동윤,18SP,0.009,2,0,2.2,2,1,1,0,1.000,6.75,0.09,0.00,0.00,0.00,0.00,0.10,43.39,0.00,0.10,0.009,0.009
224,양원혁,18L2B,0.008,5,2,19.0,4,0,3,1,.750,1.42,0.20,0.00,0.00,0.00,-0.15,0.06,3.47,0.04,0.09,0.005,0.008
225,김유신,18KP,0.008,10,2,13.0,2,1,1,0,1.000,1.39,0.06,0.00,0.00,0.01,0.02,0.09,8.16,0.00,0.09,0.008,0.008
226,박시영,18롯P,0.008,21,1,26.1,7,5,2,0,1.000,2.39,0.16,0.00,0.00,-0.12,0.05,0.09,3.99,0.00,0.09,0.008,0.008
227,변시원,18두P,0.007,10,0,10.2,1,0,1,0,1.000,0.84,0.06,0.00,0.00,0.01,0.02,0.08,9.36,0.00,0.08,0.007,0.007
228,김재현,18삼SS,0.007,3,0,4.0,1,0,1,0,1.000,2.25,0.05,0.00,0.00,0.00,0.01,0.06,18.20,0.02,0.08,0.005,0.007
229,현도훈,18두P,0.007,3,1,8.2,1,0,1,0,1.000,1.04,0.06,0.00,0.00,0.00,0.02,0.08,10.92,0.00,0.08,0.007,0.007
230,김종덕,18넥C,0.007,3,0,5.0,4,4,0,0,1.000,7.20,0.00,0.00,0.00,0.02,0.01,0.03,7.43,0.05,0.08,0.003,0.007
231,임준혁,18SP,0.007,6,0,7.1,1,0,1,0,1.000,1.23,0.06,0.00,0.00,0.00,0.01,0.08,12.42,0.00,0.08,0.007,0.007
232,고명성,18KSS,0.007,4,0,6.0,5,2,3,0,1.000,7.50,0.03,0.00,0.00,0.00,0.02,0.05,9.31,0.03,0.07,0.004,0.007
233,김태완,18넥1B,0.006,8,6,46.2,59,57,2,0,1.000,11.38,0.43,0.00,0.00,0.00,0.07,0.51,13.05,-0.44,0.07,0.046,0.006
234,배제성,18KP,0.006,3,0,4.0,2,1,1,0,1.000,4.50,0.06,0.00,0.00,0.00,0.01,0.07,20.57,0.00,0.07,0.006,0.006
235,이원준,18SP,0.006,3,1,3.2,2,1,1,0,1.000,4.91,0.06,0.00,0.00,0.00,0.01,0.07,22.20,0.00,0.07,0.006,0.006
236,김대우,18롯P,0.006,5,0,3.1,1,0,1,0,1.000,2.70,0.06,0.00,0.00,0.00,0.01,0.07,24.16,0.00,0.07,0.006,0.006
237,황수범,18삼P,0.006,2,0,2.1,1,0,1,0,1.000,3.86,0.06,0.00,0.00,0.00,0.00,0.07,33.38,0.00,0.07,0.006,0.006
238,이영준,18넥P,0.006,2,0,2.0,1,0,1,0,1.000,4.50,0.06,0.00,0.00,0.00,0.00,0.06,38.51,0.00,0.06,0.006,0.006
239,박성모,18두P,0.006,2,0,2.0,1,0,1,0,1.000,4.50,0.06,0.00,0.00,0.00,0.00,0.06,38.51,0.00,0.06,0.006,0.006
240,김사훈,18롯C,0.005,55,24,233.2,248,234,12,2,.992,9.48,-0.78,0.00,-1.24,-0.10,-0.04,-2.16,-11.06,2.22,0.06,-0.195,0.005
241,윤수호,18N두P,0.005,17,0,25.1,4,1,3,0,1.000,1.42,-0.00,0.00,0.00,0.01,0.05,0.06,2.64,0.00,0.06,0.005,0.005
242,김기연,18LC,0.004,2,0,3.0,1,1,0,0,1.000,3.00,0.00,0.00,0.00,0.01,0.00,0.02,7.43,0.03,0.05,0.002,0.004
243,조원빈,18NSS,0.004,1,0,2.0,2,0,2,0,1.000,9.00,0.03,0.00,0.00,0.00,0.01,0.04,20.95,0.01,0.05,0.003,0.004
244,곽빈,18두P,0.004,32,0,31.0,6,3,3,0,1.000,1.74,0.04,0.00,0.00,-0.05,0.06,0.05,1.79,0.00,0.05,0.004,0.004
245,박신지,18두P,0.004,17,0,21.0,1,1,0,0,1.000,0.43,-0.00,0.00,0.00,0.01,0.04,0.05,2.64,0.00,0.05,0.004,0.004
246,김세현,18KP,0.004,40,0,40.0,8,1,7,0,1.000,1.80,0.52,0.00,-0.57,0.02,0.07,0.04,1.33,0.00,0.04,0.004,0.004
247,이우성,18NLF,0.004,1,0,1.0,0,0,0,0,,0.00,0.00,0.04,0.00,0.00,0.00,0.04,47.10,0.00,0.04,0.004,0.004
248,강승호,18LS2B,0.004,51,50,424.1,276,119,148,9,.967,5.66,-0.10,0.00,0.00,0.00,-0.67,-0.77,-2.16,0.81,0.04,-0.069,0.004
249,유민상,18K1B,0.004,11,3,28.0,13,11,2,0,1.000,4.18,0.15,0.08,0.00,0.00,0.04,0.27,11.55,-0.23,0.04,0.024,0.004
250,류희운,18KP,0.003,29,2,44.0,5,0,4,1,.800,0.82,0.14,0.00,0.00,0.02,-0.12,0.04,0.95,0.00,0.04,0.003,0.003
251,이흥련,18두C,0.003,6,1,18.0,18,16,2,0,1.000,9.00,0.00,0.00,0.02,-0.18,0.03,-0.14,-9.03,0.17,0.03,-0.012,0.003
252,강민국,18N3B,0.003,4,0,5.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.01,0.01,3.56,0.02,0.03,0.001,0.003
253,최윤석,18한SS,0.003,2,0,4.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.01,0.01,3.73,0.02,0.03,0.001,0.003
254,백청훈,18SP,0.003,18,0,14.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.03,0.03,2.64,0.00,0.03,0.003,0.003
255,윤희상,18SP,0.003,46,1,51.0,5,1,4,0,1.000,0.88,0.06,0.00,-0.14,0.02,0.09,0.03,0.72,0.00,0.03,0.003,0.003
256,샌즈,18넥RF,0.003,24,20,178.2,49,44,5,0,1.000,2.47,0.32,0.70,0.00,0.00,0.13,1.15,7.69,-1.12,0.03,0.101,0.003
257,피어밴드,18KP,0.003,27,26,163.1,28,6,21,1,.964,1.49,-0.14,0.00,0.00,0.08,0.09,0.03,0.21,0.00,0.03,0.003,0.003
258,이형범,18NP,0.002,23,4,54.0,10,6,3,1,.900,1.50,0.10,0.00,0.00,0.03,-0.10,0.03,0.58,0.00,0.03,0.002,0.002
259,김택형,18SP,0.002,14,0,11.2,3,1,2,0,1.000,2.31,-0.00,0.00,0.00,0.01,0.02,0.03,2.64,0.00,0.03,0.002,0.002
260,배민관,18LP,0.002,8,0,11.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.02,0.02,2.64,0.00,0.02,0.002,0.002
261,장시윤,18L3B,0.002,1,1,4.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.01,0.01,3.38,0.01,0.02,0.001,0.002
262,김건국,18롯P,0.002,5,1,10.2,3,0,2,1,.667,1.69,0.19,0.00,0.00,0.01,-0.18,0.02,2.02,0.00,0.02,0.002,0.002
263,김정인,18넥P,0.001,2,2,7.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,2.64,0.00,0.02,0.001,0.001
264,김응민,18삼C,0.001,1,0,1.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.43,0.01,0.02,0.001,0.001
265,안상현,18S2B,0.001,1,0,3.0,3,2,1,0,1.000,9.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.92,0.01,0.01,0.001,0.001
266,김재균,18NP,0.001,4,1,5.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
267,배우열,18KP,0.001,5,0,5.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
268,윤강민,18NP,0.001,6,0,5.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
269,김성윤,18삼CF,0.001,1,0,4.2,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.01,0.01,0.000,0.001
270,최민준,18SP,0.001,2,0,5.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
271,김종수,18한P,0.001,3,0,5.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
272,최진행,18한LF,0.001,41,29,257.2,63,62,0,1,.984,2.17,2.82,-1.36,0.00,0.00,0.01,1.47,6.85,-1.46,0.01,0.134,0.001
273,임지섭,18LP,0.001,2,2,4.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
274,이상민,18넥P,0.001,4,0,4.2,1,1,0,0,1.000,1.93,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
275,양현종,18KP,0.001,29,29,184.1,20,3,17,0,1.000,0.98,-0.41,0.00,0.00,0.09,0.33,0.01,0.06,0.00,0.01,0.001,0.001
276,한주성,18두P,0.001,3,0,4.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
277,홍성민,18롯P,0.001,4,0,3.2,1,1,0,0,1.000,2.46,-0.00,0.00,0.00,0.00,0.01,0.01,2.64,0.00,0.01,0.001,0.001
278,장민재,18한P,0.001,34,3,59.2,10,5,4,1,.900,1.36,0.07,0.00,0.00,0.03,-0.09,0.01,0.16,0.00,0.01,0.001,0.001
279,정태승,18롯P,0.001,3,0,2.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,2.64,0.00,0.01,0.001,0.001
280,정재원,18한SP,0.000,2,0,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,2.64,0.00,0.01,0.000,0.000
281,김지성,18K3B,0.000,1,0,1.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.38,0.00,0.00,0.000,0.000
282,박준표,18KP,0.000,1,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,김용주,18KP,0.000,1,1,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
284,박정준,18넥P,0.000,2,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,최건,18KP,0.000,2,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
286,장민익,18두P,0.000,3,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
287,류재인,18NP,0.000,1,0,1.2,1,1,0,0,1.000,5.40,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,김기태,18삼P,0.000,1,0,1.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,허준혁,18두P,0.000,1,1,1.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
290,김태형,18LP,0.000,2,0,1.2,1,1,0,0,1.000,5.40,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,강승현,18한P,0.000,2,0,1.2,1,1,0,0,1.000,5.40,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
292,이준수,18KC,0.000,11,1,26.0,21,20,1,0,1.000,7.27,0.00,0.00,-0.14,-0.14,0.04,-0.24,-11.26,0.25,0.00,-0.022,0.000
293,봉민호,18SP,0.000,1,0,1.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
294,김태형,18LP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,문성현,18넥P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,장지훈,18삼P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
297,심규범,18NP,0.000,1,0,0.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,조성훈,18SP,0.000,1,0,0.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
299,임정우,18LP,0.000,2,0,0.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
300,성동현,18LP,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
301,이우석,18NP,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
,성동현,18LP,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.000,0.000
303,고영창,18KP,0.000,2,0,0.0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.000,0.000
304,신재웅,18SP,-0.000,54,0,52.0,12,1,10,1,.917,1.90,0.08,0.00,0.00,0.02,-0.11,-0.00,-0.08,0.00,-0.00,-0.000,-0.000
305,강진성,18NLF,-0.001,33,12,137.0,29,29,0,0,1.000,1.91,0.95,-0.41,0.00,0.00,0.11,0.64,5.63,-0.65,-0.01,0.058,-0.001
306,정우람,18한P,-0.001,55,0,53.0,7,3,4,0,1.000,1.19,-0.13,0.00,0.00,0.02,0.09,-0.01,-0.15,0.00,-0.01,-0.001,-0.001
307,이상화,18KP,-0.001,11,0,10.1,1,1,0,0,1.000,0.87,0.10,0.00,-0.14,0.00,0.02,-0.02,-1.81,0.00,-0.02,-0.001,-0.001
308,임준섭,18한P,-0.002,10,0,8.1,1,0,1,0,1.000,1.08,0.10,0.00,-0.14,0.00,0.01,-0.02,-2.88,0.00,-0.02,-0.002,-0.002
309,브리검,18넥P,-0.002,31,30,199.0,41,8,28,5,.878,1.63,0.53,0.00,0.00,0.09,-0.64,-0.02,-0.12,0.00,-0.02,-0.002,-0.002
310,김석환,18K1B,-0.003,1,0,4.0,4,4,0,0,1.000,9.00,0.00,0.00,0.00,0.00,0.01,0.01,1.91,-0.04,-0.03,0.001,-0.003
311,최성훈,18LP,-0.003,24,0,16.2,3,0,3,0,1.000,1.62,0.06,0.00,0.00,-0.13,0.03,-0.04,-2.66,0.00,-0.04,-0.003,-0.003
312,송광민,18한3B,-0.005,111,107,892.1,369,194,163,12,.968,3.60,0.08,0.00,0.00,0.00,-0.07,0.01,0.01,-0.06,-0.05,0.001,-0.005
313,고우석,18LP,-0.005,56,0,67.0,9,6,3,0,1.000,1.21,-0.07,0.00,0.00,-0.10,0.12,-0.05,-0.95,0.00,-0.05,-0.005,-0.005
314,문승원,18SP,-0.005,31,27,150.2,26,7,18,1,.962,1.49,-0.19,0.00,0.00,0.07,0.07,-0.05,-0.42,0.00,-0.05,-0.005,-0.005
315,손주인,18삼2B,-0.005,94,80,666.1,328,119,204,5,.985,4.36,-2.11,0.00,0.00,0.00,0.80,-1.31,-2.36,1.26,-0.05,-0.119,-0.005
316,문성주,18LCF,-0.005,3,0,4.0,2,2,0,0,1.000,4.50,0.22,-0.28,0.00,0.00,0.00,-0.07,-19.51,0.01,-0.06,-0.006,-0.005
317,김대우,18삼P,-0.005,8,7,36.1,6,0,5,1,.833,1.24,0.06,0.00,0.00,0.02,-0.14,-0.06,-1.96,0.00,-0.06,-0.005,-0.005
318,송은범,18한P,-0.006,68,0,79.1,26,5,19,2,.923,2.72,0.57,0.00,-0.14,-0.23,-0.26,-0.06,-0.95,0.00,-0.06,-0.006,-0.006
319,임기준,18KP,-0.006,55,0,56.0,14,2,10,2,.857,1.93,0.34,0.00,0.00,-0.11,-0.30,-0.07,-1.39,0.00,-0.07,-0.006,-0.006
320,전상현,18KP,-0.007,5,2,10.1,1,0,1,0,1.000,0.87,-0.10,0.00,0.00,0.00,0.02,-0.08,-9.34,0.00,-0.08,-0.007,-0.007
321,백상원,18삼2B,-0.008,4,1,13.0,6,2,4,0,1.000,4.15,-0.15,0.00,0.00,0.00,0.03,-0.12,-10.70,0.03,-0.09,-0.010,-0.008
322,국해성,18두RF,-0.009,8,4,43.0,8,8,0,0,1.000,1.67,0.12,0.00,0.00,0.00,0.03,0.15,4.22,-0.25,-0.10,0.014,-0.009
323,김영환,18K2B,-0.009,2,0,4.2,0,0,0,0,,0.00,-0.12,0.00,0.00,0.00,0.01,-0.10,-26.91,0.01,-0.10,-0.010,-0.009
324,이명우,18롯P,-0.009,59,1,44.0,15,2,12,1,.933,2.86,0.13,0.00,0.00,-0.11,-0.12,-0.11,-2.86,0.00,-0.11,-0.009,-0.009
325,김범수,18한P,-0.010,55,3,48.1,7,0,7,0,1.000,1.30,0.05,0.00,0.00,-0.25,0.09,-0.11,-2.69,0.00,-0.11,-0.010,-0.010
326,정찬헌,18LP,-0.010,66,0,65.0,10,4,6,0,1.000,1.39,-0.26,0.00,0.00,0.03,0.12,-0.11,-2.06,0.00,-0.11,-0.010,-0.010
