순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
165,소이현,20NP,0.027,1,0,12.1,3,0,3,0,1.000,2.19,0.26,0.00,0.00,0.01,0.02,0.29,28.20,0.00,0.29,0.027,0.027
166,장승현,20두C,0.027,1,4,62.1,51,49,2,0,1.000,7.36,0.00,0.00,-0.43,0.06,0.09,-0.28,-5.31,0.57,0.29,-0.026,0.027
167,박희수,20SP,0.026,2,0,24.2,4,0,4,0,1.000,1.46,0.21,0.00,0.00,0.02,0.05,0.28,13.38,0.00,0.28,0.026,0.026
168,문찬종,20키2B,0.026,1,0,9.0,4,2,2,0,1.000,4.00,0.23,0.00,0.00,0.00,0.02,0.25,33.37,0.02,0.27,0.024,0.026
169,백승건,20SP,0.025,3,7,29.1,3,0,3,0,1.000,0.92,0.19,0.00,0.00,0.02,0.06,0.26,10.79,0.00,0.26,0.025,0.025
170,박종기,20두P,0.024,1,5,26.0,4,1,3,0,1.000,1.39,0.19,0.00,0.00,0.02,0.05,0.26,11.85,0.00,0.26,0.024,0.024
171,강재민,20한P,0.024,1,0,49.0,10,1,9,0,1.000,1.84,0.19,0.00,0.00,-0.03,0.10,0.25,6.12,0.00,0.25,0.024,0.024
172,김성민,20키P,0.023,2,0,23.2,8,0,8,0,1.000,3.04,0.19,0.00,0.00,0.02,0.05,0.25,12.61,0.00,0.25,0.023,0.023
173,진명호,20롯P,0.023,2,0,31.1,4,2,2,0,1.000,1.15,0.16,0.00,0.00,0.02,0.06,0.24,9.26,0.00,0.24,0.023,0.023
174,김윤식,20LP,0.022,2,11,67.2,8,2,6,0,1.000,1.06,0.06,0.00,0.00,0.04,0.14,0.24,4.20,0.00,0.24,0.022,0.022
175,이대은,20KP,0.022,2,4,29.1,3,1,2,0,1.000,0.92,0.16,0.00,0.00,0.02,0.06,0.24,9.67,0.00,0.24,0.022,0.022
176,김범수,20한P,0.022,3,8,55.0,4,1,3,0,1.000,0.66,0.08,0.00,0.00,0.04,0.11,0.23,4.98,0.00,0.23,0.022,0.022
177,임규빈,20키P,0.021,2,0,37.2,3,1,2,0,1.000,0.72,0.12,0.00,0.00,0.02,0.08,0.22,7.13,0.00,0.22,0.021,0.021
178,킹엄,20SP,0.021,1,2,10.2,2,0,2,0,1.000,1.69,0.19,0.00,0.00,0.01,0.02,0.22,24.93,0.00,0.22,0.021,0.021
179,변시원,20KP,0.019,1,0,5.0,3,0,3,0,1.000,5.40,0.19,0.00,0.00,0.00,0.01,0.20,48.27,0.00,0.20,0.019,0.019
180,서호철,20N3B,0.018,2,1,10.0,3,1,2,0,1.000,2.70,0.13,0.00,0.00,0.00,0.03,0.16,19.22,0.02,0.18,0.017,0.018
181,변상권,20키CF,0.018,2,15,154.0,43,43,0,0,1.000,2.51,0.72,-0.80,0.00,0.00,0.08,-0.00,-0.01,0.19,0.19,-0.000,0.018
182,신정락,20한P,0.018,3,0,12.0,2,0,2,0,1.000,1.50,0.16,0.00,0.00,0.01,0.02,0.19,19.05,0.00,0.19,0.018,0.018
183,라이블리,20삼P,0.018,2,21,112.0,25,9,14,2,.920,1.85,0.29,0.00,0.00,0.07,-0.18,0.19,2.00,0.00,0.19,0.018,0.018
184,이용찬,20두P,0.018,2,5,26.2,5,2,3,0,1.000,1.69,0.12,0.00,0.00,0.02,0.05,0.19,8.38,0.00,0.19,0.018,0.018
185,최재원,20LCF,0.018,1,0,8.0,5,5,0,0,1.000,5.63,0.33,-0.14,0.00,0.00,0.01,0.20,29.31,-0.01,0.18,0.019,0.018
186,뷰캐넌,20삼P,0.017,3,27,174.2,33,7,25,1,.970,1.65,-0.09,0.00,0.00,0.12,0.15,0.18,1.22,0.00,0.18,0.017,0.017
187,윤호솔,20한P,0.017,1,0,6.0,3,1,2,0,1.000,4.50,0.16,0.00,0.00,0.00,0.01,0.18,35.28,0.00,0.18,0.017,0.017
188,양창섭,20삼P,0.017,1,0,6.2,2,0,2,0,1.000,2.70,0.16,0.00,0.00,0.00,0.01,0.18,31.74,0.00,0.18,0.017,0.017
189,김대우,20롯P,0.017,2,1,49.1,11,4,6,1,.909,1.82,0.38,0.00,-0.13,0.03,-0.10,0.18,4.27,0.00,0.18,0.017,0.017
190,박진태,20KP,0.017,2,0,18.2,3,2,1,0,1.000,1.45,0.13,0.00,0.00,0.01,0.04,0.18,11.27,0.00,0.18,0.017,0.017
191,김기환,20NLF,0.016,1,0,5.0,1,1,0,0,1.000,1.80,0.17,0.03,0.00,0.00,0.00,0.20,48.34,-0.03,0.17,0.019,0.016
192,서덕원,20KP,0.015,1,0,12.2,2,0,2,0,1.000,1.42,0.13,0.00,0.00,0.01,0.03,0.16,15.10,0.00,0.16,0.015,0.015
193,김재윤,20KP,0.015,2,0,60.2,6,1,5,0,1.000,0.89,-0.00,0.00,0.00,0.04,0.12,0.16,3.13,0.00,0.16,0.015,0.015
194,김강률,20두P,0.015,2,0,28.0,6,2,3,1,.833,1.61,0.28,0.00,0.00,0.02,-0.14,0.16,6.75,0.00,0.16,0.015,0.015
195,서균,20한P,0.015,1,0,7.1,0,0,0,0,,0.00,-0.17,0.00,0.31,0.00,0.01,0.16,25.60,0.00,0.16,0.015,0.015
196,김건태,20NP,0.015,2,0,35.0,2,0,2,0,1.000,0.51,0.06,0.00,0.00,0.02,0.07,0.16,5.31,0.00,0.16,0.015,0.015
197,데스파이네,20KP,0.015,2,34,207.2,37,14,23,0,1.000,1.60,-0.13,0.00,-0.13,0.00,0.42,0.15,0.89,0.00,0.15,0.015,0.015
198,윤성환,20삼P,0.014,2,5,18.2,3,1,2,0,1.000,1.45,0.10,0.00,0.00,0.01,0.04,0.15,9.40,0.00,0.15,0.014,0.014
199,김재열,20KP,0.013,2,0,17.1,1,0,1,0,1.000,0.52,0.10,0.00,0.00,0.01,0.03,0.14,9.87,0.00,0.14,0.013,0.013
200,장원삼,20롯P,0.013,2,4,34.0,6,3,3,0,1.000,1.59,0.05,0.00,0.00,0.02,0.07,0.14,4.87,0.00,0.14,0.013,0.013
201,김현준,20KP,0.013,2,0,14.1,1,0,1,0,1.000,0.63,0.10,0.00,0.00,0.01,0.03,0.14,11.27,0.00,0.14,0.013,0.013
202,이상민,20삼P,0.013,1,1,14.0,7,4,3,0,1.000,4.50,0.10,0.00,0.00,0.01,0.03,0.13,11.47,0.00,0.13,0.013,0.013
203,김강현,20롯C,0.013,1,0,9.0,6,6,0,0,1.000,6.00,0.00,0.00,0.00,0.04,0.01,0.05,6.78,0.08,0.13,0.005,0.013
204,이상규,20LP,0.012,3,0,31.0,3,0,3,0,1.000,0.87,0.05,0.00,0.00,0.02,0.06,0.13,5.04,0.00,0.13,0.012,0.012
205,문선재,20KLF,0.012,1,0,25.0,4,4,0,0,1.000,1.44,0.13,0.07,0.00,0.00,0.01,0.21,9.93,-0.08,0.13,0.020,0.012
206,강동호,20롯P,0.012,2,0,11.0,1,0,1,0,1.000,0.82,0.10,0.00,0.00,0.01,0.02,0.13,13.73,0.00,0.13,0.012,0.012
207,남호,20LP,0.011,1,3,18.1,1,0,1,0,1.000,0.49,0.06,0.00,0.00,0.01,0.04,0.11,7.36,0.00,0.11,0.011,0.011
208,정인욱,20삼P,0.010,1,0,5.1,1,0,1,0,1.000,1.69,0.10,0.00,0.00,0.00,0.01,0.11,24.93,0.00,0.11,0.010,0.010
209,황인준,20KP,0.010,1,0,4.0,2,1,1,0,1.000,4.50,0.10,0.00,0.00,0.00,0.01,0.11,32.18,0.00,0.11,0.010,0.010
210,윤규진,20한P,0.010,2,0,3.2,2,1,1,0,1.000,4.91,0.10,0.00,0.00,0.00,0.01,0.11,34.82,0.00,0.11,0.010,0.010
211,루친스키,20NP,0.009,2,30,183.0,36,13,20,3,.917,1.62,0.21,0.00,0.00,0.12,-0.23,0.10,0.65,0.00,0.10,0.009,0.009
212,권휘,20두P,0.009,1,0,13.2,1,0,1,0,1.000,0.66,0.06,0.00,0.00,0.01,0.03,0.10,8.63,0.00,0.10,0.009,0.009
213,문승원,20SP,0.009,3,25,145.2,23,4,16,3,.870,1.24,0.31,0.00,0.00,0.10,-0.31,0.09,0.77,0.00,0.09,0.009,0.009
214,지성준,20롯C,0.009,1,3,19.1,25,21,4,0,1.000,11.64,0.14,0.00,-0.13,-0.12,0.03,-0.08,-5.16,0.18,0.09,-0.008,0.009
215,최영환,20롯P,0.009,2,1,10.0,1,0,1,0,1.000,0.90,0.06,0.00,0.00,0.01,0.02,0.09,10.84,0.00,0.09,0.009,0.009
216,이정용,20LP,0.009,1,0,34.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.02,0.07,0.09,3.18,0.00,0.09,0.009,0.009
217,이형범,20두P,0.008,2,0,25.2,6,2,3,1,.833,1.75,0.22,0.00,0.00,0.02,-0.15,0.09,4.17,0.00,0.09,0.008,0.008
218,이민호,20LP,0.008,2,16,97.2,16,6,10,0,1.000,1.47,-0.17,0.00,0.00,0.06,0.20,0.09,1.10,0.00,0.09,0.008,0.008
219,박정수,20KNP,0.008,1,3,33.0,7,3,4,0,1.000,1.91,-0.00,0.00,0.00,0.02,0.07,0.09,3.18,0.00,0.09,0.008,0.008
220,함덕주,20두P,0.008,2,6,55.1,6,2,4,0,1.000,0.98,0.21,0.00,0.00,-0.23,0.11,0.09,1.87,0.00,0.09,0.008,0.008
221,김동혁,20키P,0.008,1,0,8.2,2,1,1,0,1.000,2.08,0.06,0.00,0.00,0.01,0.02,0.09,11.77,0.00,0.09,0.008,0.008
222,서동민,20SP,0.008,1,0,8.1,1,0,1,0,1.000,1.08,0.06,0.00,0.00,0.01,0.02,0.08,12.11,0.00,0.08,0.008,0.008
223,김영환,20KK2B,0.008,1,1,17.0,7,2,5,0,1.000,3.71,-0.00,0.00,0.00,0.00,0.05,0.05,3.59,0.03,0.08,0.005,0.008
224,한승혁,20롯P,0.008,1,0,7.0,3,2,1,0,1.000,3.86,0.06,0.00,0.00,0.00,0.01,0.08,13.81,0.00,0.08,0.008,0.008
225,김동한,20롯3B,0.007,2,9,154.1,60,19,38,3,.950,3.32,0.06,-0.09,0.00,0.00,-0.17,-0.19,-1.49,0.27,0.08,-0.018,0.007
226,이강준,20KP,0.007,2,0,5.2,1,0,1,0,1.000,1.59,0.06,0.00,0.00,0.00,0.01,0.08,16.70,0.00,0.08,0.007,0.007
227,양기현,20키P,0.007,1,0,23.1,3,0,3,0,1.000,1.16,0.02,0.00,0.00,0.02,0.05,0.08,3.96,0.00,0.08,0.007,0.007
228,러셀,20키2B,0.007,1,56,494.1,297,106,179,12,.960,5.19,-0.39,0.00,0.00,0.00,-1.12,-1.51,-3.65,1.59,0.08,-0.143,0.007
229,김태훈,20키P,0.007,3,2,64.0,17,2,14,1,.941,2.25,0.24,0.00,0.00,-0.09,-0.07,0.07,1.39,0.00,0.07,0.007,0.007
230,이주엽,20두P,0.007,1,0,3.1,1,0,1,0,1.000,2.70,0.06,0.00,0.00,0.00,0.01,0.07,25.51,0.00,0.07,0.007,0.007
231,류진욱,20NP,0.007,2,0,3.0,1,0,1,0,1.000,3.00,0.06,0.00,0.00,0.00,0.01,0.07,27.99,0.00,0.07,0.007,0.007
232,홍원표,20삼P,0.006,1,0,1.0,1,0,1,0,1.000,9.00,0.06,0.00,0.00,0.00,0.00,0.07,79.78,0.00,0.07,0.006,0.006
,양선률,20SP,0.006,1,0,1.0,1,0,1,0,1.000,9.00,0.06,0.00,0.00,0.00,0.00,0.07,79.78,0.00,0.07,0.006,0.006
234,한승주,20한P,0.006,1,1,1.2,1,0,1,0,1.000,5.40,0.06,0.00,0.00,0.00,0.00,0.07,47.83,0.00,0.07,0.006,0.006
235,최지광,20삼P,0.006,2,0,44.1,9,3,5,1,.889,1.62,0.27,0.00,0.00,-0.10,-0.11,0.06,1.58,0.00,0.06,0.006,0.006
236,송윤준,20한P,0.005,2,0,23.0,4,2,2,0,1.000,1.57,0.13,0.00,0.00,-0.12,0.05,0.05,2.77,0.00,0.05,0.005,0.005
237,이정훈,20KC,0.004,1,0,3.0,2,2,0,0,1.000,6.00,0.00,0.00,0.00,0.01,0.00,0.02,6.78,0.03,0.04,0.002,0.004
238,양우현,20삼2B,0.004,1,7,55.0,29,9,17,3,.897,4.26,0.41,0.00,0.00,0.00,-0.46,-0.06,-1.20,0.10,0.04,-0.005,0.004
239,정수민,20SP,0.004,1,3,15.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.03,0.04,3.18,0.00,0.04,0.004,0.004
240,오명진,20두2B,0.004,1,0,4.0,2,1,1,0,1.000,4.50,0.02,0.00,0.00,0.00,0.01,0.03,9.84,0.01,0.04,0.003,0.004
241,문성현,20키P,0.004,1,2,15.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.03,0.04,3.18,0.00,0.04,0.004,0.004
242,이상화,20KP,0.004,3,0,15.0,2,2,0,0,1.000,1.20,-0.00,0.00,0.00,0.01,0.03,0.04,3.18,0.00,0.04,0.004,0.004
243,허관회,20한C,0.004,1,1,7.0,10,10,0,0,1.000,12.86,0.00,0.00,-0.06,0.03,0.01,-0.03,-4.31,0.06,0.04,-0.002,0.004
244,문상인,20KC,0.003,1,0,7.0,2,2,0,0,1.000,2.57,0.00,0.00,0.00,-0.04,0.01,-0.03,-4.51,0.06,0.04,-0.003,0.003
245,김용의,20L1B,0.003,3,5,215.0,209,177,32,0,1.000,8.75,1.59,-0.23,0.00,0.00,0.35,1.71,9.50,-1.67,0.03,0.161,0.003
246,현원회,20SC,0.003,1,0,2.0,3,3,0,0,1.000,13.50,0.00,0.00,0.00,0.01,0.00,0.01,6.78,0.02,0.03,0.001,0.003
247,김병휘,20키2B,0.003,1,0,1.0,1,0,1,0,1.000,9.00,0.02,0.00,0.00,0.00,0.00,0.03,31.22,0.00,0.03,0.002,0.003
248,김진호,20NP,0.003,1,3,10.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.02,0.03,3.18,0.00,0.03,0.003,0.003
249,차우찬,20LP,0.002,3,13,64.0,9,0,8,1,.889,1.13,0.05,0.00,0.00,0.04,-0.07,0.02,0.47,0.00,0.02,0.002,0.002
250,류희운,20KP,0.002,2,0,8.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.02,0.02,3.18,0.00,0.02,0.002,0.002
251,이창재,20KP,0.002,1,0,8.0,2,1,1,0,1.000,2.25,-0.00,0.00,0.00,0.01,0.02,0.02,3.18,0.00,0.02,0.002,0.002
252,장웅정,20한P,0.002,1,2,7.2,1,1,0,0,1.000,1.17,-0.00,0.00,0.00,0.01,0.02,0.02,3.18,0.00,0.02,0.002,0.002
253,김기탁,20한P,0.002,1,0,7.0,1,1,0,0,1.000,1.29,-0.00,0.00,0.00,0.00,0.01,0.02,3.18,0.00,0.02,0.002,0.002
254,장필준,20삼P,0.002,2,2,36.0,3,1,2,0,1.000,0.75,-0.08,0.00,0.00,0.02,0.07,0.02,0.59,0.00,0.02,0.002,0.002
255,이상동,20KP,0.002,1,0,6.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,3.18,0.00,0.02,0.002,0.002
256,조제영,20두P,0.002,2,1,6.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,3.18,0.00,0.02,0.002,0.002
257,장원준,20두P,0.001,1,2,5.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,3.18,0.00,0.02,0.001,0.001
258,문대원,20두P,0.001,2,0,5.2,1,1,0,0,1.000,1.59,-0.00,0.00,0.00,0.00,0.01,0.02,3.18,0.00,0.02,0.001,0.001
259,이우찬,20LP,0.001,1,1,4.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
,류원석,20LP,0.001,2,1,4.2,2,2,0,0,1.000,3.86,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
261,성재헌,20LP,0.001,1,0,4.1,1,1,0,0,1.000,2.08,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
262,이교훈,20두P,0.001,1,0,4.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
263,문광은,20LP,0.001,2,0,4.0,1,1,0,0,1.000,2.25,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
264,김지용,20LP,0.001,1,0,3.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
265,박승주,20키P,0.001,1,0,3.2,1,1,0,0,1.000,2.46,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
266,박신지,20두P,0.001,1,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
267,최세창,20두P,0.001,1,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
268,윤희상,20SP,0.001,1,1,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
269,김성훈,20KP,0.001,1,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
270,정대현,20키P,0.001,1,1,2.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.18,0.00,0.01,0.001,0.001
271,문경찬,20KNP,0.001,2,0,52.0,2,0,2,0,1.000,0.35,-0.00,0.00,-0.13,0.03,0.10,0.01,0.15,0.00,0.01,0.001,0.001
272,김대유,20LP,0.001,2,0,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.18,0.00,0.01,0.001,0.001
,금민철,20KP,0.001,1,0,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.18,0.00,0.01,0.001,0.001
274,이선우,20KP,0.001,1,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.18,0.00,0.01,0.001,0.001
275,김찬호,20SP,0.001,1,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.18,0.00,0.01,0.001,0.001
,박주성,20키P,0.001,1,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.18,0.00,0.01,0.001,0.001
277,정태승,20롯P,0.000,1,0,1.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
278,정용운,20LP,0.000,1,0,1.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
279,김주온,20SP,0.000,2,0,31.0,2,1,1,0,1.000,0.58,-0.08,0.00,0.00,0.02,0.06,0.00,0.17,0.00,0.00,0.000,0.000
280,유원상,20KP,0.000,3,0,64.0,9,4,5,0,1.000,1.27,-0.03,0.00,-0.13,0.04,0.13,0.00,0.07,0.00,0.00,0.000,0.000
281,황동재,20삼P,0.000,1,0,1.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
282,백청훈,20LP,0.000,1,0,1.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
283,한선태,20LP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
,안인산,20NP,0.000,1,0,1.0,1,1,0,0,1.000,9.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
,김승범,20KP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
,김태경,20NP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
,차재용,20키P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
288,김민규,20두P,0.000,2,4,53.1,5,3,2,0,1.000,0.84,0.13,0.00,-0.13,-0.10,0.11,0.00,0.05,0.00,0.00,0.000,0.000
289,윤강민,20SP,0.000,1,0,0.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
290,이재익,20삼P,0.000,1,0,0.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
291,오태곤,20KLF,0.000,0,0,1.0,0,0,0,0,,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.63,0.00,0.00,-0.000,0.000
292,박시원,20NCF,0.000,1,0,1.0,0,0,0,0,,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.63,0.00,0.00,-0.000,0.000
293,구승민,20롯P,0.000,2,0,60.1,4,2,2,0,1.000,0.60,-0.16,0.00,0.00,0.04,0.12,0.00,0.02,0.00,0.00,0.000,0.000
294,박관진,20키P,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
,배창현,20두P,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
,차명진,20KP,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
,박세진,20KP,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.000,0.000
298,임형원,20NP,0.000,1,0,0.0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.000,0.000
,한승지,20KP,0.000,1,0,0.0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.000,0.000
300,임지열,20키RF,-0.000,1,0,1.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,-0.01,-0.01,0.000,-0.000
301,김태훈,20KLF,-0.001,1,0,2.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,-0.01,-0.01,0.000,-0.001
302,임현준,20삼P,-0.001,3,0,25.1,9,6,2,1,.889,2.84,0.26,0.00,-0.13,0.02,-0.15,-0.01,-0.39,0.00,-0.01,-0.001,-0.001
303,강윤구,20NP,-0.002,2,0,21.0,4,0,4,0,1.000,1.71,0.19,0.00,-0.13,-0.12,0.04,-0.02,-1.23,0.00,-0.02,-0.002,-0.002
304,장현식,20NKP,-0.002,2,3,41.0,7,2,5,0,1.000,1.54,-0.00,0.00,0.00,-0.11,0.08,-0.03,-0.73,0.00,-0.03,-0.002,-0.002
305,김정후,20키P,-0.003,1,0,3.0,1,0,1,0,1.000,3.00,0.10,0.00,-0.13,0.00,0.01,-0.03,-10.67,0.00,-0.03,-0.003,-0.003
306,김이환,20한P,-0.003,2,15,64.2,11,5,5,1,.909,1.39,-0.00,0.00,0.00,0.04,-0.07,-0.03,-0.52,0.00,-0.03,-0.003,-0.003
307,김재현,20키C,-0.003,1,0,7.0,3,2,1,0,1.000,3.86,0.00,0.00,-0.06,-0.04,0.01,-0.09,-15.59,0.06,-0.03,-0.009,-0.003
308,이거연,20S1B,-0.003,2,0,4.0,3,3,0,0,1.000,6.75,0.00,0.00,0.00,0.00,0.01,0.01,1.92,-0.04,-0.03,0.001,-0.003
309,김명신,20두P,-0.004,1,0,15.1,2,1,1,0,1.000,1.17,-0.08,0.00,0.00,0.01,0.03,-0.04,-2.91,0.00,-0.04,-0.004,-0.004
310,서예일,20두2B,-0.004,1,5,96.2,43,13,27,3,.930,3.72,0.01,0.00,0.00,0.00,-0.33,-0.32,-3.96,0.28,-0.04,-0.030,-0.004
311,임준섭,20한P,-0.005,2,1,8.2,1,0,1,0,1.000,1.04,0.06,0.00,0.00,-0.13,0.02,-0.05,-6.74,0.00,-0.05,-0.005,-0.005
312,채지선,20두P,-0.005,3,0,33.0,7,5,2,0,1.000,1.91,0.12,0.00,-0.13,-0.11,0.07,-0.05,-1.94,0.00,-0.05,-0.005,-0.005
313,유영준,20N2B,-0.005,1,0,10.0,3,1,2,0,1.000,2.70,-0.10,0.00,0.00,0.00,0.03,-0.07,-8.55,0.02,-0.05,-0.007,-0.005
314,김현민,20한2B,-0.005,1,0,8.0,7,3,3,1,.857,6.75,0.11,0.00,0.00,0.00,-0.18,-0.07,-10.43,0.01,-0.06,-0.007,-0.005
315,강현우,20KC,-0.005,2,6,81.1,62,50,11,1,.984,6.75,-0.04,0.00,-0.02,-0.65,-0.08,-0.79,-11.68,0.74,-0.06,-0.075,-0.005
316,윤수강,20NC,-0.006,1,0,5.0,3,3,0,0,1.000,5.40,0.00,0.00,0.00,-0.11,0.01,-0.11,-25.30,0.05,-0.06,-0.010,-0.006
317,신성현,20두1B,-0.006,1,0,9.0,6,6,0,0,1.000,6.00,0.00,0.00,0.00,0.00,0.01,0.01,1.92,-0.08,-0.07,0.001,-0.006
318,조용호,20KLF,-0.006,3,92,720.1,158,151,6,1,.994,1.96,2.86,0.77,0.00,0.00,0.21,3.84,6.39,-3.91,-0.07,0.363,-0.006
319,심창민,20삼P,-0.007,1,0,20.1,1,0,1,0,1.000,0.44,0.34,0.00,-0.13,-0.32,0.04,-0.07,-4.28,0.00,-0.07,-0.007,-0.007
320,김선기,20키P,-0.007,1,0,22.0,1,1,0,0,1.000,0.41,-0.00,0.00,-0.13,0.01,0.04,-0.07,-3.98,0.00,-0.07,-0.007,-0.007
321,허윤동,20삼P,-0.007,2,11,45.0,5,0,5,0,1.000,1.00,-0.19,0.00,0.00,0.03,0.09,-0.07,-1.98,0.00,-0.07,-0.007,-0.007
322,박지규,20L2B,-0.007,1,0,4.0,5,3,2,0,1.000,11.25,-0.09,0.00,0.00,0.00,0.01,-0.08,-24.49,0.01,-0.07,-0.008,-0.007
323,최정원,20N2B,-0.008,2,6,100.0,43,22,19,2,.954,3.69,0.02,0.03,0.00,0.00,-0.20,-0.16,-1.86,0.07,-0.08,-0.015,-0.008
324,정영일,20SP,-0.008,2,0,23.1,2,0,2,0,1.000,0.77,-0.01,0.00,-0.13,0.02,0.05,-0.08,-4.29,0.00,-0.08,-0.008,-0.008
325,핀토,20SP,-0.008,2,30,162.0,33,11,22,0,1.000,1.83,-0.52,0.00,0.00,0.11,0.32,-0.09,-0.63,0.00,-0.09,-0.008,-0.008
326,박상원,20한P,-0.008,2,0,58.0,13,5,7,1,.923,1.86,0.09,0.00,-0.13,0.04,-0.08,-0.09,-1.81,0.00,-0.09,-0.008,-0.008
327,김재현,20SLF,-0.009,2,4,36.1,10,10,0,0,1.000,2.48,0.31,-0.23,0.00,0.00,0.02,0.11,3.47,-0.19,-0.09,0.010,-0.009
328,스트레일리,20롯P,-0.009,2,31,194.2,30,13,14,3,.900,1.25,-0.01,0.00,0.00,0.13,-0.21,-0.10,-0.59,0.00,-0.10,-0.009,-0.009
329,신용수,20롯RF,-0.009,1,2,17.1,2,2,0,0,1.000,1.04,-0.10,0.08,0.00,0.00,0.01,-0.01,-0.38,-0.09,-0.10,-0.001,-0.009
330,백승민,20삼1B,-0.010,1,3,23.0,29,26,3,0,1.000,11.35,0.07,0.00,0.00,0.00,0.04,0.11,5.53,-0.21,-0.10,0.010,-0.010
