순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
331,정영일,19SP,-0.012,44,0,42.0,6,0,6,0,1.000,1.29,-0.16,0.00,0.00,-0.05,0.09,-0.11,-3.24,0.00,-0.11,-0.012,-0.012
332,윤여운,19NC,-0.012,2,0,6.0,5,4,0,1,.800,6.00,0.00,0.00,0.00,0.02,-0.19,-0.17,-33.62,0.05,-0.12,-0.017,-0.012
333,윤명준,19두P,-0.012,69,0,68.1,16,6,10,0,1.000,2.11,0.33,0.00,-0.50,-0.11,0.15,-0.12,-2.10,0.00,-0.12,-0.012,-0.012
334,서폴드,19한P,-0.012,31,31,192.1,35,8,23,4,.886,1.45,0.17,0.00,0.00,0.08,-0.37,-0.12,-0.75,0.00,-0.12,-0.012,-0.012
335,이현동,19삼RF,-0.013,1,1,7.0,3,2,0,1,.667,2.57,0.21,-0.11,0.00,0.00,-0.19,-0.09,-15.37,-0.03,-0.12,-0.010,-0.013
336,장원삼,19LP,-0.014,8,3,14.2,3,2,1,0,1.000,1.84,-0.05,0.00,-0.12,0.01,0.03,-0.13,-10.93,0.00,-0.13,-0.014,-0.014
337,노시환,19한1B,-0.015,77,46,431.2,300,222,71,7,.977,6.11,1.53,0.00,-0.06,-0.19,-0.37,0.92,2.54,-1.06,-0.14,0.096,-0.015
338,황대인,19K1B,-0.015,9,5,48.0,44,40,4,0,1.000,8.25,0.14,0.00,0.00,0.00,0.09,0.23,5.65,-0.37,-0.15,0.024,-0.015
339,김세현,19KP,-0.017,10,0,8.2,2,1,1,0,1.000,2.08,0.06,0.00,-0.25,0.00,0.02,-0.16,-22.15,0.00,-0.16,-0.017,-0.017
340,해즐베이커,19KCF,-0.017,11,10,84.0,27,25,1,1,.963,2.79,-0.78,0.70,0.00,0.00,-0.15,-0.23,-3.29,0.07,-0.16,-0.024,-0.017
341,양현,19키P,-0.017,29,3,40.2,10,2,8,0,1.000,2.21,-0.27,0.00,0.00,0.02,0.09,-0.16,-4.77,0.00,-0.16,-0.017,-0.017
342,박주홍,19한P,-0.017,29,6,38.1,9,1,6,2,.778,1.64,0.13,0.00,0.00,0.02,-0.31,-0.17,-5.24,0.00,-0.17,-0.017,-0.017
343,김승현,19삼P,-0.018,14,0,12.2,2,1,1,0,1.000,1.42,0.05,0.00,-0.12,-0.13,0.03,-0.17,-16.35,0.00,-0.17,-0.018,-0.018
344,임기준,19KP,-0.018,52,0,36.2,12,2,8,2,.833,2.46,0.26,0.00,0.00,-0.12,-0.32,-0.18,-5.86,0.00,-0.18,-0.018,-0.018
345,유영준,19N1B,-0.020,3,1,10.0,14,12,2,0,1.000,12.60,-0.15,0.00,0.00,0.00,0.02,-0.13,-15.50,-0.06,-0.19,-0.014,-0.020
346,이태양,19한P,-0.021,55,1,66.2,16,4,9,3,.813,1.76,0.22,0.00,0.00,0.03,-0.45,-0.20,-3.59,0.00,-0.20,-0.021,-0.021
347,장지수,19KP,-0.021,13,0,16.1,2,0,1,1,.500,0.55,-0.05,0.00,0.00,0.01,-0.16,-0.21,-15.09,0.00,-0.21,-0.021,-0.021
348,강지광,19SP,-0.021,25,0,27.1,8,1,6,1,.875,2.31,-0.08,0.00,0.00,0.01,-0.14,-0.21,-9.10,0.00,-0.21,-0.021,-0.021
349,장운호,19한LF,-0.022,6,2,25.0,3,2,1,0,1.000,1.08,-0.63,0.53,0.00,0.00,0.02,-0.08,-3.97,-0.12,-0.20,-0.009,-0.022
350,장지훈,19삼P,-0.022,13,0,14.1,2,0,1,1,.500,0.63,-0.05,0.00,0.00,0.01,-0.17,-0.21,-17.63,0.00,-0.21,-0.022,-0.022
351,이승진,19SP,-0.022,17,2,19.0,3,1,2,0,1.000,1.42,-0.26,0.00,0.00,0.01,0.04,-0.21,-13.30,0.00,-0.21,-0.022,-0.022
352,나성범,19NCF,-0.023,23,23,201.2,49,49,0,0,1.000,2.19,0.32,-0.75,0.00,0.00,0.13,-0.29,-1.75,0.06,-0.23,-0.029,-0.023
353,장민재,19한P,-0.024,26,22,119.1,17,4,13,0,1.000,1.28,-0.55,0.00,0.00,0.05,0.27,-0.23,-2.33,0.00,-0.23,-0.024,-0.024
354,라이블리,19삼P,-0.024,9,9,57.0,10,5,4,1,.900,1.42,-0.19,0.00,0.00,0.02,-0.07,-0.23,-4.91,0.00,-0.23,-0.024,-0.024
355,김이환,19한P,-0.024,11,8,38.0,7,1,5,1,.857,1.42,-0.14,0.00,0.00,0.02,-0.11,-0.23,-7.40,0.00,-0.23,-0.024,-0.024
356,김태연,19한3B,-0.026,8,0,15.1,8,4,3,1,.875,4.11,-0.08,0.00,0.00,0.00,-0.16,-0.24,-18.85,-0.01,-0.25,-0.025,-0.026
357,배정대,19KDH,-0.026,57,12,206.1,66,64,1,1,.985,2.84,0.06,-0.15,0.00,0.00,-0.07,-0.17,-0.97,-0.08,-0.25,-0.017,-0.026
358,남태혁,19S1B,-0.028,2,2,13.0,12,12,0,0,1.000,8.31,-0.19,0.00,0.00,0.00,0.02,-0.16,-15.16,-0.11,-0.27,-0.017,-0.028
359,이우성,19NLF,-0.028,2,0,4.0,0,0,0,0,,0.00,-0.26,-0.00,0.00,0.00,0.00,-0.26,-77.02,-0.02,-0.28,-0.026,-0.028
360,최정용,19K2B,-0.029,8,3,36.0,20,11,8,1,.950,4.75,-0.15,0.00,0.00,0.00,-0.12,-0.27,-8.91,-0.01,-0.28,-0.028,-0.029
361,류희운,19KP,-0.030,1,1,2.1,1,0,1,0,1.000,3.86,-0.30,0.00,0.00,0.00,0.01,-0.29,-150.51,0.00,-0.29,-0.030,-0.030
362,이형범,19두P,-0.032,67,0,61.0,17,3,12,2,.882,2.21,-0.01,0.00,0.00,-0.04,-0.26,-0.31,-6.13,0.00,-0.31,-0.032,-0.032
363,허일,19롯CF,-0.033,30,19,162.2,44,41,2,1,.977,2.38,-0.21,0.20,0.00,0.00,-0.08,-0.09,-0.68,-0.22,-0.32,-0.010,-0.033
364,김재율,19L3B,-0.033,4,4,19.0,7,1,6,0,1.000,3.32,-0.39,0.00,0.00,0.00,0.05,-0.34,-21.43,0.03,-0.31,-0.036,-0.033
365,정인욱,19삼P,-0.033,12,2,21.2,7,2,5,0,1.000,2.91,-0.26,0.00,-0.12,0.01,0.05,-0.32,-17.80,0.00,-0.32,-0.033,-0.033
366,정찬헌,19LP,-0.035,13,0,10.0,0,0,0,0,,0.00,-0.36,0.00,0.00,0.00,0.02,-0.34,-40.46,0.00,-0.34,-0.035,-0.035
367,예진원,19키LF,-0.035,2,2,18.0,5,5,0,0,1.000,2.50,-0.14,-0.13,0.00,0.00,0.01,-0.26,-17.09,-0.09,-0.35,-0.026,-0.035
368,김진형,19N1B,-0.036,7,4,39.0,43,41,2,0,1.000,9.92,-0.09,0.00,0.00,0.00,0.07,-0.02,-0.66,-0.32,-0.34,-0.002,-0.036
369,정진기,19SRF,-0.037,12,3,42.0,12,11,1,0,1.000,2.57,0.15,-0.32,0.00,0.00,0.03,-0.14,-4.01,-0.21,-0.35,-0.015,-0.037
370,이학주,19삼SS,-0.037,117,110,938.1,459,158,282,19,.959,4.22,-4.16,0.00,0.00,0.00,-0.84,-5.00,-6.38,4.64,-0.36,-0.515,-0.037
371,하준영,19KP,-0.038,59,0,52.2,15,5,9,1,.933,2.39,-0.31,0.00,0.00,0.02,-0.08,-0.37,-8.32,0.00,-0.37,-0.038,-0.038
372,양종민,19L3B,-0.038,18,14,119.2,53,22,27,4,.925,3.69,0.13,0.00,0.00,0.00,-0.48,-0.36,-3.56,-0.00,-0.36,-0.038,-0.038
373,이동훈,19한LF,-0.038,13,5,72.1,20,20,0,0,1.000,2.49,0.36,-0.60,0.00,0.00,0.04,-0.20,-3.23,-0.17,-0.37,-0.020,-0.038
374,박준혁,19한LF,-0.038,3,0,8.0,0,0,0,0,,0.00,-0.35,-0.00,0.00,0.00,0.00,-0.34,-51.54,-0.03,-0.37,-0.036,-0.038
375,박한이,19삼RF,-0.042,12,7,64.1,15,14,0,1,.933,1.96,0.05,0.02,0.00,0.00,-0.15,-0.09,-1.61,-0.32,-0.41,-0.009,-0.042
376,오정환,19K2B,-0.042,22,5,76.0,34,14,19,1,.971,3.91,-0.48,0.00,0.00,0.00,-0.01,-0.49,-7.76,0.09,-0.40,-0.052,-0.042
377,송명기,19NP,-0.042,2,1,3.0,0,0,0,0,,0.00,-0.43,0.00,0.00,0.00,0.01,-0.42,-166.93,0.00,-0.42,-0.042,-0.042
378,서균,19한P,-0.043,7,0,4.1,1,1,0,0,1.000,2.08,-0.43,0.00,0.00,0.00,0.01,-0.41,-114.61,0.00,-0.41,-0.043,-0.043
379,문상철,19K1B,-0.043,20,13,105.1,115,102,9,4,.965,9.48,1.07,0.00,0.00,0.00,-0.61,0.46,5.17,-0.87,-0.41,0.047,-0.043
380,황영국,19한P,-0.044,6,0,4.0,0,0,0,0,,0.00,-0.44,0.00,0.00,0.00,0.01,-0.43,-128.29,0.00,-0.43,-0.044,-0.044
381,류제국,19LP,-0.044,11,11,53.1,10,5,4,1,.900,1.52,-0.37,0.00,0.00,0.02,-0.08,-0.43,-9.63,0.00,-0.43,-0.044,-0.044
382,정상호,19LC,-0.045,21,6,64.0,51,47,4,0,1.000,7.17,-0.34,0.00,-0.49,-0.21,0.08,-0.96,-17.92,0.52,-0.43,-0.100,-0.045
383,임현준,19삼P,-0.046,71,0,42.1,5,2,3,0,1.000,1.06,-0.31,0.00,-0.25,0.02,0.10,-0.45,-12.62,0.00,-0.45,-0.046,-0.046
384,백진우,19한DH,-0.046,16,16,106.2,23,22,1,0,1.000,1.94,0.02,-0.00,0.00,0.00,0.06,0.08,0.95,-0.52,-0.44,0.009,-0.046
385,정준혁,19롯LF,-0.047,4,2,24.0,2,2,0,0,1.000,0.75,-0.29,-0.06,0.00,0.00,0.01,-0.33,-16.47,-0.12,-0.45,-0.034,-0.047
386,최정민,19KCF,-0.048,3,2,14.0,3,3,0,0,1.000,1.93,-0.40,-0.06,0.00,0.00,0.01,-0.44,-37.98,-0.01,-0.45,-0.047,-0.048
387,김지수,19키2B,-0.048,68,3,141.1,68,29,37,2,.971,4.20,-0.68,0.00,0.00,0.00,-0.04,-0.71,-6.04,0.25,-0.46,-0.074,-0.048
388,장현식,19NP,-0.050,53,0,54.2,11,3,7,1,.909,1.65,-0.29,0.00,0.00,-0.11,-0.08,-0.48,-10.57,0.00,-0.48,-0.050,-0.050
389,정은원,19한2B,-0.050,142,137,1192.2,735,300,422,13,.982,5.45,-2.59,0.00,0.00,0.00,0.13,-2.46,-2.47,1.98,-0.48,-0.254,-0.050
390,박윤철,19한P,-0.050,15,3,30.0,6,2,3,1,.833,1.50,-0.12,0.00,-0.25,0.01,-0.13,-0.49,-19.53,0.00,-0.49,-0.050,-0.050
391,류형우,19L1B,-0.050,9,3,29.0,17,16,1,0,1.000,5.28,-0.42,0.00,0.00,0.00,0.06,-0.36,-14.70,-0.13,-0.49,-0.037,-0.050
392,문규현,19롯3B,-0.051,37,15,153.0,81,29,49,3,.963,4.59,-0.55,0.00,0.00,0.00,-0.17,-0.72,-5.65,0.24,-0.49,-0.075,-0.051
393,이보근,19키P,-0.052,19,0,16.2,1,0,1,0,1.000,0.54,-0.30,0.00,-0.25,0.01,0.04,-0.50,-36.17,0.00,-0.50,-0.052,-0.052
394,김성훈,19한P,-0.052,15,1,22.1,1,0,1,0,1.000,0.40,-0.56,0.00,0.00,0.01,0.05,-0.50,-27.03,0.00,-0.50,-0.052,-0.052
395,임기영,19KP,-0.052,12,8,48.2,6,1,4,1,.833,0.93,-0.44,0.00,0.00,0.02,-0.09,-0.51,-12.46,0.00,-0.51,-0.052,-0.052
396,서상우,19L1B,-0.052,3,0,6.1,7,6,1,0,1.000,9.95,-0.47,0.00,0.00,0.00,0.01,-0.45,-85.86,-0.05,-0.50,-0.047,-0.052
397,안치영,19K3B,-0.052,3,1,13.0,5,1,4,0,1.000,3.46,-0.56,0.00,0.00,0.00,0.03,-0.53,-48.58,0.02,-0.51,-0.054,-0.052
398,조상우,19키P,-0.052,48,0,47.1,8,3,4,1,.875,1.33,-0.44,0.00,0.00,0.02,-0.09,-0.51,-12.88,0.00,-0.51,-0.052,-0.052
399,김택형,19SP,-0.054,26,0,23.1,4,2,2,0,1.000,1.54,-0.31,0.00,0.00,-0.26,0.05,-0.52,-26.65,0.00,-0.52,-0.054,-0.054
400,박진형,19롯P,-0.054,41,0,40.1,6,1,4,1,.833,1.12,-0.30,0.00,0.00,-0.12,-0.11,-0.53,-15.59,0.00,-0.53,-0.054,-0.054
401,홍건희,19KP,-0.055,21,14,81.2,17,5,9,3,.824,1.54,-0.15,0.00,0.00,0.03,-0.42,-0.54,-7.86,0.00,-0.54,-0.055,-0.055
402,이인행,19KRF,-0.056,8,6,37.0,7,7,0,0,1.000,1.70,-0.15,-0.24,0.00,0.00,0.03,-0.35,-11.39,-0.18,-0.54,-0.037,-0.056
403,김민,19KP,-0.056,27,26,150.2,26,13,13,0,1.000,1.55,-0.94,0.00,0.00,0.06,0.34,-0.54,-4.29,0.00,-0.54,-0.056,-0.056
404,임지섭,19LP,-0.056,8,0,6.2,1,0,0,1,.000,0.00,-0.36,0.00,0.00,0.00,-0.18,-0.55,-98.16,0.00,-0.55,-0.056,-0.056
405,백승민,19삼1B,-0.057,8,5,53.0,61,57,3,1,.984,10.19,-0.00,0.00,0.00,0.00,-0.11,-0.11,-2.43,-0.44,-0.54,-0.011,-0.057
406,한현희,19키P,-0.057,61,0,58.0,19,4,11,4,.790,2.33,0.09,0.00,0.00,0.02,-0.67,-0.56,-11.49,0.00,-0.56,-0.057,-0.057
407,박치국,19두P,-0.060,61,0,52.0,12,2,9,1,.917,1.90,-0.52,0.00,0.00,0.02,-0.08,-0.58,-13.35,0.00,-0.58,-0.060,-0.060
408,고장혁,19KDH,-0.060,18,10,88.1,33,16,13,4,.879,2.96,0.01,0.00,0.00,0.00,-0.57,-0.56,-7.53,-0.02,-0.58,-0.058,-0.060
409,김상수,19키P,-0.061,67,0,56.2,10,2,8,0,1.000,1.59,-0.75,0.00,0.00,0.02,0.13,-0.60,-12.58,0.00,-0.60,-0.061,-0.061
410,임창민,19NP,-0.061,20,0,15.0,3,0,2,1,.667,1.20,-0.44,0.00,0.00,0.01,-0.17,-0.60,-47.62,0.00,-0.60,-0.061,-0.061
411,김태훈,19SP,-0.061,71,0,69.2,9,3,6,0,1.000,1.16,-0.13,0.00,-0.25,-0.37,0.16,-0.60,-10.24,0.00,-0.60,-0.061,-0.061
412,서준원,19롯P,-0.062,33,16,97.0,25,10,15,0,1.000,2.32,-0.74,0.00,-0.12,0.04,0.22,-0.60,-7.43,0.00,-0.60,-0.062,-0.062
413,채드벨,19한P,-0.063,29,29,177.1,36,7,27,2,.944,1.73,-0.69,0.00,0.00,0.07,-0.00,-0.61,-4.13,0.00,-0.61,-0.063,-0.063
414,이창진,19KCF,-0.063,132,117,1017.1,312,287,20,5,.984,2.72,-2.11,0.07,0.00,0.00,-0.27,-2.31,-2.72,1.70,-0.61,-0.238,-0.063
415,산체스,19SP,-0.066,28,28,165.0,17,4,12,1,.941,0.87,-0.89,0.00,0.00,0.07,0.17,-0.64,-4.67,0.00,-0.64,-0.066,-0.066
416,문동욱,19한P,-0.066,12,1,15.2,3,1,1,1,.667,1.15,-0.49,0.00,0.00,0.01,-0.16,-0.65,-49.41,0.00,-0.65,-0.066,-0.066
417,김영규,19NP,-0.067,30,10,66.1,10,4,6,0,1.000,1.36,-0.83,0.00,0.00,0.03,0.15,-0.65,-11.69,0.00,-0.65,-0.067,-0.067
418,박종훈,19SP,-0.068,28,28,144.0,30,3,27,0,1.000,1.88,-1.05,0.00,0.00,0.06,0.32,-0.66,-5.50,0.00,-0.66,-0.068,-0.068
419,김민우,19한P,-0.068,16,12,68.0,13,4,8,1,.923,1.59,-0.65,0.00,0.00,0.03,-0.05,-0.66,-11.69,0.00,-0.66,-0.068,-0.068
420,신정락,19L한P,-0.069,44,1,44.2,6,2,2,2,.667,0.81,-0.00,0.00,-0.25,-0.12,-0.30,-0.67,-17.82,0.00,-0.67,-0.069,-0.069
421,김종수,19한P,-0.069,35,0,31.0,4,1,2,1,.750,0.87,-0.30,0.00,-0.25,0.01,-0.13,-0.67,-25.73,0.00,-0.67,-0.069,-0.069
422,윤영삼,19키P,-0.070,54,0,62.2,10,3,6,1,.900,1.29,-0.65,0.00,0.00,0.03,-0.06,-0.68,-12.97,0.00,-0.68,-0.070,-0.070
423,최영환,19롯P,-0.072,15,0,19.0,5,4,1,0,1.000,2.37,-0.75,0.00,0.00,0.01,0.04,-0.70,-44.23,0.00,-0.70,-0.072,-0.072
424,김범수,19한P,-0.073,45,16,103.0,14,4,9,1,.929,1.14,-0.07,0.00,-0.25,-0.42,0.03,-0.71,-8.25,0.00,-0.71,-0.073,-0.073
425,임동휘,19키3B,-0.073,8,3,30.0,12,7,3,2,.833,3.00,-0.38,0.00,0.00,0.00,-0.32,-0.70,-28.11,-0.00,-0.70,-0.073,-0.073
426,최승민,19NCF,-0.074,9,2,24.1,11,11,0,0,1.000,4.07,-0.09,-0.68,0.00,0.00,0.02,-0.76,-37.54,0.04,-0.72,-0.078,-0.074
427,김영환,19K2B,-0.076,7,3,28.0,10,4,6,0,1.000,3.21,-0.87,0.00,0.00,0.00,0.07,-0.80,-34.29,0.07,-0.73,-0.084,-0.076
428,안상현,19S2B,-0.076,63,19,293.0,167,62,99,6,.964,4.95,-0.86,0.00,0.00,0.00,-0.49,-1.36,-5.54,0.62,-0.73,-0.141,-0.076
429,구승민,19롯P,-0.078,41,0,36.0,4,2,1,1,.750,0.75,-0.25,0.00,0.00,-0.39,-0.12,-0.76,-25.14,0.00,-0.76,-0.078,-0.078
430,김기훈,19KP,-0.079,19,16,79.1,10,3,5,2,.800,0.91,-0.58,0.00,0.00,0.03,-0.22,-0.77,-11.56,0.00,-0.77,-0.079,-0.079
431,이현호,19두P,-0.079,16,8,40.1,3,1,1,1,.667,0.45,-0.68,0.00,0.00,0.02,-0.11,-0.77,-22.89,0.00,-0.77,-0.079,-0.079
432,맥과이어,19삼P,-0.081,21,21,112.1,21,5,13,3,.857,1.44,-0.48,0.00,0.00,0.05,-0.35,-0.78,-8.36,0.00,-0.78,-0.081,-0.081
433,원종현,19NP,-0.082,60,0,60.0,11,3,7,1,.909,1.50,-0.76,0.00,0.00,0.03,-0.06,-0.80,-15.94,0.00,-0.80,-0.082,-0.082
434,고영창,19KP,-0.086,55,0,54.0,10,1,7,2,.800,1.33,-0.44,0.00,0.00,-0.11,-0.28,-0.83,-18.50,0.00,-0.83,-0.086,-0.086
435,우규민,19삼P,-0.086,54,0,59.0,12,3,7,2,.833,1.53,-0.59,0.00,0.00,0.02,-0.27,-0.84,-16.98,0.00,-0.84,-0.086,-0.086
436,고승민,19롯2B,-0.088,29,19,185.0,115,48,65,2,.983,5.50,-1.17,0.00,0.00,0.00,0.02,-1.15,-7.44,0.31,-0.84,-0.119,-0.088
437,이인혁,19NRF,-0.094,5,2,21.0,5,5,0,0,1.000,2.14,-0.53,-0.34,0.00,0.00,0.02,-0.85,-48.46,-0.07,-0.92,-0.086,-0.094
438,헤일리,19삼P,-0.094,19,19,87.2,17,8,7,2,.882,1.54,-0.75,0.00,0.00,0.04,-0.20,-0.91,-12.45,0.00,-0.91,-0.094,-0.094
439,김태균,19한1B,-0.094,31,30,223.1,214,198,15,1,.995,8.58,0.75,0.00,0.00,0.00,0.20,0.95,5.07,-1.87,-0.92,0.097,-0.094
440,정성종,19롯P,-0.097,32,0,49.2,12,6,5,1,.917,1.99,-0.86,0.00,0.00,0.02,-0.09,-0.93,-22.40,0.00,-0.93,-0.097,-0.097
441,김민수,19롯3B,-0.099,11,10,89.0,23,9,13,1,.957,2.23,-1.16,0.00,0.00,0.00,0.05,-1.10,-14.83,0.15,-0.96,-0.114,-0.099
442,김경태,19한P,-0.105,17,0,11.0,4,1,3,0,1.000,3.27,-0.71,0.00,0.00,-0.33,0.02,-1.02,-110.51,0.00,-1.02,-0.105,-0.105
443,김원중,19롯P,-0.108,28,17,102.1,15,3,12,0,1.000,1.32,-1.32,0.00,0.00,0.04,0.23,-1.05,-12.25,0.00,-1.05,-0.108,-0.108
444,이원석,19삼3B,-0.108,88,87,722.0,184,45,126,13,.929,2.13,-1.71,0.00,0.00,0.00,-0.54,-2.25,-3.74,1.20,-1.05,-0.232,-0.108
445,김강민,19SCF,-0.108,122,100,947.1,276,264,9,3,.989,2.59,-4.34,1.72,0.00,0.00,-0.01,-2.62,-3.31,1.57,-1.05,-0.271,-0.108
446,이민우,19KP,-0.111,32,6,61.1,8,2,4,2,.750,0.88,-0.84,0.00,0.00,0.03,-0.26,-1.07,-20.94,0.00,-1.07,-0.111,-0.111
447,조셉,19L1B,-0.111,45,44,357.0,387,350,33,4,.990,9.66,2.06,0.00,0.00,0.00,-0.16,1.89,6.35,-2.98,-1.08,0.195,-0.111
448,한동희,19롯3B,-0.112,52,46,401.0,164,75,80,9,.945,3.48,-0.47,0.00,0.00,0.00,-0.72,-1.19,-3.54,0.12,-1.07,-0.124,-0.112
449,김재현,19SRF,-0.112,58,7,141.2,29,29,0,0,1.000,1.84,-0.26,-0.59,0.00,0.00,0.10,-0.75,-6.35,-0.33,-1.09,-0.077,-0.112
450,박지규,19L2B,-0.113,10,5,45.0,17,11,5,1,.941,3.20,-1.08,0.00,0.00,0.00,-0.09,-1.18,-31.28,0.08,-1.10,-0.120,-0.113
451,박승욱,19SK1B,-0.119,95,52,552.0,425,324,96,5,.988,6.85,0.15,0.00,0.00,0.00,0.20,0.35,0.76,-1.49,-1.14,0.036,-0.119
452,최주환,19두2B,-0.119,74,69,522.0,294,119,172,3,.990,5.02,-2.36,0.00,0.00,0.00,0.59,-1.76,-4.05,0.62,-1.15,-0.183,-0.119
453,강윤구,19NP,-0.122,67,0,56.1,7,1,6,0,1.000,1.12,-0.95,0.00,-0.25,-0.11,0.13,-1.18,-25.03,0.00,-1.18,-0.122,-0.122
454,최윤석,19한SS,-0.122,7,3,32.0,14,3,9,2,.857,3.38,-1.06,0.00,0.00,0.00,-0.30,-1.36,-50.88,0.16,-1.20,-0.138,-0.122
455,금민철,19KP,-0.122,14,14,57.0,12,2,8,2,.833,1.58,-0.95,0.00,0.00,0.02,-0.27,-1.20,-25.10,0.00,-1.20,-0.122,-0.122
456,김준완,19NRF,-0.124,7,4,38.1,7,7,0,0,1.000,1.64,-0.87,-0.19,0.00,0.00,0.03,-1.03,-32.16,-0.18,-1.21,-0.106,-0.124
457,이우성,19NKLF,-0.124,37,29,242.1,55,53,1,1,.982,2.01,0.07,0.01,0.00,0.00,-0.07,0.00,0.01,-1.20,-1.20,0.000,-0.124
458,고효준,19롯P,-0.127,75,0,62.1,9,1,5,3,.667,0.87,-0.53,0.00,0.00,-0.24,-0.46,-1.23,-23.56,0.00,-1.23,-0.127,-0.127
459,최성영,19NP,-0.127,26,15,82.1,12,2,9,1,.917,1.20,-1.13,0.00,-0.12,0.03,-0.01,-1.23,-17.87,0.00,-1.23,-0.127,-0.127
460,김인환,19한1B,-0.127,17,14,97.0,89,83,5,1,.989,8.17,-0.39,0.00,0.00,0.00,-0.03,-0.42,-5.18,-0.79,-1.21,-0.044,-0.127
461,오재원,19두2B,-0.131,90,44,484.0,294,126,161,7,.976,5.34,-1.73,0.00,0.00,0.00,-0.30,-2.03,-5.01,0.77,-1.26,-0.211,-0.131
462,김정훈,19NP,-0.132,38,0,42.0,14,4,8,2,.857,2.57,-1.00,0.00,0.00,0.02,-0.31,-1.28,-36.57,0.00,-1.28,-0.132,-0.132
463,강진성,19NLF,-0.133,27,16,135.2,28,26,1,1,.964,1.79,-0.21,-0.28,0.00,0.00,-0.12,-0.61,-5.41,-0.68,-1.29,-0.063,-0.133
464,이대호,19롯1B,-0.134,21,20,147.2,158,140,17,1,.994,9.57,-0.13,0.00,0.00,0.00,0.06,-0.07,-0.57,-1.23,-1.30,-0.007,-0.134
465,이승호,19키P,-0.139,23,23,122.2,23,4,16,3,.870,1.47,-1.08,0.00,0.00,0.05,-0.32,-1.36,-13.23,0.00,-1.36,-0.139,-0.139
466,고영우,19K3B,-0.139,1,1,6.0,0,0,0,0,,0.00,-1.54,0.00,0.00,0.00,0.02,-1.52,-303.19,0.01,-1.51,-0.140,-0.139
467,허정협,19키LF,-0.148,20,15,107.0,19,19,0,0,1.000,1.60,-0.30,-0.66,0.00,0.00,0.06,-0.89,-10.00,-0.53,-1.43,-0.093,-0.148
468,변우혁,19한1B,-0.150,27,14,134.0,136,124,11,1,.993,9.07,-0.40,0.00,0.00,0.00,0.04,-0.36,-3.19,-1.09,-1.45,-0.037,-0.150
469,로하스,19KCF,-0.150,133,129,1087.2,294,280,8,6,.980,2.38,-1.25,0.80,0.00,0.00,-0.55,-1.00,-1.11,-0.48,-1.48,-0.102,-0.150
470,김민수,19KP,-0.152,28,11,81.2,11,4,5,2,.818,0.99,-1.30,0.00,0.00,0.03,-0.22,-1.48,-21.73,0.00,-1.48,-0.152,-0.152
471,윌슨,19LP,-0.153,30,30,185.0,36,11,20,5,.861,1.51,-0.99,0.00,0.00,0.08,-0.58,-1.49,-9.65,0.00,-1.49,-0.153,-0.153
472,페르난데스,19두1B,-0.154,15,15,117.0,111,105,3,3,.973,8.31,-0.14,0.00,0.00,0.00,-0.39,-0.54,-5.48,-1.00,-1.53,-0.054,-0.154
473,이영하,19두P,-0.155,29,27,163.1,29,4,22,3,.897,1.43,-1.34,0.00,0.00,0.07,-0.23,-1.51,-11.03,0.00,-1.51,-0.155,-0.155
474,박석민,19N3B,-0.156,65,61,475.1,134,45,78,11,.918,2.33,-1.49,0.00,0.00,0.00,-0.85,-2.34,-5.89,0.80,-1.54,-0.238,-0.156
475,국해성,19두RF,-0.157,15,10,80.0,21,19,0,2,.905,2.14,-0.03,-0.75,0.00,0.00,-0.34,-1.12,-16.76,-0.40,-1.52,-0.116,-0.157
476,전병우,19롯1B,-0.159,18,12,100.2,80,67,11,2,.975,6.97,-0.88,0.00,0.00,0.00,-0.19,-1.07,-12.74,-0.44,-1.51,-0.113,-0.159
477,이명기,19KNRF,-0.159,71,70,607.2,161,158,2,1,.994,2.37,0.18,-0.21,0.00,0.00,0.14,0.11,0.21,-1.66,-1.55,0.011,-0.159
478,린드블럼,19두P,-0.161,30,30,194.2,25,13,10,2,.920,1.06,-1.69,0.00,0.00,0.08,0.04,-1.57,-9.66,0.00,-1.57,-0.161,-0.161
479,박계범,19삼SS,-0.162,54,47,415.1,191,77,105,9,.953,3.94,-2.39,0.00,0.00,0.00,-0.60,-3.00,-8.64,1.42,-1.58,-0.308,-0.162
480,박정권,19S1B,-0.163,7,4,42.1,37,37,0,0,1.000,7.87,-1.30,0.00,0.00,0.00,0.08,-1.23,-34.67,-0.35,-1.58,-0.127,-0.163
481,유장혁,19한LF,-0.167,25,15,137.1,35,35,0,0,1.000,2.29,-1.27,0.02,0.00,0.00,0.08,-1.18,-10.27,-0.43,-1.61,-0.122,-0.167
482,임준섭,19한P,-0.178,34,6,49.1,14,3,10,1,.929,2.37,-1.53,0.00,-0.12,0.02,-0.09,-1.72,-41.85,0.00,-1.72,-0.178,-0.178
483,최진행,19한LF,-0.191,44,36,267.0,68,68,0,0,1.000,2.29,0.40,-1.06,0.00,0.00,0.14,-0.52,-2.32,-1.33,-1.85,-0.053,-0.191
484,공민규,19삼1B,-0.194,17,14,119.0,97,86,9,2,.979,7.19,-0.70,0.00,0.00,0.00,-0.19,-0.89,-8.97,-0.99,-1.89,-0.092,-0.194
