순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
165,최정용,17S3B,0.023,2,1,11.0,2,1,1,0,1.000,1.64,0.19,0.00,0.00,0.00,0.03,0.22,24.24,0.02,0.24,0.021,0.023
166,박정진,17한P,0.022,55,0,48.0,5,0,4,1,.800,0.75,0.17,0.00,0.14,0.03,-0.10,0.24,6.01,0.00,0.24,0.022,0.022
167,고우석,17LP,0.022,25,0,26.0,3,1,2,0,1.000,1.04,0.17,0.00,0.00,0.01,0.05,0.24,11.08,0.00,0.24,0.022,0.022
168,소사,17LP,0.021,30,29,185.1,22,3,17,2,.909,0.97,0.14,0.00,0.00,0.10,-0.01,0.23,1.48,0.00,0.23,0.021,0.021
169,성의준,17삼3B,0.021,9,1,25.0,10,6,4,0,1.000,3.60,0.12,0.00,0.00,0.00,0.06,0.18,8.58,0.05,0.23,0.017,0.021
170,김민우,17한P,0.020,4,2,7.1,4,1,3,0,1.000,4.91,0.20,0.00,0.00,0.00,0.02,0.22,36.17,0.00,0.22,0.020,0.020
171,이충호,17한P,0.020,21,0,11.1,7,0,7,0,1.000,5.56,0.03,0.00,0.30,-0.13,0.02,0.22,23.36,0.00,0.22,0.020,0.020
172,한승혁,17KP,0.020,36,0,39.0,11,2,8,1,.909,2.31,0.44,0.00,0.00,-0.11,-0.12,0.21,6.52,0.00,0.21,0.020,0.020
173,조정훈,17롯P,0.018,26,0,23.0,3,1,2,0,1.000,1.17,0.13,0.00,0.00,0.01,0.05,0.19,10.13,0.00,0.19,0.018,0.018
174,린드블럼,17롯P,0.018,12,12,72.2,8,2,5,1,.875,0.87,0.20,0.00,0.00,0.04,-0.05,0.19,3.18,0.00,0.19,0.018,0.018
175,김시현,17삼P,0.018,17,0,21.1,3,1,2,0,1.000,1.27,0.13,0.00,0.00,0.01,0.04,0.19,10.68,0.00,0.19,0.018,0.018
176,우동균,17삼LF,0.017,5,1,14.0,3,3,0,0,1.000,1.93,0.43,-0.19,0.00,0.00,0.01,0.25,21.16,-0.07,0.18,0.024,0.017
177,서진용,17SP,0.017,42,0,46.0,4,0,4,0,1.000,0.78,0.06,0.00,0.00,0.02,0.10,0.18,4.68,0.00,0.18,0.017,0.017
178,이영하,17두P,0.016,20,3,35.2,6,1,4,1,.833,1.26,0.28,0.00,0.00,0.02,-0.13,0.18,5.97,0.00,0.18,0.016,0.016
179,이성곤,17두LF,0.016,1,0,3.0,1,1,0,0,1.000,3.00,0.18,0.00,0.00,0.00,0.00,0.19,74.78,-0.02,0.17,0.018,0.016
180,박세진,17kP,0.015,4,3,11.1,2,0,2,0,1.000,1.59,0.13,0.00,0.00,0.01,0.02,0.16,17.37,0.00,0.16,0.015,0.015
181,윤수호,17NP,0.014,40,0,47.0,10,2,7,1,.900,1.72,0.54,0.00,-0.31,0.03,-0.10,0.16,3.95,0.00,0.16,0.014,0.014
182,오태곤,17롯k1B,0.013,52,35,306.2,99,24,69,6,.939,2.73,-0.02,0.00,0.00,0.00,-0.40,-0.42,-1.65,0.57,0.14,-0.039,0.013
183,도태훈,17N3B,0.013,30,7,121.1,64,20,41,3,.953,4.53,0.04,0.00,0.00,0.00,-0.27,-0.23,-2.23,0.37,0.14,-0.021,0.013
184,박상언,17한C,0.013,4,0,9.0,6,6,0,0,1.000,6.00,0.00,0.00,0.00,0.04,0.01,0.06,7.44,0.08,0.14,0.005,0.013
185,최지광,17삼P,0.012,11,6,25.0,5,3,2,0,1.000,1.80,0.07,0.00,0.00,0.01,0.05,0.13,6.43,0.00,0.13,0.012,0.012
186,정찬헌,17LP,0.012,61,0,61.2,15,1,11,3,.800,1.75,0.78,0.00,0.00,-0.17,-0.47,0.14,2.67,0.00,0.14,0.012,0.012
187,박정음,17넥CF,0.012,71,34,359.2,97,93,1,3,.969,2.35,0.28,0.10,0.00,0.00,-0.40,-0.02,-0.05,0.14,0.13,-0.001,0.012
188,김세현,17넥KP,0.012,48,0,50.0,5,2,3,0,1.000,0.90,-0.00,0.00,0.00,0.03,0.10,0.13,3.10,0.00,0.13,0.012,0.012
189,김재윤,17kP,0.012,41,0,37.1,3,0,3,0,1.000,0.72,0.03,0.00,0.00,0.02,0.08,0.13,4.11,0.00,0.13,0.012,0.012
190,홍성무,17kP,0.011,7,0,6.1,1,0,1,0,1.000,1.42,0.11,0.00,0.00,0.00,0.01,0.12,23.08,0.00,0.12,0.011,0.011
191,정용운,17KP,0.011,25,11,59.1,11,3,7,1,.909,1.52,0.17,0.00,0.00,0.03,-0.08,0.12,2.46,0.00,0.12,0.011,0.011
192,박진태,17KP,0.011,38,2,57.2,13,3,10,0,1.000,2.03,0.13,0.00,-0.16,0.03,0.12,0.12,2.52,0.00,0.12,0.011,0.011
193,이정훈,17KC,0.011,4,0,7.1,10,10,0,0,1.000,12.27,0.00,0.00,0.00,0.03,0.01,0.05,7.44,0.07,0.11,0.004,0.011
194,이영욱,17삼CF,0.010,4,0,7.0,1,1,0,0,1.000,1.29,0.09,-0.00,0.00,0.00,0.00,0.09,16.20,0.01,0.11,0.009,0.010
195,홍성용,17kP,0.010,37,1,39.0,6,0,5,1,.833,1.15,0.20,0.00,0.00,0.02,-0.12,0.11,3.24,0.00,0.11,0.010,0.010
196,채상현,17넥RF,0.009,4,3,28.0,12,12,0,0,1.000,3.86,0.39,-0.15,0.00,0.00,0.02,0.25,10.87,-0.15,0.10,0.024,0.009
197,이민우,17KP,0.009,4,2,12.2,2,1,1,0,1.000,1.42,0.07,0.00,0.00,0.01,0.03,0.10,9.49,0.00,0.10,0.009,0.009
198,최성영,17NP,0.009,7,0,11.1,1,1,0,0,1.000,0.79,0.07,0.00,0.00,0.01,0.02,0.10,10.24,0.00,0.10,0.009,0.009
199,백승현,17LSS,0.009,9,9,69.0,39,12,25,2,.949,4.83,-0.11,0.00,0.00,0.00,-0.18,-0.29,-5.01,0.38,0.09,-0.027,0.009
200,김주형,17K3B,0.009,52,27,274.2,136,70,62,4,.971,4.33,0.28,0.00,0.00,0.00,-0.13,0.15,0.67,-0.06,0.09,0.014,0.009
201,허건엽,17SP,0.008,8,0,8.1,1,0,1,0,1.000,1.08,0.07,0.00,0.00,0.00,0.02,0.09,12.80,0.00,0.09,0.008,0.008
202,임익준,17한2B,0.008,25,10,113.2,57,27,29,1,.983,4.43,-0.18,0.00,0.00,0.00,0.06,-0.12,-1.29,0.21,0.09,-0.011,0.008
203,조상우,17넥P,0.008,13,7,44.1,9,2,7,0,1.000,1.83,-0.03,0.00,0.00,0.02,0.09,0.08,2.28,0.00,0.08,0.008,0.008
204,송신영,17한P,0.008,5,0,6.1,2,1,1,0,1.000,2.84,0.07,0.00,0.00,0.00,0.01,0.08,15.87,0.00,0.08,0.008,0.008
205,강승현,17한P,0.007,31,1,38.1,13,4,8,1,.923,2.82,0.18,0.00,0.00,0.02,-0.12,0.08,2.45,0.00,0.08,0.007,0.007
206,박유연,17두C,0.007,3,0,5.0,1,1,0,0,1.000,1.80,0.00,0.00,0.00,0.02,0.01,0.03,7.44,0.05,0.08,0.003,0.007
207,강진성,17N3B,0.007,9,0,22.0,5,4,1,0,1.000,2.05,0.05,-0.00,0.00,0.00,0.04,0.08,4.32,-0.00,0.08,0.007,0.007
208,강영식,17롯P,0.007,4,0,2.1,1,0,1,0,1.000,3.86,0.07,0.00,0.00,0.00,0.00,0.07,37.75,0.00,0.07,0.007,0.007
209,문선엽,17삼LF,0.007,1,0,3.0,1,1,0,0,1.000,3.00,0.08,0.00,0.00,0.00,0.00,0.09,34.42,-0.02,0.07,0.008,0.007
210,최영필,17KP,0.007,2,0,1.1,1,0,1,0,1.000,6.75,0.07,0.00,0.00,0.00,0.00,0.07,63.73,0.00,0.07,0.007,0.007
211,민태호,17NP,0.006,7,0,8.2,2,0,2,0,1.000,2.08,0.17,0.00,0.00,-0.13,0.02,0.06,8.52,0.00,0.06,0.006,0.006
212,브리검,17넥P,0.005,24,24,144.0,23,4,18,1,.957,1.38,-0.12,0.00,0.00,0.08,0.10,0.06,0.46,0.00,0.06,0.005,0.005
213,임정우,17LP,0.005,17,0,16.2,2,1,1,0,1.000,1.08,0.01,0.00,0.00,0.01,0.03,0.05,3.71,0.00,0.05,0.005,0.005
214,정훈,17롯2B,0.004,49,26,222.0,118,70,45,3,.975,4.66,0.11,0.11,0.00,0.00,-0.22,0.01,0.03,0.04,0.05,0.001,0.004
215,김정혁,17삼3B,0.004,29,22,199.1,104,77,26,1,.990,4.65,0.11,0.00,0.00,0.00,0.26,0.37,2.24,-0.33,0.05,0.034,0.004
216,임현준,17삼P,0.004,11,0,10.2,5,3,2,0,1.000,4.22,0.17,0.00,-0.16,0.01,0.02,0.05,5.08,0.00,0.05,0.004,0.004
217,류희운,17kP,0.004,24,14,81.0,9,2,5,2,.778,0.78,0.23,0.00,0.00,0.04,-0.23,0.04,0.65,0.00,0.04,0.004,0.004
218,유재신,17넥KCF,0.004,18,2,46.2,13,13,0,0,1.000,2.51,0.01,-0.01,0.00,0.00,0.03,0.02,0.64,0.02,0.04,0.002,0.004
219,백용환,17KC,0.003,11,2,28.0,23,22,1,0,1.000,7.39,-0.33,0.00,0.00,0.06,0.04,-0.22,-9.45,0.26,0.04,-0.021,0.003
220,송승준,17롯P,0.003,30,22,130.1,25,11,13,1,.960,1.66,-0.11,0.00,0.00,0.07,0.07,0.04,0.34,0.00,0.04,0.003,0.003
221,임창용,17KP,0.003,51,0,50.0,5,0,4,1,.800,0.72,0.10,0.00,0.00,0.03,-0.10,0.04,0.84,0.00,0.04,0.003,0.003
222,박치국,17두P,0.003,21,3,32.0,8,3,5,0,1.000,2.25,0.10,0.00,-0.16,0.02,0.07,0.03,1.22,0.00,0.03,0.003,0.003
223,안성무,17삼P,0.003,5,3,11.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.02,0.03,3.10,0.00,0.03,0.003,0.003
224,이태양,17한P,0.002,16,12,59.0,13,3,9,1,.923,1.83,0.07,0.00,0.00,0.03,-0.08,0.02,0.49,0.00,0.02,0.002,0.002
225,전용훈,17두P,0.002,7,0,9.0,1,0,1,0,1.000,1.00,-0.00,0.00,0.00,0.00,0.02,0.02,3.10,0.00,0.02,0.002,0.002
226,김명찬,17KP,0.002,6,0,5.0,3,1,2,0,1.000,5.40,0.01,0.00,0.00,0.00,0.01,0.02,5.13,0.00,0.02,0.002,0.002
227,유재유,17LP,0.002,3,0,5.0,2,1,1,0,1.000,3.60,0.01,0.00,0.00,0.00,0.01,0.02,5.13,0.00,0.02,0.002,0.002
228,오윤성,17넥P,0.002,6,0,7.2,2,0,2,0,1.000,2.35,0.13,0.00,0.00,-0.13,0.02,0.02,3.27,0.00,0.02,0.002,0.002
229,오설리반,17넥P,0.002,3,2,8.0,2,1,1,0,1.000,2.25,-0.00,0.00,0.00,0.00,0.02,0.02,3.10,0.00,0.02,0.002,0.002
230,정영일,17SP,0.002,9,0,8.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.02,0.02,3.10,0.00,0.02,0.002,0.002
231,이승현,17삼P,0.002,30,0,31.2,5,1,4,0,1.000,1.42,-0.06,0.00,0.00,0.02,0.07,0.02,0.78,0.00,0.02,0.002,0.002
232,남재현,17KP,0.002,9,0,7.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.02,0.02,3.10,0.00,0.02,0.002,0.002
233,김홍빈,17넥P,0.002,3,0,7.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.02,0.02,3.10,0.00,0.02,0.002,0.002
234,김건태,17넥P,0.001,5,0,6.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,3.10,0.00,0.02,0.001,0.001
,손주영,17LP,0.001,5,0,6.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,3.10,0.00,0.02,0.001,0.001
236,강태율,17롯C,0.001,1,0,1.0,1,1,0,0,1.000,9.00,0.00,0.00,0.00,0.00,0.00,0.01,7.44,0.01,0.02,0.001,0.001
237,황경태,17두3B,0.001,2,0,2.0,1,1,0,0,1.000,4.50,-0.00,0.00,0.00,0.00,0.01,0.01,3.45,0.01,0.01,0.001,0.001
238,김주성,17L3B,0.001,1,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.03,0.01,0.01,0.001,0.001
239,진명호,17롯P,0.001,4,0,5.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
240,박정준,17넥P,0.001,4,0,4.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
241,박종윤,17넥P,0.001,1,0,4.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
242,박경태,17KP,0.001,3,0,4.0,1,1,0,0,1.000,2.25,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
243,노경은,17롯P,0.001,9,2,14.2,1,0,1,0,1.000,0.61,0.11,0.00,0.00,-0.13,0.03,0.01,0.79,0.00,0.01,0.001,0.001
244,신승현,17LP,0.001,3,0,3.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
245,배민관,17LP,0.001,4,0,3.2,1,1,0,0,1.000,2.46,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
246,배힘찬,17KP,0.001,2,1,3.1,1,1,0,0,1.000,2.70,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
247,여건욱,17LP,0.001,3,0,3.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
248,박승주,17넥P,0.001,1,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
249,김정빈,17SP,0.001,2,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
,정동윤,17SP,0.001,2,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
251,이수민,17삼P,0.001,1,0,2.2,1,1,0,0,1.000,3.38,-0.00,0.00,0.00,0.00,0.01,0.01,3.10,0.00,0.01,0.001,0.001
252,정동현,17KP,0.001,1,1,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.001,0.001
253,박주현,17넥P,0.001,2,0,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.001,0.001
254,차재용,17롯P,0.001,3,0,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.001,0.001
255,장지훈,17삼P,0.001,4,0,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.001,0.001
256,안규현,17삼P,0.000,1,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.000,0.000
,조근종,17kP,0.000,1,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.000,0.000
258,장민익,17두P,0.000,3,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.000,0.000
259,최원재,17kP,0.000,4,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.10,0.00,0.01,0.000,0.000
260,이창열,17한2B,0.000,1,0,1.0,1,1,0,0,1.000,9.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.000,0.000
261,이건욱,17SP,0.000,2,0,1.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
262,손동욱,17넥P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
,김종훈,17KP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
,고봉재,17두P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
,김해수,17넥P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
,성영훈,17두P,0.000,1,0,1.0,1,0,1,0,1.000,9.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
,임진우,17두P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
,김도영,17kP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
269,홍재호,17K2B,0.000,1,0,0.2,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.000,0.000
270,류재인,17NP,0.000,1,0,0.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
271,이용호,17두P,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.000,0.000
272,조승수,17두P,0.000,1,0,0.0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.000,0.000
273,박지훈,17KP,-0.000,18,0,14.0,4,2,2,0,1.000,2.57,-0.04,0.00,0.00,0.01,0.03,-0.00,-0.00,0.00,-0.00,-0.000,-0.000
274,김경태,17한P,-0.000,19,0,12.2,7,2,5,0,1.000,4.97,0.10,0.00,0.00,-0.13,0.03,-0.00,-0.23,0.00,-0.00,-0.000,-0.000
275,이종환,17한RF,-0.000,1,0,1.0,0,0,0,0,,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.19,-0.01,-0.01,0.000,-0.000
276,김대우,17롯1B,-0.001,1,0,1.0,1,1,0,0,1.000,9.00,-0.00,0.00,0.00,0.00,0.00,0.00,1.87,-0.01,-0.01,0.000,-0.001
277,김상수,17넥P,-0.001,60,0,61.1,8,2,5,1,.875,1.03,0.03,0.00,0.00,0.03,-0.07,-0.01,-0.15,0.00,-0.01,-0.001,-0.001
278,장준원,17LSS,-0.001,7,2,17.0,7,4,3,0,1.000,3.71,-0.16,0.00,0.00,0.00,0.06,-0.10,-7.26,0.09,-0.01,-0.010,-0.001
279,김지수,17넥2B,-0.001,56,5,138.1,59,28,31,0,1.000,3.84,-0.68,0.00,-0.08,0.01,0.33,-0.42,-3.64,0.41,-0.01,-0.039,-0.001
280,이우성,17두RF,-0.001,1,0,2.0,0,0,0,0,,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.19,-0.01,-0.01,0.000,-0.001
281,나성용,17삼1B,-0.001,1,0,2.0,2,2,0,0,1.000,9.00,-0.00,0.00,0.00,0.00,0.00,0.00,1.87,-0.02,-0.02,0.000,-0.001
282,이호준,17N1B,-0.001,2,0,2.0,2,2,0,0,1.000,9.00,-0.00,0.00,0.00,0.00,0.00,0.00,1.87,-0.02,-0.02,0.000,-0.001
283,유영준,17N1B,-0.002,2,0,4.0,2,2,0,0,1.000,4.50,-0.00,0.00,0.00,0.00,0.01,0.01,2.16,-0.03,-0.02,0.001,-0.002
284,강지광,17넥RF,-0.002,1,1,5.0,0,0,0,0,,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.19,-0.03,-0.03,0.000,-0.002
285,정대현,17k넥P,-0.003,17,10,66.1,13,1,11,1,.923,1.63,-0.00,0.00,0.00,0.04,-0.06,-0.03,-0.50,0.00,-0.03,-0.003,-0.003
286,임창민,17NP,-0.003,60,0,66.0,8,1,6,1,.875,0.96,0.13,0.00,0.00,-0.10,-0.06,-0.03,-0.52,0.00,-0.03,-0.003,-0.003
287,최금강,17NP,-0.004,39,13,89.2,11,1,9,1,.909,1.00,0.45,0.00,0.00,-0.49,-0.01,-0.05,-0.61,0.00,-0.05,-0.004,-0.004
288,채병용,17SP,-0.004,43,0,50.0,13,5,8,0,1.000,2.34,0.11,0.00,-0.16,-0.11,0.10,-0.05,-1.11,0.00,-0.05,-0.004,-0.004
289,서균,17한P,-0.005,14,0,14.1,2,1,1,0,1.000,1.26,0.07,0.00,-0.16,0.01,0.03,-0.05,-4.25,0.00,-0.05,-0.005,-0.005
290,나균안,17롯C,-0.005,5,0,14.0,15,15,0,0,1.000,9.64,0.00,0.00,0.00,-0.20,0.02,-0.18,-15.30,0.13,-0.05,-0.017,-0.005
291,서상우,17L1B,-0.006,5,1,14.0,12,10,2,0,1.000,7.71,0.04,0.00,0.00,0.00,0.02,0.07,5.68,-0.13,-0.06,0.006,-0.006
292,장시환,17k롯P,-0.006,53,0,51.1,9,2,6,1,.889,1.40,-0.00,0.00,0.00,0.03,-0.09,-0.07,-1.56,0.00,-0.07,-0.006,-0.006
293,김주현,17한1B,-0.006,16,8,76.0,95,87,6,2,.979,11.01,0.91,0.00,0.00,0.00,-0.27,0.64,10.02,-0.70,-0.07,0.059,-0.006
294,장필준,17삼P,-0.007,56,0,67.1,14,3,11,0,1.000,1.87,-0.11,0.00,0.00,-0.10,0.14,-0.07,-1.26,0.00,-0.07,-0.007,-0.007
295,송창식,17한P,-0.007,63,0,73.1,13,4,8,1,.923,1.47,-0.07,0.00,0.00,0.04,-0.05,-0.07,-1.18,0.00,-0.07,-0.007,-0.007
296,이영준,17넥P,-0.008,10,0,8.1,1,0,1,0,1.000,1.08,-0.10,0.00,0.00,0.00,0.02,-0.08,-11.81,0.00,-0.08,-0.008,-0.008
297,양훈,17넥P,-0.009,7,2,16.1,2,2,0,0,1.000,1.10,-0.14,0.00,0.00,0.01,0.03,-0.10,-7.30,0.00,-0.10,-0.009,-0.009
298,김동호,17삼P,-0.009,20,1,36.0,11,3,7,1,.909,2.50,0.16,0.00,-0.16,0.02,-0.12,-0.10,-3.42,0.00,-0.10,-0.009,-0.009
299,최원준,17K3B,-0.010,57,35,310.0,148,87,55,6,.960,4.12,-1.20,2.09,0.00,0.00,-0.56,0.33,1.26,-0.44,-0.11,0.030,-0.010
300,손승락,17롯P,-0.011,61,0,62.0,13,5,8,0,1.000,1.89,-0.28,0.00,0.00,0.03,0.13,-0.12,-2.27,0.00,-0.12,-0.011,-0.011
301,김범수,17한P,-0.011,15,5,31.0,6,0,5,1,.833,1.45,-0.00,0.00,0.00,0.02,-0.13,-0.12,-4.64,0.00,-0.12,-0.011,-0.011
302,김진우,17KP,-0.011,14,8,36.1,13,5,8,0,1.000,3.22,-0.22,0.00,0.00,0.02,0.08,-0.12,-4.05,0.00,-0.12,-0.011,-0.011
303,김찬형,17NSS,-0.012,2,0,2.0,0,0,0,0,,0.00,-0.15,0.00,0.00,0.00,0.01,-0.14,-83.52,0.01,-0.13,-0.013,-0.012
304,유민상,17k1B,-0.013,10,5,40.0,41,40,1,0,1.000,9.23,0.17,0.00,0.00,0.00,0.07,0.23,7.02,-0.37,-0.14,0.022,-0.013
305,김만수,17kC,-0.013,9,0,17.0,20,17,2,1,.950,10.06,0.00,0.00,-0.01,-0.12,-0.17,-0.30,-21.07,0.16,-0.14,-0.028,-0.013
306,박윤,17넥1B,-0.014,7,4,37.0,35,35,0,0,1.000,8.51,0.13,0.00,0.00,0.00,0.06,0.19,6.26,-0.35,-0.15,0.018,-0.014
307,이종혁,17kP,-0.015,16,0,19.0,3,0,3,0,1.000,1.42,-0.21,0.00,0.00,0.01,0.04,-0.16,-10.26,0.00,-0.16,-0.015,-0.015
308,이재근,17kSS,-0.015,4,0,10.0,3,1,2,0,1.000,2.70,-0.24,0.00,0.00,0.00,0.03,-0.21,-25.14,0.04,-0.17,-0.020,-0.015
309,조평호,17N3B,-0.016,26,11,104.1,66,43,21,2,.970,5.52,0.33,0.00,0.00,0.00,-0.17,0.16,1.85,-0.33,-0.17,0.015,-0.016
310,오간도,17한P,-0.016,19,19,110.0,22,6,16,0,1.000,1.80,-0.46,0.00,0.00,0.06,0.23,-0.17,-1.89,0.00,-0.17,-0.016,-0.016
311,애디튼,17롯P,-0.016,15,13,70.0,10,2,7,1,.900,1.16,-0.16,0.00,0.00,0.04,-0.05,-0.18,-3.00,0.00,-0.18,-0.016,-0.016
312,밴헤켄,17넥P,-0.016,24,24,138.1,19,3,14,2,.895,1.11,-0.14,0.00,0.00,0.07,-0.11,-0.18,-1.52,0.00,-0.18,-0.016,-0.016
313,김민수,17롯3B,-0.017,7,6,44.2,16,4,11,1,.938,3.02,-0.25,0.00,0.00,0.00,-0.07,-0.32,-8.61,0.14,-0.18,-0.030,-0.017
314,마정길,17넥P,-0.017,7,0,10.1,0,0,0,0,,0.00,-0.21,0.00,0.00,0.01,0.02,-0.18,-21.17,0.00,-0.18,-0.017,-0.017
315,김성배,17두P,-0.017,45,0,44.0,6,2,4,0,1.000,1.23,-0.15,0.00,-0.16,0.02,0.09,-0.19,-5.06,0.00,-0.19,-0.017,-0.017
316,유원상,17LP,-0.017,6,0,7.1,0,0,0,0,,0.00,-0.21,0.00,0.00,0.00,0.02,-0.19,-31.10,0.00,-0.19,-0.017,-0.017
317,배우열,17kP,-0.018,26,0,34.1,3,2,1,0,1.000,0.79,-0.28,0.00,0.00,0.02,0.07,-0.19,-6.64,0.00,-0.19,-0.018,-0.018
318,조인성,17한C,-0.018,16,4,68.0,54,46,6,2,.963,6.88,-0.32,0.00,-0.24,0.05,-0.30,-0.81,-14.33,0.62,-0.19,-0.077,-0.018
319,손영민,17KP,-0.019,15,0,13.1,3,0,3,0,1.000,2.03,-0.17,0.00,0.00,-0.06,0.03,-0.21,-18.43,0.00,-0.21,-0.019,-0.019
320,김현우,17삼P,-0.020,8,0,10.2,2,0,2,0,1.000,1.69,-0.24,0.00,0.00,0.01,0.02,-0.21,-23.99,0.00,-0.21,-0.020,-0.020
321,다이아몬드,17SP,-0.020,24,24,134.1,28,11,17,0,1.000,1.88,-0.57,0.00,0.00,0.07,0.28,-0.21,-1.91,0.00,-0.21,-0.020,-0.020
322,최원제,17삼1B,-0.020,4,3,25.2,16,16,0,0,1.000,5.61,-0.02,0.00,0.00,0.00,0.04,0.02,1.07,-0.24,-0.21,0.002,-0.020
323,윤규진,17한P,-0.020,36,18,119.0,19,11,8,0,1.000,1.44,-0.40,0.00,0.00,-0.07,0.25,-0.22,-2.20,0.00,-0.22,-0.020,-0.020
324,이인행,17K1B,-0.021,3,0,7.0,7,5,2,0,1.000,9.00,-0.21,0.00,0.00,0.00,0.01,-0.19,-32.93,-0.03,-0.22,-0.018,-0.021
325,조무근,17kP,-0.021,16,0,14.2,2,0,1,1,.500,0.61,0.07,0.00,0.00,-0.13,-0.17,-0.23,-18.64,0.00,-0.23,-0.021,-0.021
326,김민혁,17두1B,-0.022,11,1,27.0,17,16,1,0,1.000,5.67,-0.14,0.00,0.00,0.00,0.05,-0.08,-3.72,-0.15,-0.23,-0.008,-0.022
327,김혜성,17넥SS,-0.022,14,3,47.0,19,8,10,1,.947,3.45,-0.34,0.00,0.00,0.00,-0.07,-0.41,-10.48,0.17,-0.24,-0.038,-0.022
