순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
13,박동원,17넥C,0.787,99,77,651.0,583,527,48,8,.986,7.95,1.22,0.00,0.97,0.91,-0.63,2.46,4.53,6.02,8.49,0.228,0.787
14,양의지,17두C,0.771,98,91,744.0,639,596,38,5,.992,7.67,0.03,0.00,0.24,1.08,0.11,1.45,2.34,6.96,8.41,0.133,0.771
15,강민호,17롯C,0.763,129,120,1032.2,991,904,76,11,.989,8.54,-1.12,0.00,-0.25,0.70,-0.66,-1.34,-1.55,9.65,8.32,-0.123,0.763
16,이지영,17삼C,0.710,102,87,747.0,686,638,42,6,.991,8.19,0.01,0.00,-0.14,0.96,-0.09,0.74,1.18,6.85,7.59,0.069,0.710
17,유강남,17LC,0.704,117,96,832.1,780,733,43,4,.995,8.39,-0.08,0.00,0.23,-0.69,0.44,-0.10,-0.15,7.77,7.67,-0.010,0.704
18,손주인,17L2B,0.676,111,86,757.1,394,138,250,6,.985,4.61,4.37,0.00,0.00,0.00,0.62,4.99,7.89,2.29,7.29,0.463,0.676
19,최재훈,17두한C,0.662,102,83,706.0,572,535,36,1,.998,7.28,0.05,0.00,0.06,-0.35,0.85,0.61,1.04,6.51,7.12,0.057,0.662
20,김선빈,17KSS,0.602,134,122,1056.0,528,169,345,14,.974,4.38,0.03,0.00,0.00,0.00,0.62,0.65,0.74,5.97,6.62,0.059,0.602
21,권희동,17NLF,0.562,135,132,1045.1,231,223,5,3,.987,1.96,11.18,0.24,0.00,0.00,0.51,11.92,13.65,-5.83,6.09,1.099,0.562
22,김성현,17S2B,0.558,129,109,979.2,586,231,349,6,.990,5.33,3.33,0.00,0.00,0.00,0.79,4.12,5.03,1.88,6.00,0.383,0.558
23,이재원,17SC,0.541,109,88,719.0,603,545,55,3,.995,7.51,0.24,0.00,-1.88,0.37,0.47,-0.81,-1.35,6.63,5.82,-0.075,0.541
24,히메네스,17L3B,0.535,51,46,410.2,139,38,95,6,.957,2.92,5.14,0.00,0.00,0.00,-0.13,5.01,14.61,0.76,5.77,0.465,0.535
25,김호령,17KCF,0.533,90,19,307.2,91,89,2,0,1.000,2.66,3.29,1.78,0.00,0.00,0.14,5.20,20.24,0.57,5.77,0.481,0.533
26,박세혁,17두C,0.490,89,51,520.0,427,394,31,2,.995,7.36,-0.22,0.00,-0.25,0.57,0.37,0.48,1.10,4.83,5.31,0.044,0.490
27,정병곤,17삼SS,0.477,70,15,245.1,129,38,89,2,.985,4.66,3.84,0.00,0.00,0.00,0.30,4.14,20.21,0.99,5.14,0.385,0.477
28,조수행,17두RF,0.474,68,4,180.1,53,49,3,1,.981,2.60,3.86,1.81,0.00,0.00,-0.08,5.59,37.13,-0.48,5.12,0.518,0.474
29,송광민,17한3B,0.455,108,102,841.0,283,74,200,9,.968,2.93,3.17,-0.10,0.00,0.00,0.39,3.45,4.92,1.50,4.96,0.317,0.455
30,이해창,17kC,0.453,109,72,655.2,528,471,51,6,.989,7.17,-0.03,0.00,-0.73,-0.19,-0.23,-1.18,-2.15,6.08,4.90,-0.109,0.453
31,최주환,17두2B,0.430,105,89,664.1,346,144,195,7,.980,4.59,3.39,0.00,0.00,0.00,0.05,3.44,6.20,1.24,4.68,0.316,0.430
32,허경민,17두3B,0.387,130,104,958.1,309,101,203,5,.984,2.86,0.88,0.00,0.00,0.00,1.51,2.39,2.98,1.78,4.17,0.222,0.387
33,정상호,17LC,0.368,74,38,348.1,283,259,21,3,.989,7.23,0.44,0.00,0.29,0.10,-0.08,0.75,2.57,3.22,3.97,0.069,0.368
34,이명기,17KRF,0.353,112,105,897.1,246,236,5,5,.980,2.42,10.18,-1.27,0.00,0.00,-0.30,8.61,11.48,-4.77,3.83,0.793,0.353
35,김성욱,17NCF,0.337,118,64,720.0,167,161,6,0,1.000,2.09,0.30,2.99,0.00,0.00,0.38,3.67,6.10,-0.03,3.64,0.340,0.337
36,이동훈,17한CF,0.332,62,29,345.0,93,91,1,1,.989,2.40,2.89,0.43,0.00,0.00,-0.01,3.31,11.47,0.24,3.54,0.310,0.332
37,김성훈,17삼2B,0.330,46,35,335.1,163,60,101,2,.988,4.32,1.95,0.00,0.00,0.00,0.46,2.40,8.58,1.17,3.58,0.222,0.330
38,지석훈,17NSS,0.322,116,68,668.0,300,97,192,11,.963,3.89,1.40,0.00,0.00,0.00,-0.33,1.07,1.92,2.40,3.47,0.099,0.322
39,양석환,17L3B,0.320,130,114,1008.2,587,425,154,8,.986,5.17,4.95,0.00,0.00,0.00,0.69,5.63,6.69,-2.18,3.45,0.522,0.320
40,최정,17S3B,0.307,117,116,936.2,297,77,214,6,.980,2.80,0.38,0.00,0.00,0.00,1.25,1.62,2.07,1.79,3.41,0.146,0.307
41,이성우,17SC,0.300,64,38,350.2,286,257,26,3,.990,7.26,-0.42,0.00,0.24,0.25,-0.08,-0.01,-0.03,3.25,3.24,-0.001,0.300
42,이대수,17SSS,0.298,57,32,307.1,171,61,105,5,.971,4.86,1.64,0.00,0.00,0.00,-0.03,1.61,6.28,1.60,3.21,0.149,0.298
43,전민수,17kLF,0.294,45,31,277.0,83,82,0,1,.988,2.66,4.40,-0.17,0.00,0.00,0.04,4.26,18.41,-1.10,3.16,0.396,0.294
44,박승욱,17SSS,0.289,68,46,443.0,221,67,143,11,.950,4.27,1.42,0.00,0.00,0.00,-0.77,0.66,1.78,2.44,3.10,0.061,0.289
45,김재현,17넥C,0.277,70,25,276.2,249,223,25,1,.996,8.07,-0.60,0.00,0.59,0.23,0.21,0.43,1.87,2.55,2.98,0.040,0.277
46,버나디나,17KCF,0.275,135,132,1119.2,295,285,10,0,1.000,2.37,-2.58,4.39,0.00,0.00,0.57,2.38,2.54,0.64,3.02,0.216,0.275
47,주효상,17넥C,0.267,63,42,342.0,283,266,15,2,.993,7.40,0.39,0.00,-0.79,0.00,0.11,-0.28,-0.99,3.14,2.85,-0.026,0.267
48,이홍구,17KSC,0.265,49,21,216.2,205,181,22,2,.990,8.43,0.02,0.00,0.91,0.02,-0.08,0.86,4.75,2.00,2.86,0.080,0.265
49,나성범,17NRF,0.256,124,124,1059.2,261,245,8,8,.969,2.15,4.82,4.80,0.00,0.00,-0.81,8.81,9.96,-5.98,2.84,0.796,0.256
50,김상수,17삼SS,0.255,40,38,306.2,146,56,83,7,.952,4.08,1.45,0.00,0.00,0.00,-0.41,1.04,4.06,1.69,2.73,0.097,0.255
51,황진수,17롯3B,0.232,55,34,296.0,121,58,59,4,.967,3.56,2.38,0.00,0.00,0.00,-0.09,2.29,9.26,0.22,2.51,0.211,0.232
52,레일리,17롯P,0.228,30,30,187.1,50,9,39,2,.960,2.31,2.37,0.00,0.00,0.10,-0.01,2.46,15.75,0.00,2.46,0.228,0.228
53,신본기,17롯SS,0.225,126,98,904.0,367,100,257,10,.973,3.55,-2.23,0.00,0.00,0.00,0.74,-1.49,-1.97,3.91,2.42,-0.139,0.225
54,권정웅,17삼C,0.224,60,32,297.1,267,246,20,1,.996,8.05,0.70,0.00,-0.21,-1.07,0.24,-0.33,-1.33,2.75,2.42,-0.031,0.224
55,한승택,17KC,0.211,94,27,306.1,254,235,17,2,.992,7.40,-0.46,0.00,-0.59,0.44,0.06,-0.56,-2.19,2.84,2.28,-0.052,0.211
56,차일목,17한C,0.202,51,35,275.2,223,206,17,0,1.000,7.28,-0.27,0.00,-0.59,0.09,0.41,-0.37,-1.59,2.55,2.18,-0.034,0.202
57,류지혁,17두SS,0.202,118,70,702.0,353,126,212,15,.958,4.33,-0.07,0.00,0.00,0.00,-0.86,-0.93,-1.59,3.11,2.18,-0.087,0.202
58,윤병호,17NCF,0.199,30,5,104.0,29,25,4,0,1.000,2.51,-0.55,2.63,0.00,0.00,0.06,2.14,24.66,-0.00,2.14,0.199,0.199
59,이재학,17NP,0.188,28,23,119.0,23,2,21,0,1.000,1.74,1.73,0.00,0.00,0.06,0.25,2.05,20.59,0.00,2.05,0.188,0.188
60,허도환,17한C,0.188,30,11,119.0,90,78,12,0,1.000,6.81,0.64,0.00,0.29,-0.18,0.18,0.92,9.28,1.10,2.02,0.086,0.188
61,박기혁,17kSS,0.186,97,75,628.1,306,85,212,9,.971,4.25,-1.70,0.00,0.00,0.00,0.24,-1.47,-2.80,3.47,2.00,-0.137,0.186
62,김준완,17NCF,0.177,89,24,304.1,87,84,1,2,.977,2.51,3.61,-1.12,0.00,0.00,-0.19,2.29,9.02,-0.39,1.91,0.212,0.177
63,박세웅,17롯P,0.174,28,28,171.1,27,3,24,0,1.000,1.42,1.43,0.00,0.00,0.09,0.36,1.88,13.15,0.00,1.88,0.174,0.174
64,박진형,17롯P,0.172,45,9,88.0,23,8,15,0,1.000,2.35,1.63,0.00,0.00,0.05,0.18,1.86,25.35,0.00,1.86,0.172,0.172
65,이용찬,17두P,0.171,68,0,71.2,15,3,12,0,1.000,1.88,1.66,0.00,0.00,0.04,0.15,1.85,30.96,0.00,1.85,0.171,0.171
66,이성규,17삼2B,0.166,12,5,52.2,27,13,14,0,1.000,4.61,1.57,0.00,0.00,0.00,0.11,1.67,38.04,0.10,1.77,0.157,0.166
67,니퍼트,17두P,0.166,30,30,179.2,31,7,21,3,.903,1.40,1.92,0.00,0.00,0.10,-0.22,1.79,11.94,0.00,1.79,0.166,0.166
68,최항,17S3B,0.157,35,28,234.0,132,68,61,3,.977,4.96,1.70,0.00,0.00,0.00,-0.07,1.63,8.34,0.07,1.70,0.151,0.157
69,장성우,17kC,0.157,91,72,581.1,496,462,27,7,.986,7.57,-1.24,0.00,-1.63,-0.28,-0.54,-3.69,-7.59,5.38,1.69,-0.342,0.157
70,전준우,17롯CF,0.157,100,99,834.0,214,210,4,0,1.000,2.31,-0.82,0.61,0.00,0.00,0.38,0.18,0.26,1.54,1.72,0.016,0.157
71,임기영,17KP,0.148,23,19,118.1,20,4,16,0,1.000,1.52,1.30,0.00,0.00,0.06,0.25,1.61,16.27,0.00,1.61,0.148,0.148
72,장원준,17두P,0.146,29,29,180.1,44,8,34,2,.955,2.10,1.51,0.00,0.00,0.10,-0.02,1.59,10.53,0.00,1.59,0.146,0.146
73,정범모,17한C,0.146,19,12,107.1,97,86,9,2,.979,7.97,0.63,0.00,0.42,-0.23,-0.24,0.58,6.51,0.99,1.58,0.054,0.146
74,손시헌,17NSS,0.133,123,107,849.2,465,153,302,10,.979,4.82,-4.07,0.00,0.00,0.00,0.75,-3.32,-4.67,4.77,1.45,-0.304,0.133
75,정현,17kSS,0.127,116,90,810.2,417,161,246,10,.976,4.52,-1.80,0.00,0.00,0.00,0.23,-1.57,-2.32,2.96,1.38,-0.145,0.127
76,김인태,17두RF,0.127,17,6,68.0,28,27,0,1,.964,3.57,2.22,-0.34,0.00,0.00,-0.15,1.74,30.55,-0.37,1.36,0.162,0.127
77,장민석,17한RF,0.122,83,75,651.1,193,186,4,3,.985,2.63,4.26,-1.26,0.00,0.00,-0.19,2.81,5.16,-1.50,1.31,0.263,0.122
78,구창모,17NP,0.120,31,25,115.0,22,1,20,1,.955,1.64,1.20,0.00,0.00,0.06,0.04,1.30,13.58,0.00,1.30,0.120,0.120
79,나경민,17롯CF,0.118,58,24,259.2,63,62,1,0,1.000,2.18,0.79,0.13,0.00,0.00,0.13,1.06,4.88,0.22,1.28,0.098,0.118
80,노진혁,17NSS,0.116,4,0,18.0,7,1,6,0,1.000,3.50,1.11,0.00,0.00,0.00,0.05,1.16,77.37,0.07,1.23,0.109,0.116
81,이호신,17KRF,0.113,11,1,24.0,8,7,1,0,1.000,3.00,0.73,0.52,0.00,0.00,0.01,1.26,62.94,-0.05,1.21,0.118,0.113
82,김용의,17LCF,0.110,53,48,341.1,88,85,2,1,.989,2.29,1.31,-0.67,0.00,0.00,-0.04,0.59,2.09,0.59,1.18,0.055,0.110
83,박종훈,17SP,0.108,29,28,151.1,50,18,28,4,.920,2.74,1.57,0.00,0.00,0.08,-0.48,1.17,9.25,0.00,1.17,0.108,0.108
84,임기준,17KP,0.107,15,4,22.0,11,4,7,0,1.000,4.50,0.81,0.00,0.30,0.01,0.05,1.16,63.22,0.00,1.16,0.107,0.107
85,문선재,17LLF,0.103,30,26,198.0,41,36,2,3,.927,1.73,1.13,1.41,0.00,0.00,-0.39,2.15,13.00,-1.04,1.11,0.200,0.103
86,최경철,17삼C,0.100,25,11,113.2,109,100,9,0,1.000,8.63,0.21,0.00,-0.02,-0.33,0.17,0.03,0.30,1.06,1.09,0.003,0.100
87,안익훈,17LCF,0.100,102,44,522.2,139,133,4,2,.986,2.36,0.20,0.13,0.00,0.00,-0.16,0.18,0.41,0.91,1.09,0.017,0.100
88,김강민,17SCF,0.098,85,41,434.2,120,117,1,2,.983,2.44,1.62,-0.84,0.00,0.00,-0.19,0.60,1.65,0.46,1.06,0.056,0.098
89,박대온,17NC,0.096,59,18,209.0,179,163,15,1,.994,7.67,0.21,0.00,0.19,-1.41,0.11,-0.90,-5.13,1.94,1.04,-0.083,0.096
90,안영명,17한P,0.095,25,16,87.2,21,3,18,0,1.000,2.16,0.80,0.00,0.00,0.05,0.18,1.03,14.11,0.00,1.03,0.095,0.095
91,김진곤,17kLF,0.095,24,9,94.0,23,22,1,0,1.000,2.20,0.88,0.49,0.00,0.00,0.09,1.46,18.62,-0.43,1.03,0.135,0.095
92,송은범,17한P,0.095,13,6,37.1,11,5,6,0,1.000,2.65,0.93,0.00,0.00,0.02,0.08,1.02,32.82,0.00,1.02,0.095,0.095
93,이동걸,17한P,0.092,24,0,36.2,7,2,5,0,1.000,1.72,0.90,0.00,0.00,0.02,0.08,1.00,32.50,0.00,1.00,0.092,0.092
94,조윤준,17LC,0.090,24,10,98.1,94,92,2,0,1.000,8.60,0.01,0.00,-0.08,-0.01,0.15,0.06,0.75,0.90,0.96,0.006,0.090
95,임준혁,17SP,0.087,43,0,45.1,14,4,10,0,1.000,2.78,0.82,0.00,0.00,0.02,0.10,0.94,24.91,0.00,0.94,0.087,0.087
96,김사훈,17롯C,0.085,55,24,239.2,222,208,13,1,.996,8.30,-0.66,0.00,0.01,-0.81,0.16,-1.29,-6.45,2.21,0.92,-0.120,0.085
97,고장혁,17K3B,0.084,60,6,146.2,63,26,36,1,.984,3.81,0.30,0.02,0.00,0.00,0.19,0.51,4.16,0.40,0.91,0.047,0.084
98,김주한,17SP,0.083,63,3,69.2,15,6,9,0,1.000,1.94,0.72,0.00,0.00,0.04,0.15,0.90,15.47,0.00,0.90,0.083,0.083
99,고영표,17kP,0.078,25,24,141.2,29,7,22,0,1.000,1.84,0.47,0.00,0.00,0.08,0.30,0.84,7.14,0.00,0.84,0.078,0.078
100,우규민,17삼P,0.078,27,25,133.0,32,10,20,2,.938,2.03,0.89,0.00,0.00,0.07,-0.12,0.84,7.57,0.00,0.84,0.078,0.078
101,박시영,17롯P,0.077,47,3,57.0,13,1,12,0,1.000,2.05,0.96,0.00,0.00,-0.24,0.12,0.84,17.61,0.00,0.84,0.077,0.077
102,임찬규,17LP,0.076,27,26,124.1,29,8,20,1,.966,2.03,0.69,0.00,0.00,0.07,0.06,0.82,7.90,0.00,0.82,0.076,0.076
103,한현희,17넥P,0.075,38,13,106.2,23,5,18,0,1.000,1.94,0.53,0.00,0.00,0.06,0.22,0.81,9.09,0.00,0.81,0.075,0.075
104,이상화,17kP,0.074,70,0,66.0,14,5,8,1,.929,1.77,0.82,0.00,0.14,-0.10,-0.06,0.80,14.59,0.00,0.80,0.074,0.074
105,초이스,17넥RF,0.073,37,36,306.0,80,76,3,1,.988,2.32,3.04,-0.52,0.00,0.00,0.03,2.56,10.00,-1.75,0.81,0.230,0.073
106,이종욱,17NCF,0.068,93,77,545.2,125,125,0,0,1.000,2.06,4.07,-4.01,0.00,0.00,0.30,0.36,0.78,0.39,0.74,0.033,0.068
107,유희관,17두P,0.068,30,29,188.2,41,4,32,5,.878,1.72,1.24,0.00,0.00,0.10,-0.60,0.74,4.69,0.00,0.74,0.068,0.068
108,권오준,17삼P,0.068,45,0,56.0,7,1,6,0,1.000,1.13,0.59,0.00,0.00,0.03,0.12,0.74,15.75,0.00,0.74,0.068,0.068
109,페트릭,17삼P,0.068,25,24,134.0,26,9,16,1,.962,1.68,0.58,0.00,0.00,0.07,0.08,0.74,6.57,0.00,0.74,0.068,0.068
110,오준혁,17KLF,0.067,7,1,13.2,9,9,0,0,1.000,5.93,0.79,0.00,0.00,0.00,0.02,0.81,71.05,-0.09,0.72,0.075,0.067
111,정우람,17한P,0.066,56,0,59.0,10,4,6,0,1.000,1.53,0.76,0.00,0.00,-0.17,0.12,0.72,14.57,0.00,0.72,0.066,0.066
112,이현동,17삼LF,0.065,6,4,22.0,8,8,0,0,1.000,3.27,0.91,-0.12,0.00,0.00,0.02,0.81,44.18,-0.11,0.70,0.076,0.065
113,김동한,17롯3B,0.065,75,54,450.2,141,32,102,7,.950,2.68,0.09,0.00,0.00,0.00,-0.23,-0.14,-0.37,0.83,0.69,-0.013,0.065
114,이동현,17LP,0.064,45,0,50.2,14,3,10,1,.929,2.31,0.76,0.00,0.00,0.03,-0.09,0.70,16.45,0.00,0.70,0.064,0.064
115,최영진,17삼3B,0.063,12,3,45.2,20,8,11,1,.950,3.75,0.79,0.00,0.00,0.00,-0.09,0.70,18.32,-0.02,0.68,0.065,0.063
116,장현식,17NP,0.060,31,22,134.1,16,5,11,0,1.000,1.07,0.44,0.00,0.00,-0.06,0.28,0.66,5.85,0.00,0.66,0.060,0.060
117,홍현빈,17kCF,0.060,8,1,18.0,5,5,0,0,1.000,2.50,0.62,-0.00,0.00,0.00,0.01,0.63,41.96,0.01,0.64,0.059,0.060
118,나원탁,17삼C,0.060,12,7,57.2,48,44,4,0,1.000,7.49,0.00,0.00,0.22,-0.20,0.09,0.11,2.30,0.53,0.64,0.010,0.060
119,김민수,17삼C,0.060,13,7,65.2,64,60,3,1,.984,8.64,0.00,0.00,0.29,-0.16,-0.10,0.04,0.68,0.60,0.64,0.003,0.060
120,심창민,17삼P,0.060,66,0,75.1,8,3,5,0,1.000,0.96,0.45,0.00,0.00,0.04,0.16,0.65,10.29,0.00,0.65,0.060,0.060
121,하영민,17넥P,0.059,28,2,45.1,9,2,7,0,1.000,1.79,0.66,0.00,0.00,-0.11,0.10,0.64,16.92,0.00,0.64,0.059,0.059
122,함덕주,17두P,0.057,35,24,137.1,27,7,20,0,1.000,1.77,0.26,0.00,0.00,0.07,0.29,0.62,5.42,0.00,0.62,0.057,0.057
123,박성한,17S2B,0.052,2,0,9.0,7,1,6,0,1.000,7.00,0.49,0.00,0.00,0.00,0.02,0.51,68.13,0.02,0.54,0.050,0.052
124,헥터,17KP,0.052,30,30,201.2,22,6,16,0,1.000,0.98,0.03,0.00,0.00,0.11,0.42,0.56,3.34,0.00,0.56,0.052,0.052
125,황윤호,17NSS,0.052,27,1,65.0,31,12,18,1,.968,4.15,0.38,0.00,0.00,0.00,-0.03,0.35,6.46,0.21,0.56,0.032,0.052
126,이형범,17NP,0.052,14,4,29.1,5,2,3,0,1.000,1.53,0.48,0.00,0.00,0.02,0.06,0.56,22.86,0.00,0.56,0.052,0.052
127,이보근,17넥P,0.051,55,0,52.2,4,1,3,0,1.000,0.68,0.42,0.00,0.00,0.03,0.11,0.55,12.61,0.00,0.55,0.051,0.051
128,주권,17kP,0.049,39,12,81.2,13,2,10,1,.923,1.32,0.52,0.00,0.00,0.04,-0.03,0.54,7.84,0.00,0.54,0.049,0.049
129,김성민,17S넥P,0.048,33,15,87.2,13,2,11,0,1.000,1.34,-0.00,0.00,0.30,0.05,0.18,0.52,7.16,0.00,0.52,0.048,0.048
130,이병규,17LLF,0.047,16,12,96.1,16,15,0,1,.938,1.40,1.31,-0.18,0.00,0.00,-0.10,1.03,12.74,-0.53,0.50,0.096,0.047
131,정수민,17NP,0.046,15,1,28.0,4,0,4,0,1.000,1.29,0.58,0.00,-0.16,0.01,0.06,0.50,21.47,0.00,0.50,0.046,0.046
132,박석민,17N3B,0.045,84,81,644.0,164,41,114,9,.945,2.17,-0.60,0.00,0.00,0.00,-0.12,-0.72,-1.33,1.20,0.49,-0.066,0.045
133,보우덴,17두P,0.044,17,17,87.1,15,4,10,1,.933,1.44,0.45,0.00,0.00,0.05,-0.02,0.48,6.55,0.00,0.48,0.044,0.044
134,배재환,17NP,0.043,3,1,8.0,3,0,3,0,1.000,3.38,0.45,0.00,0.00,0.00,0.02,0.47,69.82,0.00,0.47,0.043,0.043
135,이정민,17롯P,0.040,24,0,26.2,7,3,4,0,1.000,2.36,0.66,0.00,-0.16,-0.12,0.06,0.44,19.61,0.00,0.44,0.040,0.040
136,윤지웅,17LP,0.040,34,3,35.0,13,2,11,0,1.000,3.34,0.50,0.00,-0.16,0.02,0.07,0.43,14.76,0.00,0.43,0.040,0.040
137,김윤동,17KP,0.039,65,1,80.1,11,3,7,1,.909,1.12,0.25,0.00,0.30,-0.09,-0.03,0.43,6.36,0.00,0.43,0.039,0.039
138,배장호,17롯P,0.039,72,0,66.1,15,3,12,0,1.000,2.04,0.54,0.00,-0.16,-0.10,0.14,0.43,7.69,0.00,0.43,0.039,0.039
139,엄상백,17kP,0.038,52,0,52.0,5,1,4,0,1.000,0.87,0.50,0.00,-0.16,-0.04,0.11,0.42,9.59,0.00,0.42,0.038,0.038
140,윤성환,17삼P,0.038,28,28,174.1,28,11,16,1,.964,1.39,0.16,0.00,0.00,0.09,0.17,0.41,2.85,0.00,0.41,0.038,0.038
141,차우찬,17LP,0.036,28,28,175.2,24,5,17,2,.917,1.13,0.33,0.00,0.00,0.09,-0.03,0.40,2.70,0.00,0.40,0.036,0.036
142,윤근영,17kP,0.036,12,0,18.0,6,1,5,0,1.000,3.00,0.35,0.00,0.00,0.01,0.04,0.39,26.14,0.00,0.39,0.036,0.036
143,김명신,17두P,0.036,39,2,45.1,8,0,8,0,1.000,1.59,0.41,0.00,0.00,-0.11,0.10,0.39,10.31,0.00,0.39,0.036,0.036
144,모창민,17N1B,0.033,74,55,481.0,344,286,52,6,.983,6.32,2.85,0.00,0.00,0.00,-0.22,2.63,6.55,-2.27,0.36,0.242,0.033
145,신성현,17한1B,0.033,3,1,10.0,3,0,2,1,.667,1.80,0.46,0.00,0.00,0.00,-0.17,0.29,34.95,0.06,0.35,0.027,0.033
146,김승현,17삼P,0.032,41,0,43.2,11,3,8,0,1.000,2.27,0.23,0.00,0.00,0.02,0.09,0.35,9.56,0.00,0.35,0.032,0.032
147,이현승,17두P,0.031,57,0,52.0,11,4,7,0,1.000,1.90,0.20,0.00,0.00,0.03,0.11,0.34,7.85,0.00,0.34,0.031,0.031
148,백청훈,17SP,0.030,11,2,18.2,3,0,3,0,1.000,1.45,0.28,0.00,0.00,0.01,0.04,0.33,20.99,0.00,0.33,0.030,0.030
149,김대유,17SP,0.030,6,0,4.2,1,0,1,0,1.000,1.93,0.31,0.00,0.00,0.00,0.01,0.32,82.83,0.00,0.32,0.030,0.030
150,김광수,17KP,0.030,19,0,20.2,5,1,4,0,1.000,2.18,0.27,0.00,0.00,0.01,0.04,0.32,18.75,0.00,0.32,0.030,0.030
151,해커,17NP,0.030,26,26,160.1,39,8,27,4,.897,1.97,0.70,0.00,0.00,0.09,-0.46,0.32,2.40,0.00,0.32,0.030,0.030
152,김진영,17한P,0.029,3,0,2.2,1,0,1,0,1.000,3.38,0.31,0.00,0.00,0.00,0.01,0.32,142.62,0.00,0.32,0.029,0.029
153,김지용,17LP,0.029,53,0,53.0,2,1,1,0,1.000,0.34,0.17,0.00,0.00,0.03,0.11,0.31,7.02,0.00,0.31,0.029,0.029
154,김종민,17NC,0.028,22,2,68.0,69,65,4,0,1.000,9.13,0.01,0.00,-0.08,-0.34,0.10,-0.32,-5.65,0.63,0.31,-0.030,0.028
155,윤길현,17롯P,0.028,40,0,39.1,3,1,2,0,1.000,0.69,0.21,0.00,0.00,0.02,0.08,0.31,9.40,0.00,0.31,0.028,0.028
156,홍성갑,17넥1B,0.028,1,0,1.0,1,0,1,0,1.000,9.00,0.31,0.00,0.00,0.00,0.00,0.31,373.18,-0.01,0.30,0.029,0.028
157,김성윤,17삼LF,0.028,17,1,43.1,10,10,0,0,1.000,2.08,0.62,-0.13,0.00,0.00,0.04,0.53,14.57,-0.23,0.30,0.049,0.028
158,김찬호,17SP,0.027,5,0,5.1,2,0,2,0,1.000,3.38,0.42,0.00,0.00,-0.13,0.01,0.30,66.51,0.00,0.30,0.027,0.027
159,백정현,17삼P,0.027,35,14,100.2,15,2,13,0,1.000,1.34,0.03,0.00,0.00,0.05,0.21,0.29,3.46,0.00,0.29,0.027,0.027
160,정재원,17한P,0.025,14,0,21.0,5,2,3,0,1.000,2.14,0.35,0.00,0.00,-0.12,0.04,0.27,15.59,0.00,0.27,0.025,0.025
161,신진호,17NC,0.025,9,1,37.1,39,36,2,1,.974,9.16,-0.04,0.00,0.07,0.04,-0.14,-0.08,-2.47,0.34,0.26,-0.007,0.025
162,장민재,17한P,0.024,33,5,62.2,13,2,10,1,.923,1.72,0.30,0.00,0.00,0.03,-0.07,0.27,5.08,0.00,0.27,0.024,0.024
163,전유수,17SP,0.024,19,0,22.0,4,2,2,0,1.000,1.64,0.22,0.00,0.00,0.01,0.05,0.28,14.98,-0.01,0.26,0.025,0.024
164,배영수,17한P,0.024,25,25,128.0,24,4,17,3,.875,1.48,0.53,0.00,0.00,0.07,-0.33,0.26,2.46,0.00,0.26,0.024,0.024
