순,이름,팀,war,g,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,ops,woba,wrc+,war,wpa
1,NC,20,32.64,1979,5833,5102,888,1483,258,28,187,2358,845,101,38,529,104,21,997,106,46,51,.291,.366,.462,.828,.370,113.9,32.64,17.79
2,두산,20,31.43,1894,5773,5043,816,1476,263,20,125,2154,776,88,37,552,67,20,796,132,38,73,.293,.365,.427,.792,.359,114.2,31.43,13.49
3,LG,20,27.33,1985,5681,4999,802,1384,253,29,149,2142,760,83,39,509,75,21,969,115,49,49,.277,.349,.428,.778,.350,108.9,27.33,8.97
4,키움,20,26.87,1767,5721,4945,759,1332,254,25,127,2017,713,113,26,608,73,16,1030,107,43,52,.269,.355,.408,.762,.347,104.9,26.87,10.36
5,KT,20,26.74,2002,5762,5047,813,1432,238,21,163,2201,767,106,50,554,52,20,1097,104,64,45,.284,.358,.436,.794,.356,106.7,26.74,15.08
6,롯데,20,20.55,1745,5669,4958,750,1366,252,6,131,2023,711,90,31,569,55,18,875,148,39,48,.276,.354,.408,.762,.347,99.5,20.55,10.01
7,KIA,20,18.50,1807,5637,4933,724,1353,224,13,130,1993,692,47,25,534,69,10,957,113,63,38,.274,.351,.404,.755,.343,98.0,18.50,8.55
8,삼성,20,15.68,1865,5574,4923,699,1317,211,12,129,1939,658,132,49,486,62,10,990,117,50,53,.268,.338,.394,.732,.333,90.5,15.68,-0.43
9,SK,20,10.19,1897,5502,4839,634,1212,177,17,143,1852,595,81,45,511,69,18,981,112,49,34,.250,.329,.383,.711,.324,84.9,10.19,-2.01
