순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
157,이상민,20삼,0.05,17,0,0,1,0,1,0,1,14.0,10,10,69,17,2,0,4,11,1,1,13,0,2,6.43,7.77,2.00,76.9,64.0,0.05,-0.62
158,홍원표,20삼,0.04,1,0,0,0,0,0,0,0,1.0,0,0,6,1,0,0,0,1,0,1,0,0,1,0.00,9.56,2.00,,50.5,0.04,0.00
159,강동연,20N,0.04,22,0,0,0,1,2,0,1,24.0,17,16,106,27,6,0,3,11,1,1,17,0,0,6.00,5.14,1.58,81.5,94.2,0.04,-0.62
160,차재용,20키,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.00,3.56,0.00,,134.3,0.04,0.01
161,김영규,20N,0.03,20,0,0,13,2,2,0,1,67.2,47,41,296,83,9,2,12,14,0,2,55,2,5,5.45,4.95,1.43,89.7,98.4,0.03,-1.22
162,남재현,20K,0.03,8,0,0,0,0,0,0,0,15.2,12,7,79,20,5,1,1,11,0,1,8,0,0,4.02,5.66,1.98,120.0,84.8,0.03,-0.16
163,오주원,20키,0.03,25,0,0,0,3,1,0,2,18.1,12,11,78,22,2,0,6,0,0,0,13,1,0,5.40,6.39,1.20,86.9,70.7,0.03,-0.24
164,박주성,20키,0.03,3,0,0,0,0,0,0,0,2.0,1,1,11,2,0,0,0,3,0,0,1,0,0,4.50,7.06,2.50,104.2,67.3,0.03,0.01
165,이강준,20K,0.03,4,0,0,0,0,0,0,0,5.2,4,4,33,9,1,1,1,5,0,3,3,0,0,6.35,9.03,2.47,75.5,52.2,0.03,-0.05
166,소이현,20N,0.02,13,0,0,0,0,0,0,0,12.1,9,9,59,8,2,0,1,14,0,1,8,0,1,6.57,6.96,1.78,74.5,69.0,0.02,-0.10
167,이호중,20N,0.02,4,0,0,0,0,0,0,0,4.1,3,3,23,7,0,0,1,2,0,1,3,0,0,6.23,7.25,2.08,78.5,67.0,0.02,-0.03
168,이찬혁,20L,0.02,4,0,0,0,0,0,0,0,3.1,2,2,17,4,0,0,1,3,0,1,1,0,1,5.40,10.46,2.10,85.6,43.6,0.02,0.00
169,이현호,20한,0.02,16,0,0,0,0,2,0,0,15.1,12,11,75,18,0,0,4,10,0,1,15,1,3,6.46,7.14,1.83,73.5,67.2,0.02,-0.84
170,최세창,20두,0.02,3,0,0,0,0,0,0,0,3.0,2,1,15,5,0,0,1,0,0,0,1,0,0,3.00,7.22,1.67,154.3,62.0,0.02,-0.01
171,배창현,20두,0.01,1,0,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,2,0,0,0,0,0,0.00,21.56,6.00,,21.8,0.01,0.00
172,황윤호,20K,0.01,1,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00,3.56,0.00,,134.3,0.01,0.00
173,류진욱,20N,0.01,3,0,0,0,0,0,0,0,3.0,2,2,14,4,1,0,1,1,0,0,3,0,0,6.00,6.89,1.67,81.5,71.1,0.01,0.05
174,변시원,20K,0.00,4,0,0,0,1,0,0,0,5.0,4,2,25,8,1,0,0,3,0,0,1,0,0,3.60,4.96,2.20,134.0,96.7,0.00,0.01
175,임형원,20N,0.00,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,0.00,-0.01
,한승지,20K,0.00,1,0,0,0,0,0,0,0,0.0,4,4,6,4,1,0,0,1,0,1,0,0,0,,,,,,0.00,-0.02
,이동원,20두,0.00,1,0,0,0,0,0,0,0,0.0,2,2,2,0,0,0,0,2,0,0,0,0,0,,,,,,0.00,-0.00
178,강지광,20S,-0.00,6,0,0,0,0,0,0,0,3.2,3,2,20,7,0,0,1,1,0,0,4,0,0,4.91,5.74,2.18,98.4,86.6,-0.00,-0.24
179,김승범,20K,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,0,2,0,0,0,0,1,9.00,9.56,3.00,53.6,50.1,-0.01,0.00
180,양선률,20S,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,1,2,0,0,0,0,0,9.00,22.56,3.00,53.6,21.9,-0.01,-0.01
181,이주엽,20두,-0.01,4,0,0,0,0,0,0,0,3.1,3,3,19,3,1,0,0,7,0,0,2,0,1,8.10,8.66,3.00,57.1,54.5,-0.01,-0.01
182,이창재,20K,-0.01,10,0,0,0,0,0,0,1,8.0,6,5,38,10,3,0,0,4,0,0,7,0,0,5.63,3.31,1.75,85.2,145.6,-0.01,0.09
183,이승헌,20N,-0.02,3,0,0,0,0,0,0,0,2.0,2,2,11,3,0,0,1,1,0,1,2,0,0,9.00,11.06,2.00,54.3,44.2,-0.02,-0.05
184,강동호,20롯,-0.03,7,0,0,0,1,0,0,0,11.0,9,9,51,13,1,0,3,6,0,0,8,0,0,7.36,7.28,1.73,66.1,66.2,-0.03,0.09
185,임창민,20N,-0.03,44,0,0,0,7,2,0,11,37.2,26,22,179,39,10,1,4,23,1,2,44,0,3,5.26,4.51,1.65,93.0,107.2,-0.03,-1.60
186,정인욱,20삼,-0.03,5,0,0,0,0,0,0,0,5.1,5,5,26,5,0,0,1,4,0,1,3,0,0,8.44,7.68,1.69,58.6,63.9,-0.03,-0.01
187,우규민,20삼,-0.04,52,0,0,0,3,3,7,11,48.0,34,33,210,61,10,1,3,9,1,1,30,0,0,6.19,3.68,1.46,79.9,132.1,-0.04,0.05
188,진명호,20롯,-0.04,37,0,0,0,0,1,0,2,31.1,25,25,146,29,5,1,3,22,0,2,32,0,1,7.18,5.06,1.63,67.8,94.7,-0.04,-1.29
189,서덕원,20K,-0.04,11,0,0,0,0,0,0,0,12.2,12,12,59,14,2,0,5,4,0,3,6,0,1,8.53,9.40,1.42,56.6,51.0,-0.04,-0.03
190,노시환,20한,-0.05,1,0,0,0,0,0,0,0,1.0,2,2,5,1,0,0,1,0,0,1,0,0,0,18.00,19.56,1.00,26.4,24.6,-0.05,0.00
191,김태현,20N,-0.05,2,0,0,0,0,0,0,0,1.1,2,1,10,2,1,0,0,4,0,0,1,0,1,6.75,11.06,4.50,72.5,43.2,-0.05,-0.00
192,배민서,20N,-0.06,13,0,0,0,0,0,0,0,13.1,12,11,64,17,3,0,4,7,0,0,9,0,0,7.43,7.68,1.80,65.9,63.5,-0.06,-0.03
193,한선태,20L,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,7,3,0,0,0,2,0,0,0,0,1,18.00,9.56,5.00,25.7,49.4,-0.06,-0.00
194,이상동,20K,-0.06,5,0,0,0,0,0,0,0,6.0,6,6,30,11,5,0,0,3,0,0,3,0,1,9.00,4.06,2.33,53.3,118.1,-0.06,-0.03
195,이선우,20K,-0.07,2,0,0,0,0,0,0,0,2.0,3,3,13,6,1,0,1,1,0,0,1,0,0,13.50,10.56,3.50,35.5,44.5,-0.07,-0.07
196,김명찬,20K,-0.08,21,0,0,0,0,1,0,1,8.2,7,6,54,13,3,0,2,12,0,2,11,0,4,6.23,8.86,2.89,77.4,54.4,-0.08,-1.53
197,강윤구,20N,-0.08,30,0,0,0,1,1,0,3,21.0,16,16,103,31,7,0,3,11,0,0,15,0,2,6.86,5.56,2.00,71.3,87.1,-0.08,-0.63
198,정대현,20키,-0.08,1,0,0,1,0,0,0,0,2.2,3,3,13,5,1,0,1,0,0,0,3,0,0,10.13,6.18,1.88,46.3,72.3,-0.08,-0.16
199,이승민,20삼,-0.08,7,0,0,5,1,3,0,0,26.1,21,20,128,34,5,0,5,19,1,0,16,0,0,6.84,6.86,2.01,72.3,71.8,-0.08,-0.69
200,박명현,20롯,-0.08,2,0,0,0,0,0,0,0,0.2,2,2,6,3,1,0,0,1,0,0,0,0,1,27.00,8.06,6.00,18.0,59.1,-0.08,-0.02
201,문광은,20L,-0.09,4,0,0,0,0,0,0,0,4.0,5,5,21,7,3,1,1,2,0,0,4,0,0,11.25,6.31,2.25,41.1,71.4,-0.09,-0.00
202,백청훈,20L,-0.09,2,0,0,0,0,0,0,0,1.1,3,3,8,4,1,0,1,0,0,0,0,0,0,20.25,13.31,3.00,22.8,33.1,-0.09,-0.01
203,하준호,20K,-0.09,42,0,0,1,0,3,0,5,41.2,30,28,189,38,6,0,1,27,1,2,26,0,2,6.05,4.64,1.56,79.3,103.1,-0.09,-1.00
204,이원준,20S,-0.10,17,0,0,0,0,1,0,0,19.1,17,16,100,28,5,2,3,16,2,0,17,0,7,7.45,5.99,2.28,64.8,81.5,-0.10,-0.61
205,정용운,20L,-0.10,3,0,0,0,0,0,0,0,1.2,3,3,9,3,1,0,0,1,0,0,3,0,0,16.20,1.76,2.40,28.5,267.6,-0.10,0.00
206,윤규진,20한,-0.10,2,0,0,0,0,0,0,0,3.2,5,3,19,7,0,0,1,1,0,0,4,0,0,7.36,5.74,2.18,64.5,83.7,-0.10,-0.05
207,김성민,20키,-0.10,25,0,0,0,1,0,0,0,23.2,19,17,112,28,6,0,3,12,2,3,21,0,1,6.46,5.08,1.69,72.5,91.2,-0.10,-0.77
208,김주온,20S,-0.11,29,0,0,0,0,3,0,0,31.0,27,26,160,46,7,0,5,22,0,5,18,0,5,7.55,7.10,2.19,64.0,68.7,-0.11,-0.68
209,이우찬,20L,-0.11,4,0,0,1,0,0,0,0,4.2,6,6,30,9,2,0,1,7,0,2,4,0,0,11.57,10.41,3.43,40.0,44.2,-0.11,-0.03
210,김정후,20키,-0.11,4,0,0,0,0,0,0,0,3.0,4,4,20,7,0,0,1,4,0,0,3,0,0,12.00,9.89,3.67,39.1,46.4,-0.11,-0.19
211,금민철,20K,-0.12,3,0,0,0,0,0,0,0,2.1,4,4,15,6,1,0,0,1,0,2,2,0,0,15.43,5.70,3.00,31.1,81.9,-0.12,-0.13
212,이교훈,20두,-0.13,5,0,0,0,0,0,0,0,4.1,6,5,24,6,2,0,1,4,0,0,3,0,1,10.38,7.94,2.31,44.6,57.5,-0.13,-0.05
213,박관진,20키,-0.14,1,0,0,0,0,1,0,0,0.1,1,1,3,1,0,0,0,1,0,0,1,0,0,27.00,6.56,6.00,17.4,71.4,-0.14,-0.36
214,한승주,20한,-0.14,1,0,0,1,0,0,0,0,1.2,3,3,10,3,0,0,1,2,0,0,2,0,0,16.20,12.56,3.00,29.3,38.3,-0.14,-0.22
215,안현준,20K,-0.14,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,2,0,0,0,0,1,108.00,21.56,12.00,4.4,22.1,-0.14,-0.00
216,최성영,20N,-0.14,14,0,0,13,2,4,0,0,60.2,45,41,278,67,14,0,13,35,0,3,27,0,2,6.08,7.33,1.68,80.4,66.2,-0.14,-2.09
217,김지용,20L,-0.15,4,0,0,0,0,0,0,0,3.2,6,6,18,5,1,0,1,2,0,0,4,0,0,14.73,6.56,1.91,31.4,68.5,-0.15,0.01
218,박신지,20두,-0.15,2,0,0,0,0,0,0,0,3.0,6,6,18,9,3,1,0,1,0,0,3,0,1,18.00,2.56,3.33,25.7,185.8,-0.15,-0.00
219,윤성환,20삼,-0.15,5,1,0,5,0,2,0,0,18.2,14,12,84,19,4,2,0,11,0,3,4,0,0,5.79,5.38,1.61,85.4,89.3,-0.15,-0.39
220,박세진,20K,-0.15,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,1,0,1,0,0,0,108.00,21.56,9.00,4.4,21.6,-0.15,-0.01
221,정태승,20롯,-0.15,1,0,0,0,0,0,0,0,1.2,4,4,11,4,1,0,1,2,0,0,1,0,0,21.60,13.76,3.60,22.5,35.1,-0.15,-0.11
222,윤강민,20S,-0.16,1,0,0,0,0,0,0,0,0.2,5,5,8,4,1,0,0,1,0,1,1,0,0,67.50,9.56,7.50,7.2,51.3,-0.16,-0.01
223,김이환,20한,-0.16,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,6.82,6.32,1.84,69.6,75.9,-0.16,-1.19
224,류희운,20K,-0.17,7,0,0,0,0,1,0,0,8.1,10,10,41,14,4,0,1,4,0,0,7,0,1,10.80,4.88,2.16,44.4,97.6,-0.17,-0.40
225,신정락,20한,-0.17,16,0,0,0,0,1,0,0,12.0,12,12,57,15,3,1,2,7,0,2,14,0,2,9.00,5.64,1.83,52.7,84.9,-0.17,-0.23
226,차명진,20K,-0.17,1,0,0,0,0,0,0,0,0.1,5,5,6,3,0,0,0,0,0,2,0,0,0,135.00,21.56,9.00,3.6,22.3,-0.17,-0.01
227,양승철,20K,-0.18,15,0,0,1,0,0,0,0,28.2,26,25,144,41,9,0,4,24,0,3,13,0,3,7.85,7.29,2.27,61.5,65.8,-0.18,-0.27
228,김강률,20두,-0.18,30,0,0,0,2,2,0,0,28.0,22,11,141,36,6,2,1,20,0,4,28,0,0,3.54,4.59,2.00,130.9,101.9,-0.18,-0.30
229,김기탁,20한,-0.18,5,0,0,0,0,0,0,0,7.0,10,7,40,13,4,0,1,5,0,0,3,0,0,9.00,6.70,2.57,52.7,71.7,-0.18,-0.03
230,오원석,20S,-0.19,8,0,0,1,0,1,0,0,9.2,10,6,50,12,1,0,1,6,0,1,9,1,1,5.59,5.21,1.86,86.4,93.5,-0.19,-0.21
231,장민재,20한,-0.19,24,0,0,10,2,7,0,0,57.1,44,43,267,86,19,2,5,13,0,2,32,0,1,6.75,4.36,1.73,70.3,109.9,-0.19,-2.07
232,김찬호,20S,-0.19,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,1,4,0,0,1,0,0,27.00,15.06,4.50,17.9,32.6,-0.19,-0.02
233,김대유,20L,-0.21,3,0,0,0,0,0,0,0,2.1,6,6,14,5,1,0,0,1,0,1,1,0,0,23.14,5.27,2.57,20.0,89.6,-0.21,-0.04
234,윤호솔,20한,-0.21,6,0,0,0,0,1,0,0,6.0,8,7,32,8,3,0,2,6,1,0,4,0,1,10.50,9.06,2.33,45.2,53.0,-0.21,-0.39
235,조영건,20키,-0.21,20,0,0,10,3,3,0,0,44.1,30,26,207,47,7,1,8,28,1,3,23,1,0,5.28,6.89,1.69,88.9,67.2,-0.21,-1.02
236,최영환,20롯,-0.21,6,0,0,1,0,1,0,0,10.0,11,7,53,19,3,0,4,3,0,1,7,0,1,6.30,8.56,2.20,77.2,56.6,-0.21,-0.47
237,문대원,20두,-0.21,4,0,0,0,0,0,0,0,5.2,9,6,30,12,3,0,2,2,0,0,0,0,0,9.53,9.20,2.47,48.6,49.1,-0.21,-0.12
238,조제영,20두,-0.22,4,0,0,1,0,1,0,0,6.0,7,7,31,6,1,0,1,7,0,1,6,0,1,10.50,7.72,2.17,44.1,59.6,-0.22,-0.40
239,이상규,20L,-0.22,28,0,0,0,2,3,4,1,31.0,23,23,152,45,10,1,4,21,0,1,18,0,2,6.68,6.20,2.13,69.2,74.4,-0.22,-0.98
240,핀토,20S,-0.22,30,0,0,30,6,15,0,0,162.0,121,111,766,198,35,1,19,90,3,11,112,2,11,6.17,5.51,1.78,78.3,88.3,-0.22,-2.27
241,김대현,20L,-0.23,33,0,0,0,4,0,0,3,32.1,24,21,158,37,7,2,6,23,1,1,28,0,3,5.85,6.37,1.86,79.1,71.6,-0.23,-0.45
242,김재열,20K,-0.24,14,0,0,0,0,1,0,2,17.1,16,14,89,23,6,0,3,12,1,3,13,0,0,7.27,6.73,2.02,66.4,71.2,-0.24,0.00
243,김진호,20N,-0.24,3,0,0,3,0,1,0,0,10.1,10,10,54,14,0,0,5,8,0,1,7,0,1,8.71,11.10,2.13,56.2,44.0,-0.24,-0.55
244,신재웅,20S,-0.25,24,0,0,0,2,0,0,0,19.1,20,20,93,26,3,2,5,14,0,0,11,0,0,9.31,7.95,2.07,51.9,61.6,-0.25,-0.10
245,정영일,20S,-0.26,29,0,0,0,2,2,2,2,23.1,20,17,114,31,5,0,6,11,1,3,17,1,3,6.56,7.11,1.80,73.6,69.3,-0.26,-0.45
246,김정인,20키,-0.26,2,0,0,0,0,0,0,0,1.0,6,6,12,6,3,0,0,3,0,0,1,0,0,54.00,10.56,9.00,8.7,44.9,-0.26,-0.07
247,이대은,20K,-0.26,20,0,0,4,0,4,1,0,29.1,23,19,142,36,6,0,4,13,3,5,15,0,8,5.83,5.84,1.67,82.3,81.2,-0.26,-2.73
248,조병욱,20K,-0.27,9,0,0,4,0,1,0,0,28.1,24,24,131,39,4,0,4,13,0,1,11,0,0,7.62,6.10,1.84,62.9,77.7,-0.27,-0.51
249,여건욱,20L,-0.29,25,0,0,0,1,3,1,2,27.2,24,22,124,36,8,1,8,4,0,3,18,0,2,7.16,6.77,1.45,64.6,66.3,-0.29,-0.94
250,김윤식,20L,-0.30,23,0,0,11,2,4,0,2,67.2,50,47,308,87,16,1,7,24,0,6,38,1,2,6.25,5.11,1.64,74.0,90.4,-0.30,-1.24
251,신재영,20키,-0.31,7,0,0,0,0,0,0,0,5.0,8,7,34,13,4,1,2,4,0,0,1,0,0,12.60,10.76,3.40,37.2,42.7,-0.31,-0.49
252,킹엄,20S,-0.32,2,0,0,2,0,2,0,0,10.2,11,8,52,16,4,0,1,4,0,0,6,0,1,6.75,4.77,1.88,71.5,101.7,-0.32,-0.55
253,권오준,20삼,-0.33,17,0,0,0,0,2,0,1,16.0,18,15,72,22,3,1,3,3,0,0,10,0,0,8.44,5.31,1.56,58.6,93.3,-0.33,-0.41
254,황동재,20삼,-0.35,1,0,0,0,0,0,0,0,1.1,8,8,16,8,2,0,1,4,0,0,3,0,0,54.00,17.81,9.00,9.2,28.0,-0.35,-0.33
255,박시영,20롯,-0.36,36,0,0,0,1,1,0,1,30.1,27,27,145,32,7,0,5,23,0,1,21,0,1,8.01,6.69,1.81,60.7,71.8,-0.36,-1.17
256,권혁,20두,-0.36,15,0,0,0,2,2,0,2,7.2,9,8,38,11,1,1,0,4,0,0,7,0,1,9.39,3.30,1.96,49.3,143.9,-0.36,-0.14
257,장원준,20두,-0.38,2,0,0,2,0,1,0,0,5.2,8,8,30,9,2,0,1,6,0,0,2,0,0,12.71,8.32,2.65,36.4,55.4,-0.38,-0.50
258,이형범,20두,-0.41,27,0,0,0,1,2,1,1,25.2,22,22,122,30,6,0,5,16,2,2,13,0,1,7.71,6.95,1.79,60.0,65.8,-0.41,-2.18
259,이재익,20삼,-0.43,4,0,0,0,0,0,0,0,0.2,11,10,13,8,3,0,2,2,0,0,1,0,0,135.00,48.56,15.00,3.7,10.5,-0.43,-0.04
260,김태훈,20S,-0.43,33,0,0,8,1,6,0,4,62.0,52,51,281,61,13,0,8,39,0,4,43,0,10,7.40,5.93,1.61,65.2,82.2,-0.43,-1.78
261,장원삼,20롯,-0.43,13,0,0,4,0,3,0,0,34.0,32,29,160,49,8,0,6,10,1,3,15,0,0,7.68,6.03,1.74,63.4,79.9,-0.43,-1.20
262,김민,20K,-0.44,24,0,0,6,3,3,0,1,42.2,35,31,207,46,4,0,6,29,0,5,32,0,5,6.54,6.27,1.76,73.3,75.6,-0.44,-1.32
263,이재학,20N,-0.50,19,0,0,19,5,6,0,0,90.2,66,66,410,105,21,1,14,43,0,5,61,1,4,6.55,5.81,1.63,74.6,83.4,-0.50,-1.36
264,김현준,20K,-0.50,15,0,0,0,1,0,0,1,14.1,20,20,76,20,5,2,2,13,1,1,12,0,0,12.56,6.42,2.30,38.4,74.7,-0.50,0.14
265,박진태,20K,-0.51,12,0,0,0,0,0,0,0,18.2,27,27,105,32,7,0,9,16,0,4,14,0,0,13.02,11.54,2.57,37.1,41.6,-0.51,-0.11
266,박승주,20키,-0.51,5,0,0,0,0,1,0,0,3.2,8,8,25,10,1,0,0,5,0,0,3,0,0,19.64,6.01,4.09,23.9,78.8,-0.51,-0.22
267,황영국,20한,-0.52,21,0,0,0,0,0,0,4,19.1,22,22,101,29,4,0,3,14,1,2,17,0,3,10.24,6.14,2.22,46.4,78.0,-0.52,-0.23
268,박주홍,20한,-0.52,11,0,0,5,0,5,0,0,24.2,24,23,117,30,6,0,5,16,0,0,19,0,2,8.39,6.60,1.87,56.6,72.8,-0.52,-1.37
269,오동욱,20한,-0.52,4,0,0,1,0,1,0,0,10.0,19,15,60,22,4,0,3,7,0,2,5,0,0,13.50,9.16,2.90,35.2,52.4,-0.52,-0.39
270,홍성무,20N,-0.53,11,0,0,0,0,0,1,0,15.0,22,21,82,21,3,0,3,13,0,1,12,0,1,12.60,7.36,2.27,38.8,65.9,-0.53,-0.12
271,임준섭,20한,-0.53,10,0,0,1,0,2,0,1,8.2,13,13,49,18,5,0,1,6,0,0,6,0,1,13.50,5.75,2.77,35.2,83.5,-0.53,-0.28
272,심창민,20삼,-0.54,23,0,0,0,2,2,0,3,20.1,20,17,98,18,0,1,3,18,0,2,21,0,4,7.52,6.36,1.77,65.7,77.1,-0.54,-0.22
273,이용찬,20두,-0.55,5,0,0,5,1,3,0,0,26.2,25,25,125,41,8,0,7,6,0,0,15,0,1,8.44,6.52,1.76,54.8,69.1,-0.55,-0.74
274,류원석,20L,-0.58,4,0,0,1,0,1,0,0,4.2,14,6,37,8,3,0,1,11,0,4,5,0,0,11.57,13.84,4.07,40.0,33.4,-0.58,-0.45
275,백승건,20S,-0.60,10,0,0,7,0,5,0,0,29.1,29,26,156,37,5,0,7,31,0,2,28,0,1,7.98,8.12,2.32,60.5,60.3,-0.60,-1.50
276,하재훈,20S,-0.62,15,0,0,0,1,1,4,0,13.0,13,11,66,19,3,0,2,8,0,0,10,0,1,7.62,5.86,2.08,63.4,83.2,-0.62,-2.12
277,김민수,20K,-0.69,33,0,0,18,3,8,0,0,103.1,80,70,482,151,22,1,14,30,0,4,63,0,6,6.10,5.08,1.75,78.6,93.3,-0.69,-3.55
278,이민우,20K,-0.73,22,0,0,22,6,10,0,0,106.0,87,80,486,129,20,4,11,47,0,6,67,0,3,6.79,5.14,1.66,71.0,93.6,-0.73,-2.87
279,김택형,20S,-0.74,31,0,0,0,1,3,0,3,23.0,26,22,114,26,2,1,5,20,1,0,22,0,6,8.61,6.95,2.00,56.1,70.5,-0.74,-0.69
280,김주한,20S,-0.74,22,0,0,7,1,7,0,0,46.0,43,38,220,60,7,1,7,20,0,8,22,0,4,7.43,6.40,1.74,64.9,76.3,-0.74,-1.84
281,윤정현,20키,-0.88,15,0,0,4,0,1,0,0,27.1,32,27,146,54,6,1,3,10,0,2,11,0,1,8.89,5.49,2.34,52.8,85.0,-0.88,-1.07
282,장지훈,20삼,-0.98,29,0,0,0,0,1,0,0,27.2,37,31,146,39,4,0,7,21,0,3,24,0,5,10.08,7.71,2.17,49.0,64.2,-0.98,-1.11
283,장현식,20NK,-1.68,37,0,0,3,4,4,0,6,41.0,52,49,207,64,14,2,8,22,0,3,26,0,11,10.76,6.65,2.10,45.0,72.4,-1.68,-2.09
