,이름,WHIP,승률,피안타율,피홈런율,이닝당삼진,이닝당볼넷,평균자책점
221,홍건희,2.34,0.0,0.36363636363636365,0.045454545454545456,0.8024691358024691,0.4320987654320988,10.555555555555555
222,문광은,2.4,0.0,0.3142857142857143,0.08571428571428572,0.8064516129032258,0.8064516129032258,13.064516129032258
223,노성호,1.96,0.3333333333333333,0.22151898734177214,0.0379746835443038,1.1180124223602483,0.9006211180124223,7.267080745341614
224,김유신,1.46,,0.22807017543859648,0.0,0.46153846153846156,0.46153846153846156,9.692307692307692
225,변시원,1.69,,0.3076923076923077,0.038461538461538464,0.7843137254901962,0.19607843137254904,10.588235294117649
226,김진성,1.65,0.6,0.27053140096618356,0.06280193236714976,0.8425720620842572,0.4212860310421286,7.184035476718403
227,이우찬,9.0,,0.3333333333333333,0.0,0.0,15.0,180.0
228,윤강민,3.35,,0.3888888888888889,0.027777777777777776,0.7692307692307692,0.9615384615384615,19.038461538461537
229,허준혁,4.2,0.0,0.3333333333333333,0.0,0.8333333333333334,2.5,37.5
230,하영민,2.27,0.0,0.33707865168539325,0.033707865168539325,0.6211180124223602,0.43478260869565216,7.826086956521738
231,김주한,2.5,1.0,0.2647058823529412,0.058823529411764705,0.8333333333333334,1.0,13.5
232,최금강,1.96,0.0,0.2786885245901639,0.04371584699453552,0.4851752021563342,0.5929919137466307,8.49056603773585
233,안우진,1.79,0.3333333333333333,0.23232323232323232,0.030303030303030304,1.119221411192214,0.681265206812652,7.226277372262773
234,박진형,2.39,0.6,0.3333333333333333,0.014492753623188406,0.8461538461538461,0.6153846153846154,6.230769230769231
235,김선기,2.21,0.0,0.2833333333333333,0.041666666666666664,0.9459459459459459,0.7207207207207208,8.108108108108109
236,이민우,1.99,0.4,0.2765957446808511,0.02127659574468085,0.7526881720430108,0.6182795698924731,7.258064516129032
237,신재영,1.54,0.47058823529411764,0.2942477876106195,0.06858407079646017,0.5242334322453017,0.2274975272007913,6.765578635014837
238,박시영,1.86,,0.2713178294573643,0.046511627906976744,0.7279693486590038,0.5363984674329502,8.620689655172413
239,곽빈,1.97,0.75,0.2857142857142857,0.03896103896103896,0.8387096774193549,0.5483870967741935,7.548387096774194
240,박정수,1.65,,0.25757575757575757,0.030303030303030304,1.2213740458015268,0.3816793893129771,11.679389312977099
241,김대우,1.95,0.5,0.30113636363636365,0.03977272727272727,0.4155124653739612,0.4986149584487534,7.977839335180055
242,최원준,2.36,,0.39285714285714285,0.03571428571428571,0.5494505494505495,0.0,10.87912087912088
243,최대성,2.3,,0.28846153846153844,0.057692307692307696,1.0,0.8,11.7
244,조정훈,2.31,,0.21428571428571427,0.0,1.2195121951219514,0.9756097560975611,17.5609756097561
245,백청훈,1.81,0.3333333333333333,0.2361111111111111,0.05555555555555555,0.9929078014184397,0.6382978723404256,9.574468085106384
246,윤근영,2.16,1.0,0.3023255813953488,0.03488372093023256,1.0493827160493827,0.617283950617284,10.0
247,이동현,1.54,0.6666666666666666,0.2934131736526946,0.03592814371257485,0.6371191135734072,0.19390581717451522,7.977839335180055
248,정재원,3.86,0.0,0.5333333333333333,0.0,0.0,0.47619047619047616,34.285714285714285
249,진해수,1.74,0.4,0.3,0.03333333333333333,0.8564814814814814,0.30092592592592593,7.291666666666666
250,윤성환,1.67,0.35714285714285715,0.3025830258302583,0.05166051660516605,0.7600341588385995,0.27327070879590093,6.99402220324509
251,유희관,1.7,0.5,0.3030769230769231,0.03538461538461538,0.574468085106383,0.2978723404255319,6.702127659574468
252,이원준,3.82,0.0,0.52,0.12,0.625,0.3125,33.75
