,Win_team,Team_1_pitcher_WHIP,Team_1_pitcher_piAn,Team_1_pitcher_piHom,Team_1_pitcher_sam,Team_1_pitcher_ball,Team_1_pitcher_ja,Team_2_pitcher_WHIP,Team_2_pitcher_piAn,Team_2_pitcher_piHom,Team_2_pitcher_sam,Team_2_pitcher_ball,Team_2_pitcher_ja,Team_1_hitter_hit,Team_1_hitter_homrun,Team_1_hitter_sam,Team_1_hitter_ball,Team_1_hitter_deg,Team_1_hitter_ta,Team_1_hitter_chul,Team_1_hitter_do,Team_2_hitter_hit,Team_2_hitter_homrun,Team_2_hitter_sam,Team_2_hitter_ball,Team_2_hitter_deg,Team_2_hitter_ta,Team_2_hitter_chul,Team_2_hitter_do
0,1,1.17,0.234273319,0.026030369,0.607142857,0.205357143,4.178571429,1.4,0.223785166,0.025575448,0.8984375,0.4296875,4.068080357,0.256222222,0.026161529,0.240174004,0.01388208,0.140235989,0.11865994,0.261250791,0.425925926,0.297333333,0.038541218,0.184575168,0.019146756,0.153752561,0.168973856,0.30827305,0.682200368
1,0,1.23,0.245773732,0.014304291,0.826580227,0.205294435,3.889789303,1.32,0.236886633,0.021996616,1.006517017,0.304127444,3.77986966,0.276888889,0.021380894,0.210609206,0.02175278,0.139737793,0.127845532,0.288868141,0.431262909,0.283333333,0.02812181,0.208332256,0.009366119,0.140506727,0.148764025,0.288694701,0.316402116
2,0,1.58,0.269179004,0.02422611,0.6,0.363636364,4.690909091,1.31,0.250306748,0.019631902,0.994736842,0.236842105,3.6,0.24092321,0.020013432,0.227420042,0.009752302,0.126278028,0.109262253,0.244749113,0.48586239,0.258444444,0.038210425,0.203827959,0.022838299,0.147275174,0.125598058,0.271321523,0.338624339
3,0,1.32,0.258782201,0.024590164,0.74055666,0.223658052,3.489065606,1.69,0.281098546,0.02907916,0.649253731,0.388059701,6.179104478,0.283777778,0.042450732,0.204167934,0.01864649,0.165182921,0.176343842,0.294911261,0.348743849,0.283111111,0.02866239,0.173910249,0.014731877,0.14355931,0.140786966,0.290519125,0.725853094
4,1,1.3,0.249373434,0.023809524,0.833778728,0.235168359,3.800106895,1.29,0.234309623,0.014644351,0.766488414,0.294117647,3.689839572,0.294888889,0.032825747,0.190814735,0.021262619,0.14541745,0.150330361,0.305813577,0.472489384,0.287888889,0.034752576,0.208438961,0.031419486,0.147032213,0.157054358,0.305710669,0.650661376
5,0,1.32,0.242105263,0.016842105,0.672727273,0.272727273,3.927272727,1.43,0.277372263,0.0243309,0.563230606,0.217853348,4.54303932,0.277666667,0.032592782,0.226365387,0.016163821,0.134941185,0.139337403,0.28599123,0.359259259,0.297333333,0.038541218,0.184575168,0.019146756,0.153752561,0.168973856,0.30827305,0.682200368
6,0,1.49,0.236886633,0.016920474,0.816170862,0.419527079,5.354691076,2.38,0.395348837,0.046511628,0.75,0.25,15.75,0.286444444,0.023759942,0.201980649,0.020379387,0.142404668,0.129538282,0.296737799,0.705155683,0.283333333,0.02812181,0.208332256,0.009366119,0.140506727,0.148764025,0.288694701,0.316402116
7,0,1.42,0.274025974,0.028571429,0.8125,0.221590909,4.142045455,1.38,0.272419628,0.0321489,0.751879699,0.172932331,5.210526316,0.285222222,0.036924263,0.205040535,0.019228224,0.169545923,0.161800503,0.29639872,0.41985496,0.283111111,0.02866239,0.173910249,0.014731877,0.14355931,0.140786966,0.290519125,0.725853094
8,0,1.72,0.297385621,0.04248366,0.408472012,0.34795764,7.080181543,1.52,0.276951673,0.029739777,0.683333333,0.275,6,0.24092321,0.020013432,0.227420042,0.009752302,0.126278028,0.109262253,0.244749113,0.48586239,0.254145432,0.038790262,0.213018611,0.022727331,0.143232906,0.130510514,0.267407379,0.234414393
9,0,1.73,0.256410256,0.025641026,0.81232493,0.522875817,5.714285714,1.54,0.26007326,0.04029304,0.983193277,0.344537815,5.672268908,0.284777778,0.029022433,0.222192079,0.020990954,0.139291397,0.150276027,0.294457273,0.472489384,0.287888889,0.034752576,0.208438961,0.031419486,0.147032213,0.157054358,0.305710669,0.650661376
